"AGED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE
45873,TEXAS,REAL,805,"3,600,934",372.77,"3,480,883",360.34,"31,039","79,975","9,036",764,"3,268,122",356.47,0.954
45874,TEXAS,RED RIVER,"2,254","10,502,821",388.30,"10,302,181",380.89,"36,314","153,321","11,003","2,161","12,650,823",487.85,1.080
45875,TEXAS,REEVES,"1,452","6,012,554",345.07,"5,767,167",330.99,"91,436","109,733","44,217","1,344","6,382,767",395.76,0.916
45876,TEXAS,REFUGIO,"1,139","6,867,296",502.44,"6,762,820",494.79,"23,866","68,480","12,128","1,075","5,546,652",429.97,1.033
45877,TEXAS,ROBERTS,98,"209,469",178.12,"203,743",173.25,"2,164","2,479","1,081",93,"234,087",209.76,0.908
45878,TEXAS,ROBERTSON,"2,034","7,520,680",308.12,"7,178,274",294.10,"179,878","112,218","50,308","1,875","9,721,373",432.06,0.956
45879,TEXAS,ROCKWALL,"7,537","26,816,731",296.50,"26,041,024",287.92,"298,861","374,958","101,887","6,786","34,743,793",426.66,0.900
45880,TEXAS,RUNNELS,"1,978","8,776,125",369.74,"8,630,805",363.62,"22,823","116,133","6,362","1,892","10,476,863",461.45,0.957
45881,TEXAS,RUSK,"4,915","23,080,310",391.32,"22,484,510",381.22,"173,893","378,014","43,892","4,600","25,736,568",466.24,0.993
45882,TEXAS,SABINE,"2,570","11,991,741",388.84,"11,645,544",377.61,"157,378","147,619","41,200","2,443","13,243,093",451.74,0.952
45883,TEXAS,SAN AUGUSTINE,"1,315","6,249,846",396.06,"6,154,035",389.99,"26,812","60,403","8,594","1,245","6,165,716",412.70,1.045
45884,TEXAS,SAN JACINTO,"2,157","10,983,958",424.35,"10,564,881",408.16,"178,298","180,713","60,064","1,968","11,779,858",498.81,1.061
45885,TEXAS,SAN PATRICIO,"5,444","22,678,273",347.14,"21,741,435",332.80,"232,253","521,564","183,019","4,937","24,430,380",412.37,0.994
45886,TEXAS,SAN SABA,904,"2,884,970",265.94,"2,772,167",255.55,"52,907","45,287","14,608",839,"3,474,407",345.09,0.860
45887,TEXAS,SCHLEICHER,364,"1,436,055",328.77,"1,409,370",322.66,"4,905","20,993",785,335,"1,911,378",475.47,0.922
45888,TEXAS,SCURRY,"1,915","9,135,523",397.54,"8,866,172",385.82,"107,701","127,297","34,352","1,798","8,607,907",398.96,0.974
45889,TEXAS,SHACKELFORD,480,"1,806,357",313.60,"1,766,893",306.75,"6,993","29,105","3,365",457,"2,450,807",446.90,1.007
45890,TEXAS,SHELBY,"3,135","13,157,342",349.74,"12,869,364",342.09,"79,440","183,744","24,791","2,966","15,441,927",433.86,0.964
45891,TEXAS,SHERMAN,384,"1,196,170",259.59,"1,160,492",251.84,"12,045","18,184","5,447",348,"1,596,888",382.40,0.902
45892,TEXAS,SMITH,"26,856","117,070,591",363.27,"114,649,421",355.75,"484,841","1,601,405","334,923","25,104","142,617,836",473.42,1.007
45893,TEXAS,SOMERVELL,918,"3,802,721",345.20,"3,711,845",336.95,"39,937","40,516","10,420",848,"3,929,785",386.18,0.916
45900,TEXAS,STARR,"5,694","29,152,415",426.65,"27,428,072",401.42,"111,449","1,589,625","23,267","5,461","35,886,446",547.62,1.242
45901,TEXAS,STEPHENS,"1,244","6,114,349",409.59,"5,990,422",401.29,"38,339","77,578","8,010","1,183","6,936,438",488.62,0.981
45902,TEXAS,STERLING,161,"506,186",262.00,"497,490",257.50,195,"8,359",140,155,"659,755",354.71,1.057
45903,TEXAS,STONEWALL,298,"1,950,045",545.31,"1,923,591",537.92,"9,212","13,375","3,865",294,"1,965,936",557.24,1.063
45904,TEXAS,SUTTON,565,"2,053,584",302.89,"1,987,455",293.14,"23,905","36,876","5,347",535,"2,218,252",345.52,0.916
45905,TEXAS,SWISHER,"1,230","7,204,396",488.10,"7,002,726",474.44,"90,873","80,064","30,732","1,154","5,693,590",411.15,0.893
45910,TEXAS,TARRANT,"112,825","498,306,113",368.05,"484,913,255",358.16,"4,372,832","7,171,689","1,848,334","96,790","506,789,324",436.33,1.037
45911,TEXAS,TAYLOR,"15,343","59,672,057",324.10,"58,423,543",317.32,"206,602","969,805","72,105","14,378","70,443,887",408.29,1.035
45912,TEXAS,TERRELL,165,"572,679",289.23,"553,656",279.62,"5,373","10,928","2,720",150,"572,896",318.28,0.891
45913,TEXAS,TERRY,"1,211","7,262,850",499.78,"6,979,469",480.28,"131,312","106,286","45,782","1,153","5,289,385",382.29,0.998
45920,TEXAS,THROCKMORTON,298,"1,333,678",372.95,"1,302,743",364.30,"12,965","13,602","4,367",288,"2,270,235",656.90,0.986
45921,TEXAS,TITUS,"3,174","14,280,267",374.93,"13,968,897",366.75,"50,447","246,378","14,544","2,933","15,329,908",435.56,1.011
45930,TEXAS,TOM GREEN,"13,344","47,214,921",294.86,"46,069,485",287.70,"194,189","912,994","38,252","12,622","55,738,510",368.00,0.997
45940,TEXAS,TRAVIS,"68,701","247,185,233",299.83,"240,781,295",292.06,"1,348,936","4,473,842","581,158","60,041","294,381,324",408.58,0.938
45941,TEXAS,TRINITY,"2,446","13,059,819",444.94,"12,685,015",432.17,"169,675","161,666","43,460","2,282","12,388,062",452.38,0.978
45942,TEXAS,TYLER,"2,904","10,985,977",315.25,"10,677,268",306.40,"118,913","153,873","35,922","2,732","14,828,033",452.29,1.048
45943,TEXAS,UPSHUR,"4,456","19,484,235",364.38,"18,836,072",352.26,"243,699","339,908","64,554","4,150","22,327,845",448.35,1.011
45944,TEXAS,UPTON,354,"2,089,857",491.96,"2,027,202",477.21,"29,229","22,850","10,575",325,"1,345,644",345.04,0.822
45945,TEXAS,UVALDE,"3,003","12,071,732",334.99,"11,685,004",324.26,"82,128","275,741","28,858","2,803","11,347,034",337.35,0.957
45946,TEXAS,VAL VERDE,"5,065","14,454,048",237.81,"13,953,852",229.58,"113,376","355,354","31,464","4,657","18,545,793",331.86,0.943
45947,TEXAS,VAN ZANDT,"7,245","32,082,430",369.02,"31,262,546",359.59,"250,639","457,781","111,461","6,811","35,147,626",430.04,0.965
45948,TEXAS,VICTORIA,"10,375","44,732,036",359.29,"43,622,618",350.38,"365,364","617,710","126,342","9,743","47,086,700",402.74,1.010
45949,TEXAS,WALKER,"5,062","22,983,621",378.37,"22,189,315",365.29,"351,424","313,991","128,889","4,652","25,002,690",447.88,0.982
45950,TEXAS,WALLER,"2,826","13,043,812",384.64,"12,697,794",374.43,"164,208","137,951","43,857","2,507","13,255,621",440.62,0.994
45951,TEXAS,WARD,"1,226","4,783,547",325.15,"4,533,537",308.15,"93,234","110,244","46,532","1,143","4,968,565",362.25,0.877
45952,TEXAS,WASHINGTON,"5,429","19,383,315",297.53,"18,703,343",287.09,"312,328","281,877","85,765","5,088","23,172,060",379.52,0.918
45953,TEXAS,WEBB,"19,361","79,213,193",340.95,"74,452,731",320.46,"364,872","4,286,816","108,773","17,039","93,022,884",454.95,1.039
45954,TEXAS,WHARTON,"5,141","25,796,931",418.16,"24,912,798",403.83,"339,386","409,175","135,570","4,797","25,693,685",446.35,0.993
45955,TEXAS,WHEELER,849,"5,624,755",552.10,"5,517,518",541.57,"53,947","39,436","13,853",798,"4,246,986",443.50,0.902
45960,TEXAS,WICHITA,"16,312","78,040,593",398.69,"75,501,128",385.71,"1,151,018","998,946","389,498","15,433","84,045,805",453.82,1.063
45961,TEXAS,WILBARGER,"1,620","7,274,409",374.20,"7,072,034",363.79,"89,643","82,822","29,909","1,513","8,967,576",493.92,1.031
45962,TEXAS,WILLACY,"1,651","6,594,015",332.83,"6,198,466",312.86,"64,512","292,558","38,477","1,579","9,932,729",524.21,1.272
45970,TEXAS,WILLIAMSON,"37,371","120,701,609",269.15,"117,909,822",262.93,"628,031","1,974,896","188,859","33,602","164,480,743",407.91,0.888
45971,TEXAS,WILSON,"3,628","12,613,630",289.73,"12,168,554",279.51,"133,071","271,938","40,066","3,289","15,066,907",381.75,0.948
45972,TEXAS,WINKLER,705,"3,277,775",387.44,"3,123,682",369.23,"60,097","64,674","29,321",654,"3,232,563",411.90,0.886
45973,TEXAS,WISE,"5,972","28,226,218",393.87,"27,757,761",387.33,"181,118","233,541","53,795","5,531","30,178,888",454.69,0.993
45974,TEXAS,WOOD,"8,627","35,076,426",338.82,"34,401,511",332.30,"167,384","421,904","85,623","8,185","43,601,678",443.92,0.933
45980,TEXAS,YOAKUM,833,"4,549,838",455.17,"4,405,193",440.70,"77,128","48,613","18,904",780,"3,664,784",391.54,0.831
45981,TEXAS,YOUNG,"3,255","14,482,558",370.78,"14,142,912",362.08,"120,393","182,047","37,204","3,107","17,688,197",474.42,0.956
45982,TEXAS,ZAPATA,"1,261","5,478,191",362.03,"5,141,725",339.79,"27,649","299,203","9,614","1,201","7,239,075",502.29,1.052
45983,TEXAS,ZAVALA,899,"4,054,276",375.81,"3,924,481",363.78,"12,887","110,016","6,891",849,"3,830,346",375.97,1.039
46000,UTAH,BEAVER,740,"3,130,565",352.54,"3,027,419",340.93,"53,740","37,515","11,890",688,"2,630,767",318.65,0.923
46010,UTAH,BOX ELDER,"3,869","11,048,351",237.97,"10,636,567",229.10,"207,038","158,070","46,674","3,494","14,989,108",357.50,0.840
46020,UTAH,CACHE,"5,395","13,852,315",213.97,"13,246,490",204.61,"286,966","250,165","68,694","4,678","20,813,552",370.77,0.867
46030,UTAH,CARBON,"2,711","9,480,878",291.43,"9,049,645",278.18,"215,044","168,217","47,970","2,549","10,940,615",357.68,0.884
46040,UTAH,DAGGETT,148,"657,552",370.24,"630,998",355.29,"17,900","6,792","1,861",134,"704,939",438.39,0.787
46050,UTAH,DAVIS,"18,962","56,106,925",246.58,"53,353,020",234.47,"1,693,466","649,331","411,107","16,323","68,015,507",347.24,0.871
46060,UTAH,DUCHESNE,"1,775","4,271,599",200.54,"3,998,741",187.73,"161,938","70,115","40,805","1,556","5,001,038",267.84,0.807
46070,UTAH,EMERY,"1,172","4,010,778",285.18,"3,826,825",272.10,"94,094","70,399","19,459","1,106","4,448,211",335.16,0.832
46080,UTAH,GARFIELD,893,"2,715,205",253.38,"2,668,262",249.00,"17,694","25,984","3,263",836,"3,195,493",318.53,0.821
46090,UTAH,GRAND,"1,465","5,719,607",325.35,"5,516,924",313.82,"119,383","50,029","33,270","1,340","4,755,513",295.74,0.795
46100,UTAH,IRON,"4,283","11,677,272",227.20,"11,425,009",222.29,"58,019","178,062","16,181","3,938","16,319,530",345.34,0.845
46110,UTAH,JUAB,"1,128","4,933,803",364.49,"4,832,670",357.02,"52,604","35,444","13,083","1,053","4,035,634",319.38,0.892
46120,UTAH,KANE,"1,433","4,222,054",245.53,"4,156,816",241.73,"18,546","40,189","6,502","1,326","5,063,914",318.24,0.764
46130,UTAH,MILLARD,"1,737","6,496,693",311.68,"6,316,248",303.02,"93,224","62,380","24,839","1,628","6,695,201",342.71,0.835
46140,UTAH,MORGAN,828,"3,107,385",312.74,"2,981,404",300.06,"64,423","43,636","17,920",729,"3,224,279",368.57,0.830
46150,UTAH,PIUTE,308,"988,489",267.45,"962,654",260.46,"11,604","11,076","3,153",294,"939,305",266.24,0.752
46160,UTAH,RICH,247,"594,880",200.70,"564,468",190.44,"14,970","9,236","6,205",228,"1,108,852",405.28,0.802
46170,UTAH,SALT LAKE,"59,661","196,796,803",274.88,"184,322,448",257.46,"7,905,882","2,215,738","2,352,734","50,707","211,250,168",347.17,0.905
46180,UTAH,SAN JUAN,"1,416","6,445,768",379.34,"6,132,020",360.88,"199,530","75,554","38,661","1,374","5,868,805",355.94,0.838
46190,UTAH,SANPETE,"3,321","11,668,223",292.79,"11,270,577",282.81,"210,537","137,921","49,187","3,078","11,836,093",320.45,0.817
46200,UTAH,SEVIER,"2,977","10,596,251",296.61,"10,308,522",288.56,"128,004","125,248","34,476","2,846","10,718,669",313.85,0.874
46210,UTAH,SUMMIT,"2,725","7,636,162",233.52,"6,932,638",212.01,"489,158","96,569","117,796","2,332","9,811,460",350.61,0.740
46220,UTAH,TOOELE,"3,911","14,919,741",317.90,"13,733,545",292.63,"772,883","222,039","191,274","3,362","14,626,388",362.54,0.896
46230,UTAH,UINTAH,"2,200","6,090,405",230.70,"5,655,879",214.24,"268,921","97,989","67,614","1,934","6,764,885",291.49,0.852
46240,UTAH,UTAH,"23,363","76,290,736",272.12,"73,286,457",261.40,"1,531,735","1,080,748","391,794","20,316","92,049,232",377.57,0.869
46250,UTAH,WASATCH,"2,040","5,116,700",209.02,"4,877,544",199.25,"135,886","64,878","38,391","1,764","7,501,340",354.37,0.807
46260,UTAH,WASHINGTON,"18,480","57,501,900",259.30,"56,526,692",254.90,"295,523","607,847","71,836","17,232","75,745,971",366.30,0.891
46270,UTAH,WAYNE,457,"1,223,205",223.05,"1,174,390",214.15,"27,789","15,255","5,770",432,"1,504,445",290.21,0.778
46280,UTAH,WEBER,"18,132","55,540,916",255.26,"53,278,856",244.87,"1,066,818","872,573","322,667","15,860","71,267,929",374.46,0.891
47000,VERMONT,ADDISON,"5,212","16,395,794",262.15,"14,735,083",235.60,"1,191,174","184,295","285,241","4,730","19,931,873",351.16,0.873
47010,VERMONT,BENNINGTON,"6,682","27,268,671",340.08,"25,039,283",312.27,"1,498,868","385,162","345,356","6,208","27,925,374",374.86,0.999
47020,VERMONT,CALEDONIA,"4,867","14,892,011",254.98,"13,280,207",227.39,"1,271,920","118,828","221,054","4,455","17,597,424",329.17,0.829
47030,VERMONT,CHITTENDEN,"15,488","54,875,815",295.26,"45,494,372",244.78,"6,483,736","1,062,860","1,834,845","14,250","57,505,477",336.29,0.916
47040,VERMONT,ESSEX,"1,328","4,144,157",260.05,"3,739,383",234.65,"314,889","29,877","60,006","1,242","4,364,754",292.86,0.840
47050,VERMONT,FRANKLIN,"5,894","21,208,723",299.86,"19,224,594",271.81,"1,326,352","365,782","291,993","5,482","23,107,720",351.27,0.923
47060,VERMONT,GRAND ISLE,"1,251","4,070,920",271.18,"3,555,976",236.88,"347,574","75,070","92,298","1,141","4,078,063",297.84,0.822
47070,VERMONT,LAMOILLE,"7,418","21,135,351",237.43,"18,153,512",203.94,"2,138,556","312,198","531,084","6,587","25,140,502",318.06,0.854
47080,VERMONT,ORANGE,"4,622","18,485,498",333.29,"16,075,736",289.84,"1,879,707","179,351","350,702","4,137","16,992,845",342.29,0.886
47090,VERMONT,ORLEANS,"4,946","14,621,061",246.34,"13,278,802",223.73,"1,058,857","101,717","181,684","4,569","17,964,560",327.65,0.887
47100,VERMONT,RUTLAND,"11,403","46,933,726",342.99,"43,496,257",317.87,"2,479,802","543,295","414,371","10,621","44,499,327",349.15,0.976
47110,VERMONT,WASHINGTON,"9,526","34,758,860",304.07,"31,869,011",278.79,"1,981,076","523,619","385,152","8,689","33,756,354",323.75,0.889
47120,VERMONT,WINDHAM,"7,496","27,312,334",303.63,"24,824,317",275.97,"1,837,376","301,295","349,345","6,856","26,810,018",325.87,0.892
47130,VERMONT,WINDSOR,"10,478","41,646,956",331.23,"35,450,729",281.95,"4,888,216","389,461","918,548","9,493","39,961,161",350.79,0.873
48010,VIRGIN ISLANDS,ST  CROIX,"7,950","16,853,694",176.66,"16,181,668",169.62,"351,546","177,105","143,373","7,266","15,876,203",182.08,0.672
48020,VIRGIN ISLANDS,ST  JOHN,"8,478","17,377,817",170.81,"16,667,360",163.83,"346,097","191,205","173,153","7,698","16,479,046",178.39,0.669
49000,VIRGINIA,ACCOMACK,"5,947","21,625,965",303.04,"21,069,803",295.24,"232,410","225,610","98,142","5,545","24,487,279",368.01,0.971
49010,VIRGINIA,ALBEMARLE,"8,030","26,838,801",278.53,"22,644,806",235.00,"2,798,258","469,800","925,935","7,310","29,535,468",336.70,0.923
49011,VIRGINIA,ALEXANDRIA CITY,"15,171","52,103,738",286.20,"49,829,514",273.71,"1,179,940","665,336","428,946","12,628","56,552,443",373.19,0.926
49020,VIRGINIA,ALLEGHANY,*,*,*,*,*,*,*,*,*,*,*,*
49030,VIRGINIA,AMELIA,"1,729","6,075,421",292.82,"5,806,352",279.85,"140,700","76,700","51,667","1,583","6,357,714",334.69,0.912
49040,VIRGINIA,AMHERST,"4,763","16,955,526",296.65,"16,005,024",280.02,"530,973","268,853","150,676","4,443","16,365,025",306.94,0.929
49050,VIRGINIA,APPOMATTOX,"2,045","8,595,644",350.27,"8,209,825",334.55,"188,882","127,229","69,708","1,914","7,787,355",339.05,0.943
49060,VIRGINIA,ARLINGTON,"17,473","46,361,962",221.11,"43,161,354",205.85,"1,997,693","449,866","753,047","14,206","62,446,227",366.31,0.920
49070,VIRGINIA,AUGUSTA,"7,309","24,322,535",277.31,"22,437,288",255.82,"1,264,382","318,416","302,450","6,844","28,926,728",352.22,0.922
49080,VIRGINIA,BATH,"1,123","5,398,436",400.60,"5,146,516",381.90,"158,343","46,175","47,401","1,063","4,835,925",379.11,0.920
49088,VIRGINIA,BEDFORD CITY,"3,167","11,406,911",300.15,"10,784,114",283.76,"355,523","165,713","101,560","2,988","11,729,869",327.14,0.968
49090,VIRGINIA,BEDFORD,"10,771","34,566,126",267.43,"32,117,530",248.49,"1,292,509","639,399","516,686","9,972","37,794,693",315.84,0.870
49100,VIRGINIA,BLAND,"1,000","3,695,826",307.99,"3,472,438",289.37,"124,341","55,346","43,699",959,"4,229,266",367.51,0.980
49110,VIRGINIA,BOTETOURT,"4,757","16,282,257",285.23,"15,095,663",264.45,"625,265","291,537","269,789","4,352","15,776,771",302.10,0.873
49111,VIRGINIA,BRISTOL CITY,"3,314","13,153,197",330.75,"12,346,820",310.47,"414,787","183,742","207,847","3,019","12,639,581",348.89,1.017
49120,VIRGINIA,BRUNSWICK,"2,431","10,567,491",362.25,"9,534,078",326.82,"612,482","220,412","200,518","2,288","8,519,038",310.28,1.001
49130,VIRGINIA,BUCHANAN,"2,262","10,287,920",379.01,"9,802,099",361.11,"246,539","162,235","77,045","2,169","9,388,497",360.71,0.922
49140,VIRGINIA,BUCKINGHAM,"1,751","7,418,568",353.06,"6,579,734",313.14,"526,873","118,185","193,775","1,615","5,834,556",301.06,0.958
49141,VIRGINIA,BUENA VISTA CITY,"1,204","4,778,402",330.73,"4,374,049",302.74,"268,338","65,312","70,702","1,113","4,430,597",331.73,0.941
49150,VIRGINIA,CAMPBELL,"6,912","23,410,178",282.24,"22,199,730",267.65,"645,628","376,813","188,005","6,464","23,180,659",298.84,0.920
49160,VIRGINIA,CAROLINE,"3,360","12,710,445",315.24,"12,298,961",305.03,"184,671","164,306","62,505","3,020","11,776,464",324.96,0.935
49170,VIRGINIA,CARROLL,"4,048","14,941,180",307.58,"14,122,897",290.74,"395,683","249,981","172,617","3,850","16,903,181",365.87,0.970
49180,VIRGINIA,CHARLES CITY,"1,348","3,471,215",214.59,"3,303,560",204.23,"84,142","44,067","39,444","1,212","4,893,792",336.48,0.859
49190,VIRGINIA,CHARLOTTE,"2,713","8,777,471",269.61,"8,250,540",253.43,"283,840","149,917","93,172","2,549","9,935,231",324.81,0.944
49191,VIRGINIA,CHARLOTTESVILLE CITY,"10,733","35,675,900",277.00,"29,813,924",231.48,"3,856,422","638,255","1,367,297","9,484","37,855,920",332.63,0.953
49194,VIRGINIA,CHESAPEAKE CITY,"22,228","75,965,071",284.79,"72,610,047",272.22,"1,598,030","1,304,447","452,545","19,817","90,949,229",382.45,0.956
49200,VIRGINIA,CHESTERFIELD,"29,276","106,459,626",303.03,"101,401,618",288.64,"2,588,473","1,509,084","960,448","26,045","108,127,976",345.97,0.907
49210,VIRGINIA,CLARKE,"2,088","6,846,036",273.23,"6,638,626",264.95,"104,669","69,633","33,106","1,877","6,551,807",290.88,0.894
49212,VIRGINIA,COLONIAL HEIGHTS CITY,"3,668","15,690,057",356.46,"14,924,320",339.07,"339,302","318,199","108,235","3,331","13,802,573",345.31,0.984
49213,VIRGINIA,COVINGTON CITY,"2,998","12,594,304",350.08,"12,042,523",334.74,"350,419","111,671","89,691","2,836","10,439,453",306.75,0.912
49220,VIRGINIA,CRAIG,667,"2,331,955",291.35,"2,244,744",280.45,"41,196","23,318","22,696",614,"2,308,799",313.35,0.924
49230,VIRGINIA,CULPEPER,"5,955","22,948,586",321.14,"20,428,067",285.87,"1,639,485","404,698","476,335","5,416","22,173,705",341.18,0.935
49240,VIRGINIA,CUMBERLAND,901,"3,213,728",297.24,"3,006,419",278.06,"120,413","45,475","41,419",841,"3,405,336",337.43,0.942
49241,VIRGINIA,DANVILLE CITY,"9,717","44,339,213",380.25,"39,742,782",340.84,"2,438,284","784,520","1,373,625","9,235","39,931,384",360.33,1.055
49250,VIRGINIA,DICKENSON,"1,723","6,346,953",306.97,"5,832,652",282.10,"228,988","126,802","158,508","1,663","8,284,401",415.13,1.042
49260,VIRGINIA,DINWIDDIE,"2,573","10,213,583",330.79,"9,499,496",307.67,"375,744","226,732","111,610","2,379","9,229,020",323.28,0.975
49270,VIRGINIA,EMPORIA CITY,"1,518","6,229,803",342.00,"5,838,730",320.53,"193,040","123,796","74,236","1,404","5,661,383",336.03,1.029
49280,VIRGINIA,ESSEX,"1,814","6,391,559",293.62,"6,139,623",282.05,"133,205","60,456","58,274","1,675","6,903,324",343.45,0.999
49288,VIRGINIA,FAIRFAX CITY,"13,687","38,990,275",237.39,"36,332,744",221.21,"1,390,862","629,118","637,550","11,329","47,613,464",350.23,0.841
49290,VIRGINIA,FAIRFAX,"89,852","246,313,586",228.44,"231,483,873",214.69,"7,938,109","3,412,860","3,478,742","73,388","306,745,765",348.32,0.850
49291,VIRGINIA,FALLS CHURCH CITY,"1,922","5,622,718",243.79,"5,231,748",226.84,"221,424","70,305","99,240","1,549","7,080,171",380.90,0.952
49300,VIRGINIA,FAUQUIER,"8,404","31,630,682",313.65,"30,086,676",298.34,"875,113","410,347","258,544","7,347","32,471,126",368.30,0.900
49310,VIRGINIA,FLOYD,"2,316","7,801,884",280.72,"7,235,404",260.34,"296,032","121,314","149,135","2,135","8,528,387",332.88,0.922
49320,VIRGINIA,FLUVANNA,"3,991","13,001,096",271.47,"11,121,953",232.23,"1,272,645","227,402","379,094","3,648","14,375,880",328.40,0.912
49328,VIRGINIA,FRANKLIN CITY,"2,080","7,550,830",302.52,"7,125,916",285.49,"199,727","160,422","64,763","1,970","8,589,624",363.35,1.014
49330,VIRGINIA,FRANKLIN,"6,275","20,577,701",273.28,"19,113,934",253.84,"754,831","402,095","306,839","5,829","20,738,222",296.48,0.884
49340,VIRGINIA,FREDERICK,"6,731","20,306,677",251.41,"19,578,736",242.40,"358,425","240,035","129,480","6,152","23,354,116",316.35,0.922
49342,VIRGINIA,FREDERICKSBURG CITY,"5,668","30,936,471",454.84,"29,943,705",440.25,"462,561","416,051","114,152","5,289","25,753,567",405.77,1.044
49343,VIRGINIA,GALAX CITY,"2,864","12,180,368",354.41,"11,500,894",334.64,"334,841","209,284","135,347","2,756","11,977,602",362.17,0.967
49350,VIRGINIA,GILES,"2,674","10,245,237",319.29,"9,669,002",301.33,"307,521","108,960","159,753","2,501","9,569,260",318.85,0.961
49360,VIRGINIA,GLOUCESTER,"5,324","18,002,138",281.78,"17,091,300",267.52,"556,912","190,362","163,563","4,862","22,292,068",382.08,0.930
49370,VIRGINIA,GOOCHLAND,"2,451","9,175,967",311.98,"8,727,518",296.73,"230,886","143,388","74,174","2,190","9,012,929",342.96,0.858
49380,VIRGINIA,GRAYSON,"2,444","9,322,273",317.86,"8,836,957",301.31,"248,387","142,255","94,674","2,374","10,416,450",365.64,0.916
49390,VIRGINIA,GREENE,"2,389","9,083,333",316.85,"7,643,749",266.63,"978,357","156,076","305,150","2,187","8,484,096",323.28,0.909
49400,VIRGINIA,GREENSVILLE,373,"1,665,736",372.15,"1,545,252",345.23,"58,268","38,634","23,580",353,"1,386,446",327.30,0.954
49410,VIRGINIA,HALIFAX,"4,891","17,879,364",304.63,"16,829,057",286.74,"593,552","313,293","143,462","4,596","18,822,658",341.29,0.989
49411,VIRGINIA,HAMPTON CITY,"15,492","52,988,255",285.03,"50,614,780",272.26,"1,238,571","740,953","393,950","14,035","63,422,135",376.57,0.950
49420,VIRGINIA,HANOVER,"15,153","57,105,190",314.05,"55,171,677",303.41,"967,019","645,788","320,705","13,662","59,002,217",359.89,0.938
49421,VIRGINIA,HARRISONBURG CITY,"4,224","15,468,474",305.17,"14,633,757",288.70,"545,034","165,954","123,727","3,925","15,503,862",329.17,0.972
49430,VIRGINIA,HENRICO,"22,382","92,003,931",342.55,"88,372,539",329.03,"1,672,760","1,273,112","685,518","20,398","88,850,151",362.99,0.969
49440,VIRGINIA,HENRY,"6,112","23,235,223",316.80,"21,723,034",296.18,"779,281","419,769","313,137","5,801","22,728,724",326.51,0.981
49450,VIRGINIA,HIGHLAND,547,"1,602,184",244.09,"1,482,229",225.81,"82,718","18,203","19,033",512,"1,659,472",270.10,0.839
49451,VIRGINIA,HOPEWELL CITY,"3,369","15,812,119",391.12,"15,266,792",377.63,"215,011","251,297","79,017","3,166","12,863,398",338.58,1.005
49460,VIRGINIA,ISLE OF WIGHT,"4,683","15,233,074",271.07,"14,435,061",256.87,"385,869","281,257","130,885","4,287","18,690,705",363.32,0.891
49470,VIRGINIA,JAMES CITY,"4,011","11,254,191",233.82,"10,534,682",218.87,"462,079","124,168","133,261","3,669","17,658,999",401.09,0.904
49480,VIRGINIA,KING AND QUEEN,"1,067","3,603,683",281.45,"3,462,911",270.46,"71,109","34,565","35,096",996,"4,838,572",404.83,0.988
49490,VIRGINIA,KING GEORGE,"2,520","9,083,449",300.38,"8,841,826",292.39,"89,679","119,394","32,550","2,186","9,015,522",343.68,0.917
49500,VIRGINIA,KING WILLIAM,"2,097","8,413,211",334.34,"8,144,773",323.67,"140,178","82,162","46,096","1,937","8,858,657",381.12,0.945
49510,VIRGINIA,LANCASTER,"3,616","10,360,852",238.77,"9,820,672",226.32,"319,131","103,395","117,653","3,451","13,357,454",322.55,0.899
49520,VIRGINIA,LEE,"2,512","9,920,124",329.09,"9,197,752",305.13,"356,346","170,892","195,133","2,371","9,878,293",347.19,1.029
49522,VIRGINIA,LEXINGTON CITY,"2,945","10,340,144",292.59,"9,560,270",270.52,"518,093","134,697","127,082","2,733","10,392,768",316.89,0.897
49530,VIRGINIA,LOUDOUN,"22,382","63,160,431",235.16,"60,933,498",226.87,"1,132,532","674,075","420,324","18,663","78,467,967",350.37,0.877
49540,VIRGINIA,LOUISA,"4,970","15,515,573",260.15,"13,900,594",233.08,"1,032,026","236,156","346,796","4,513","16,725,799",308.84,0.899
49550,VIRGINIA,LUNENBURG,"1,586","6,742,799",354.29,"6,229,414",327.31,"269,391","123,901","120,092","1,463","5,443,200",310.05,1.015
49551,VIRGINIA,LYNCHBURG CITY,"11,934","48,660,921",339.79,"46,368,245",323.78,"1,199,922","740,556","352,196","11,098","42,694,431",320.59,1.002
49560,VIRGINIA,MADISON,"1,844","6,919,293",312.69,"5,839,139",263.88,"725,541","122,236","232,376","1,732","6,403,525",308.10,0.920
