"AGED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE
15490,INDIANA,MARSHALL,"4,544","17,209,884",315.62,"16,624,405",304.88,"252,005","225,353","108,119","4,170","16,778,784",335.31,0.974
15500,INDIANA,MARTIN,"1,708","7,010,623",342.05,"6,802,021",331.87,"105,661","82,136","20,805","1,576","6,903,483",365.03,0.940
15510,INDIANA,MIAMI,"4,584","18,033,904",327.84,"17,542,035",318.90,"235,489","194,177","62,203","4,381","17,251,031",328.14,0.971
15520,INDIANA,MONROE,"13,198","38,734,773",244.57,"37,677,173",237.90,"406,043","550,854","100,702","11,904","45,519,593",318.66,0.960
15530,INDIANA,MONTGOMERY,"5,008","20,699,804",344.45,"19,946,083",331.90,"393,401","250,436","109,884","4,689","19,343,119",343.77,0.987
15540,INDIANA,MORGAN,"8,260","30,359,405",306.29,"29,080,307",293.38,"704,319","365,442","209,335","7,604","30,512,347",334.39,0.952
15550,INDIANA,NEWTON,"1,650","7,611,349",384.41,"7,391,911",373.33,"111,109","77,089","31,238","1,542","6,740,408",364.27,0.962
15560,INDIANA,NOBLE,"3,396","12,485,251",306.37,"12,186,986",299.05,"78,266","186,295","33,703","3,071","10,661,164",289.30,0.939
15570,INDIANA,OHIO,724,"3,792,260",436.49,"3,634,221",418.30,"78,893","53,644","25,500",682,"2,764,296",337.77,1.017
15580,INDIANA,ORANGE,"2,673","10,669,928",332.65,"10,462,913",326.19,"77,967","108,849","20,198","2,498","11,532,486",384.72,0.937
15590,INDIANA,OWEN,"2,553","8,320,872",271.60,"8,053,516",262.88,"119,760","118,561","29,034","2,327","8,970,688",321.25,0.885
15600,INDIANA,PARKE,"2,182","8,190,576",312.81,"7,849,946",299.80,"173,788","105,893","60,947","2,048","8,526,334",346.94,0.940
15610,INDIANA,PERRY,"2,805","14,625,394",434.50,"14,377,399",427.14,"96,539","128,662","22,793","2,674","10,206,643",318.08,0.956
15620,INDIANA,PIKE,"1,706","6,457,924",315.45,"6,283,486",306.93,"85,991","68,294","20,151","1,611","6,082,107",314.61,0.943
15630,INDIANA,PORTER,"19,136","85,100,226",370.59,"82,137,786",357.69,"1,674,716","918,502","369,220","17,546","84,230,027",400.04,1.013
15640,INDIANA,POSEY,"2,790","12,459,620",372.15,"12,077,387",360.73,"160,624","144,144","77,465","2,605","10,536,453",337.06,0.947
15650,INDIANA,PULASKI,"1,915","8,059,929",350.74,"7,845,749",341.42,"106,847","83,100","24,233","1,836","7,751,846",351.84,0.951
15660,INDIANA,PUTNAM,"3,705","16,805,575",377.99,"16,169,361",363.68,"363,211","174,681","98,320","3,417","14,321,502",349.27,0.989
15670,INDIANA,RANDOLPH,"3,994","15,457,597",322.52,"14,704,155",306.80,"404,406","213,871","135,164","3,779","14,924,537",329.11,0.960
15680,INDIANA,RIPLEY,"4,094","15,899,810",323.64,"15,035,286",306.04,"518,033","191,221","155,268","3,834","14,867,851",323.16,0.942
15690,INDIANA,RUSH,"2,229","7,935,425",296.67,"7,628,859",285.21,"169,645","89,381","47,538","2,086","8,898,339",355.48,0.975
15700,INDIANA,ST. JOSEPH,"27,255","104,366,378",319.10,"97,995,192",299.62,"2,723,105","2,081,097","1,566,982","24,585","97,082,917",329.07,0.983
15710,INDIANA,SCOTT,"3,242","16,811,927",432.14,"16,285,783",418.61,"211,611","263,897","50,634","3,084","12,883,718",348.13,1.034
15720,INDIANA,SHELBY,"4,797","21,955,609",381.41,"21,288,448",369.82,"333,595","241,942","91,622","4,491","20,604,118",382.32,1.024
15730,INDIANA,SPENCER,"2,889","10,579,989",305.18,"10,289,874",296.81,"101,579","155,301","33,234","2,695","10,298,483",318.44,0.957
15740,INDIANA,STARKE,"3,052","12,437,282",339.59,"11,963,010",326.64,"238,653","172,983","62,635","2,894","12,808,286",368.82,0.980
15750,INDIANA,STEUBEN,"3,435","12,590,819",305.45,"12,289,190",298.14,"125,688","129,539","46,400","3,147","13,165,706",348.63,0.903
15760,INDIANA,SULLIVAN,"2,936","12,267,655",348.20,"11,814,825",335.34,"227,760","156,193","68,874","2,783","13,273,373",397.45,1.006
15770,INDIANA,SWITZERLAND,"1,110","5,187,260",389.43,"4,965,409",372.78,"109,675","85,929","26,245","1,042","4,003,879",320.21,0.986
15780,INDIANA,TIPPECANOE,"15,169","62,548,564",343.62,"60,926,039",334.71,"621,056","850,071","151,395","13,711","55,943,410",340.02,1.002
15790,INDIANA,TIPTON,"2,200","10,884,015",412.27,"10,482,537",397.07,"237,028","109,439","55,010","2,102","9,026,288",357.85,0.914
15800,INDIANA,UNION,"1,007","4,025,825",333.15,"3,931,220",325.32,"39,860","45,035","9,708",949,"4,072,275",357.59,0.931
15810,INDIANA,VANDERBURGH,"20,412","94,592,834",386.18,"91,770,823",374.66,"1,063,690","1,323,485","434,834","18,900","79,300,160",349.65,1.027
15820,INDIANA,VERMILLION,"2,414","12,039,539",415.62,"11,601,314",400.49,"225,536","141,971","70,715","2,280","10,390,083",379.75,1.007
15830,INDIANA,VIGO,"13,699","63,357,081",385.41,"60,591,610",368.59,"1,340,570","951,190","473,710","12,931","63,205,551",407.33,1.103
15840,INDIANA,WABASH,"3,599","13,255,860",306.93,"12,941,731",299.66,"121,844","143,378","48,906","3,353","12,779,590",317.62,0.975
15850,INDIANA,WARREN,938,"3,853,982",342.39,"3,763,155",334.32,"32,848","44,913","13,065",881,"3,638,944",344.21,0.940
15860,INDIANA,WARRICK,"7,049","25,273,462",298.78,"24,591,556",290.72,"232,300","347,152","102,454","6,460","27,116,290",349.80,0.951
15870,INDIANA,WASHINGTON,"2,820","11,565,081",341.76,"11,241,022",332.18,"144,090","146,395","33,572","2,585","11,627,854",374.85,1.012
15880,INDIANA,WAYNE,"10,665","52,011,268",406.40,"50,916,139",397.84,"410,040","565,305","119,782","10,032","43,361,679",360.19,1.054
15890,INDIANA,WELLS,"2,520","9,010,174",297.96,"8,830,693",292.02,"69,890","83,546","26,043","2,326","9,552,035",342.22,0.958
15900,INDIANA,WHITE,"4,140","17,577,917",353.82,"17,137,568",344.96,"186,489","204,021","49,838","3,895","15,804,169",338.13,0.940
15910,INDIANA,WHITLEY,"2,672","8,153,113",254.28,"7,958,383",248.20,"59,236","108,825","26,668","2,375","8,501,671",298.30,0.895
16000,IOWA,ADAIR,"1,222","3,992,001",272.23,"3,779,747",257.76,"117,296","51,396","43,561","1,152","5,201,755",376.28,0.892
16010,IOWA,ADAMS,793,"2,609,086",274.18,"2,433,081",255.68,"91,819","33,205","50,979",749,"3,510,078",390.53,0.960
16020,IOWA,ALLAMAKEE,"2,587","8,601,077",277.06,"8,067,235",259.86,"347,872","82,502","103,467","2,468","8,253,722",278.69,0.881
16030,IOWA,APPANOOSE,"2,277","8,420,620",308.18,"7,939,873",290.58,"267,568","123,661","89,517","2,156","8,267,842",319.57,1.002
16040,IOWA,AUDUBON,"1,244","5,069,752",339.61,"4,849,357",324.85,"112,519","50,430","57,444","1,182","5,890,918",415.32,0.904
16050,IOWA,BENTON,"3,205","10,955,851",284.86,"10,427,262",271.12,"292,962","156,155","79,471","3,004","12,680,716",351.77,0.941
16060,IOWA,BLACK HAWK,"16,667","57,677,066",288.38,"53,728,640",268.64,"2,071,330","1,296,575","580,520","15,618","73,586,765",392.64,1.020
16070,IOWA,BOONE,"3,690","13,197,033",298.04,"12,821,000",289.54,"200,258","107,451","68,324","3,451","13,758,014",332.22,0.951
16080,IOWA,BREMER,"4,228","14,934,227",294.35,"14,076,889",277.45,"487,067","239,300","130,970","4,014","20,639,891",428.50,0.903
16090,IOWA,BUCHANAN,"3,048","12,231,927",334.42,"11,433,703",312.60,"465,396","224,617","108,210","2,873","13,330,365",386.66,0.914
16100,IOWA,BUENA VISTA,"2,821","9,709,743",286.83,"9,437,475",278.79,"159,855","64,783","47,628","2,668","12,134,053",379.00,0.935
16110,IOWA,BUTLER,"2,848","10,130,745",296.43,"9,486,435",277.58,"362,141","184,932","97,235","2,704","13,289,658",409.57,0.956
16120,IOWA,CALHOUN,"1,985","7,299,283",306.44,"7,083,052",297.36,"113,086","62,045","41,099","1,901","8,455,418",370.66,0.934
16130,IOWA,CARROLL,"3,757","11,079,908",245.76,"10,671,883",236.71,"221,063","98,421","88,539","3,579","13,531,040",315.06,0.914
16140,IOWA,CASS,"2,703","11,030,392",340.07,"10,082,784",310.85,"565,724","134,328","247,555","2,567","12,435,917",403.71,0.845
16150,IOWA,CEDAR,"2,461","7,268,545",246.12,"6,679,577",226.18,"357,903","135,440","95,624","2,252","8,697,687",321.85,0.907
16160,IOWA,CERRO GORDO,"8,440","26,563,292",262.28,"24,529,186",242.19,"1,254,256","413,116","366,732","7,979","32,581,986",340.29,0.977
16170,IOWA,CHEROKEE,"2,163","7,123,703",274.45,"6,858,073",264.22,"161,136","62,609","41,884","2,043","8,134,484",331.80,0.924
16180,IOWA,CHICKASAW,"2,139","9,048,795",352.53,"8,465,853",329.82,"404,594","72,770","105,576","2,045","9,800,941",399.39,0.910
16190,IOWA,CLARKE,"1,368","5,713,327",348.03,"5,509,971",335.65,"104,514","47,183","51,658","1,249","5,681,311",379.06,0.908
16200,IOWA,CLAY,"3,254","10,391,360",266.12,"10,152,977",260.01,"135,708","65,409","37,265","3,135","11,976,079",318.34,0.905
16210,IOWA,CLAYTON,"3,011","10,267,836",284.18,"9,801,771",271.28,"301,202","80,502","84,358","2,823","11,890,199",350.99,0.862
16220,IOWA,CLINTON,"7,155","29,505,342",343.64,"27,608,836",321.56,"1,152,804","480,298","263,402","6,763","28,973,009",357.00,1.030
16230,IOWA,CRAWFORD,"2,548","7,718,112",252.42,"7,031,761",229.98,"371,899","92,999","221,451","2,412","9,388,478",324.37,0.852
16240,IOWA,DALLAS,"5,204","16,046,555",256.96,"15,026,969",240.63,"506,174","266,803","246,606","4,737","17,556,927",308.86,0.900
16250,IOWA,DAVIS,"1,289","4,639,218",299.92,"4,436,784",286.84,"107,319","59,084","36,028","1,224","5,083,732",346.11,0.877
16260,IOWA,DECATUR,"1,294","3,883,999",250.13,"3,720,050",239.57,"82,482","43,240","38,225","1,219","5,408,251",369.72,0.900
16270,IOWA,DELAWARE,"2,256","7,653,240",282.70,"7,356,581",271.74,"172,026","81,257","43,375","2,138","9,420,662",367.19,0.902
16280,IOWA,DES MOINES,"7,077","23,734,499",279.48,"22,290,673",262.48,"779,962","497,925","165,938","6,742","25,383,328",313.75,0.960
16290,IOWA,DICKINSON,"3,810","9,553,260",208.95,"9,210,261",201.45,"203,443","80,162","59,393","3,647","13,878,429",317.12,0.847
16300,IOWA,DUBUQUE,"8,885","28,305,027",265.48,"27,230,932",255.40,"676,618","254,342","143,135","8,083","29,516,836",304.31,0.895
16310,IOWA,EMMET,"1,827","7,668,136",349.76,"7,469,913",340.72,"117,794","40,693","39,734","1,749","8,146,678",388.16,0.948
16320,IOWA,FAYETTE,"3,428","14,341,667",348.64,"13,388,160",325.46,"578,689","191,160","183,655","3,282","16,685,229",423.66,0.960
16330,IOWA,FLOYD,"2,991","11,917,901",332.05,"11,090,487",309.00,"554,215","119,025","154,172","2,865","12,352,422",359.29,0.931
16340,IOWA,FRANKLIN,"1,715","7,057,463",342.93,"6,661,336",323.68,"252,815","72,232","71,078","1,642","7,091,598",359.91,0.893
16350,IOWA,FREMONT,"1,315","7,794,942",493.98,"7,486,362",474.42,"181,327","58,951","68,300","1,248","6,478,103",432.57,0.993
16360,IOWA,GREENE,"1,679","6,218,005",308.62,"6,048,226",300.19,"92,143","46,957","30,678","1,593","7,190,852",376.17,0.934
16370,IOWA,GRUNDY,"2,011","6,502,576",269.46,"6,124,355",253.79,"228,036","95,395","54,789","1,924","9,820,814",425.36,0.949
16380,IOWA,GUTHRIE,"2,009","8,481,372",351.81,"8,105,274",336.21,"197,505","91,116","87,475","1,880","7,715,899",342.02,0.884
16390,IOWA,HAMILTON,"2,552","10,807,886",352.92,"10,562,614",344.91,"135,681","64,401","45,189","2,396","10,869,884",378.06,1.001
16400,IOWA,HANCOCK,"1,991","8,837,132",369.88,"8,232,932",344.59,"411,036","86,572","106,591","1,890","9,544,148",420.82,0.959
16410,IOWA,HARDIN,"3,532","13,189,125",311.18,"12,649,111",298.44,"319,065","134,189","86,759","3,375","16,450,474",406.18,0.968
16420,IOWA,HARRISON,"2,508","9,477,729",314.92,"8,991,011",298.74,"217,633","150,688","118,395","2,373","10,332,410",362.85,0.937
16430,IOWA,HENRY,"3,215","9,208,992",238.70,"8,274,750",214.48,"614,852","167,501","151,887","3,056","11,888,335",324.18,0.876
16440,IOWA,HOWARD,"1,835","6,963,159",316.22,"6,390,582",290.22,"412,460","35,064","125,052","1,753","7,290,896",346.59,0.893
16450,IOWA,HUMBOLDT,"1,760","5,490,206",259.95,"5,305,243",251.20,"98,550","54,454","31,958","1,658","7,372,292",370.54,0.934
16460,IOWA,IDA,"1,314","5,416,203",343.49,"5,289,810",335.48,"60,401","44,278","21,712","1,230","5,811,872",393.76,0.967
16470,IOWA,IOWA,"2,380","8,816,555",308.70,"8,228,589",288.12,"378,843","108,743","100,378","2,215","9,460,641",355.93,0.911
16480,IOWA,JACKSON,"2,849","10,609,902",310.34,"10,001,528",292.54,"385,424","141,161","81,789","2,679","10,370,027",322.57,0.954
16490,IOWA,JASPER,"5,310","15,911,244",249.71,"15,163,311",237.97,"380,248","209,090","158,594","5,060","17,251,875",284.12,0.872
16500,IOWA,JEFFERSON,"2,521","8,080,574",267.11,"7,517,171",248.49,"361,287","98,369","103,746","2,323","8,644,045",310.09,0.843
16510,IOWA,JOHNSON,"11,616","32,301,567",231.73,"28,356,077",203.43,"2,599,364","626,192","719,932","9,903","34,882,291",293.53,0.904
16520,IOWA,JONES,"2,724","10,694,011",327.15,"10,158,009",310.76,"307,636","159,542","68,822","2,550","11,270,200",368.31,0.949
16530,IOWA,KEOKUK,"1,839","7,139,797",323.54,"6,612,732",299.65,"336,529","95,290","95,245","1,698","6,659,710",326.84,0.945
16540,IOWA,KOSSUTH,"3,092","10,198,524",274.86,"9,680,910",260.91,"352,563","71,750","93,300","2,958","12,569,007",354.10,0.843
16550,IOWA,LEE,"5,690","18,252,911",267.32,"16,973,545",248.59,"751,918","359,005","168,441","5,383","19,784,874",306.29,0.947
16560,IOWA,LINN,"22,144","67,258,119",253.11,"64,055,052",241.05,"1,699,086","998,197","505,783","20,138","79,300,733",328.16,0.956
16570,IOWA,LOUISA,"1,550","4,422,841",237.79,"4,039,855",217.20,"229,986","86,767","66,232","1,447","4,874,038",280.70,0.914
16580,IOWA,LUCAS,"1,544","6,163,491",332.66,"5,916,193",319.31,"124,988","71,903","50,406","1,421","6,128,109",359.38,0.950
16590,IOWA,LYON,"1,742","6,694,617",320.26,"6,485,057",310.23,"87,622","91,642","30,295","1,661","7,336,979",368.10,0.876
16600,IOWA,MADISON,"2,005","6,754,596",280.74,"6,449,806",268.07,"152,682","86,067","66,040","1,858","7,385,333",331.24,0.848
16610,IOWA,MAHASKA,"3,100","9,707,893",260.96,"9,333,996",250.91,"221,939","89,835","62,122","2,906","10,955,014",314.15,0.898
16620,IOWA,MARION,"5,060","17,458,060",287.52,"16,756,696",275.97,"367,444","204,879","129,039","4,749","20,506,247",359.83,0.889
16630,IOWA,MARSHALL,"6,282","19,628,498",260.38,"18,839,111",249.91,"380,129","295,870","113,388","5,904","22,348,657",315.45,0.985
16640,IOWA,MILLS,"1,979","7,176,703",302.20,"6,833,684",287.76,"142,117","114,457","86,443","1,843","7,593,696",343.36,0.954
16650,IOWA,MITCHELL,"2,333","8,990,610",321.14,"8,274,691",295.57,"516,540","63,387","135,990","2,246","8,429,637",312.76,0.836
16660,IOWA,MONONA,"1,661","6,555,585",328.90,"6,204,021",311.26,"198,723","64,718","88,120","1,583","6,994,195",368.19,0.945
16670,IOWA,MONROE,"1,246","4,060,534",271.57,"3,875,640",259.21,"100,616","53,022","31,255","1,174","4,770,625",338.63,0.930
16680,IOWA,MONTGOMERY,"1,974","9,784,043",413.04,"9,462,474",399.46,"168,339","78,832","74,396","1,869","7,922,249",353.23,0.967
16690,IOWA,MUSCATINE,"4,868","18,319,711",313.61,"16,701,239",285.90,"1,005,089","351,152","262,230","4,496","18,061,758",334.77,0.931
16700,IOWA,OBRIEN,"2,748","10,519,619",319.01,"10,170,186",308.41,"205,913","95,069","48,449","2,621","11,567,232",367.77,0.853
16710,IOWA,OSCEOLA,"1,130","3,830,446",282.48,"3,722,729",274.54,"47,191","45,156","15,368","1,069","4,248,051",331.15,0.899
16720,IOWA,PAGE,"2,849","13,073,515",382.40,"12,322,839",360.44,"461,399","136,673","152,603","2,704","14,577,780",449.27,0.987
16730,IOWA,PALO ALTO,"1,923","6,781,956",293.90,"6,497,037",281.55,"171,657","50,885","62,375","1,838","9,093,610",412.30,0.859
16740,IOWA,PLYMOUTH,"3,349","10,473,196",260.61,"10,103,873",251.42,"199,599","107,694","62,028","3,147","13,414,830",355.23,0.913
16750,IOWA,POCAHONTAS,"1,516","5,666,281",311.47,"5,477,232",301.08,"111,409","44,082","33,556","1,441","6,252,444",361.58,0.925
16760,IOWA,POLK,"46,091","138,761,798",250.88,"128,823,870",232.92,"4,832,074","2,619,243","2,486,608","41,137","146,914,297",297.61,0.936
16770,IOWA,POTTAWATTAMIE,"10,934","38,584,530",294.07,"36,329,815",276.89,"995,184","807,776","451,754","10,013","40,401,051",336.24,0.954
16780,IOWA,POWESHIEK,"3,097","8,565,044",230.47,"8,030,757",216.09,"318,515","131,015","84,756","2,884","10,385,905",300.10,0.867
16790,IOWA,RINGGOLD,"1,000","3,826,477",318.87,"3,676,045",306.34,"84,478","36,491","29,462",960,"5,108,247",443.42,0.964
16800,IOWA,SAC,"2,128","7,638,891",299.14,"7,411,797",290.25,"140,092","48,942","38,059","2,042","10,223,616",417.22,0.937
16810,IOWA,SCOTT,"19,248","72,303,875",313.04,"67,706,205",293.13,"2,539,513","1,215,549","842,608","17,500","71,476,795",340.37,0.978
16820,IOWA,SHELBY,"2,277","10,409,261",380.96,"9,879,506",361.57,"285,740","109,624","134,390","2,149","10,066,812",390.37,0.930
16830,IOWA,SIOUX,"4,515","15,757,836",290.84,"15,295,596",282.31,"240,256","150,215","71,768","4,269","19,681,112",384.19,0.894
16840,IOWA,STORY,"9,475","27,760,813",244.16,"26,780,993",235.54,"595,968","213,998","169,853","8,515","32,952,458",322.49,0.969
16850,IOWA,TAMA,"2,846","10,169,447",297.77,"9,512,352",278.53,"339,062","220,514","97,517","2,664","11,838,565",370.33,0.964
16860,IOWA,TAYLOR,"1,332","5,128,431",320.85,"4,879,023",305.24,"128,858","55,696","64,853","1,269","6,451,621",423.67,0.909
16870,IOWA,UNION,"2,478","6,464,257",217.39,"6,161,437",207.20,"159,735","71,361","71,722","2,336","9,415,568",335.89,0.902
16880,IOWA,VAN BUREN,"1,414","6,099,288",359.46,"5,560,227",327.69,"356,153","103,882","79,025","1,336","6,115,600",381.46,0.881
16890,IOWA,WAPELLO,"5,707","25,093,279",366.41,"23,500,249",343.15,"810,356","562,029","220,644","5,411","20,420,146",314.49,1.059
16900,IOWA,WARREN,"5,557","17,060,433",255.84,"15,926,323",238.83,"538,364","316,864","278,881","5,080","18,426,649",302.27,0.895
16910,IOWA,WASHINGTON,"3,626","12,899,239",296.45,"11,839,888",272.11,"714,435","172,029","172,885","3,317","13,542,446",340.23,0.897
16920,IOWA,WAYNE,"1,155","4,036,955",291.27,"3,888,143",280.53,"78,405","45,343","25,063","1,090","4,931,415",377.02,0.951
16930,IOWA,WEBSTER,"6,029","17,283,370",238.89,"16,563,616",228.94,"393,918","201,297","124,538","5,735","23,852,903",346.60,0.987
16940,IOWA,WINNEBAGO,"2,188","7,759,438",295.53,"7,172,189",273.16,"394,374","85,339","107,534","2,067","8,352,885",336.76,0.910
16950,IOWA,WINNESHIEK,"3,161","9,859,210",259.92,"9,046,621",238.50,"572,514","67,097","172,976","2,973","12,101,334",339.20,0.874
16960,IOWA,WOODBURY,"11,222","39,929,188",296.51,"38,202,461",283.69,"688,691","694,064","343,970","10,266","41,281,632",335.10,0.968
16970,IOWA,WORTH,"1,316","3,586,181",227.09,"3,290,895",208.39,"189,092","48,671","57,522","1,229","4,957,699",336.16,0.928
16980,IOWA,WRIGHT,"2,619","13,437,108",427.55,"13,026,197",414.48,"264,962","75,725","70,223","2,512","13,420,636",445.22,0.988
17000,KANSAS,ALLEN,"2,110","9,188,736",362.90,"9,011,284",355.90,"82,424","60,265","34,762","2,005","8,184,497",340.17,0.899
17010,KANSAS,ANDERSON,"1,438","5,870,394",340.19,"5,637,551",326.70,"138,759","50,710","43,375","1,369","6,880,082",418.80,0.950
17020,KANSAS,ATCHISON,"2,412","12,046,257",416.19,"11,724,589",405.08,"170,100","93,283","58,282","2,255","8,989,736",332.21,0.922
17030,KANSAS,BARBER,902,"4,382,652",404.90,"4,312,007",398.37,"32,061","16,771","21,811",848,"4,284,395",421.03,0.845
17040,KANSAS,BARTON,"4,417","18,240,587",344.14,"17,840,603",336.59,"206,775","96,772","96,436","4,178","21,752,324",433.87,0.950
17050,KANSAS,BOURBON,"2,306","7,475,960",270.16,"7,217,122",260.81,"109,286","116,160","33,391","2,176","8,927,674",341.90,0.932
17060,KANSAS,BROWN,"1,686","7,707,825",380.97,"7,597,518",375.52,"42,239","54,514","13,552","1,588","8,036,244",421.72,0.940
17070,KANSAS,BUTLER,"7,397","23,296,642",262.46,"22,021,062",248.09,"600,430","328,084","347,065","6,840","28,228,385",343.91,0.949
17080,KANSAS,CHASE,486,"1,784,089",305.91,"1,695,159",290.67,"52,624","20,735","15,570",463,"1,793,536",322.81,0.911
17090,KANSAS,CHAUTAUQUA,703,"2,926,345",346.89,"2,848,193",337.62,"37,953","23,043","17,154",671,"3,187,527",395.87,0.936
17100,KANSAS,CHEROKEE,"3,052","12,589,521",343.75,"12,225,272",333.80,"74,686","245,137","44,424","2,870","13,101,541",380.42,1.037
17110,KANSAS,CHEYENNE,638,"3,871,310",505.66,"3,811,746",497.88,"27,906","13,544","18,113",616,"3,748,779",507.14,0.870
17120,KANSAS,CLARK,339,"2,481,023",609.89,"2,445,317",601.11,"19,341","8,267","8,096",328,"2,196,611",558.08,0.926
17130,KANSAS,CLAY,"1,602","6,228,917",324.02,"6,141,520",319.47,"39,440","32,103","15,852","1,523","7,598,788",415.78,0.928
17140,KANSAS,CLOUD,"1,874","6,907,885",307.18,"6,773,393",301.20,"79,072","29,417","26,002","1,756","7,104,168",337.14,0.922
17150,KANSAS,COFFEY,"1,487","5,625,912",315.28,"5,502,478",308.37,"56,739","49,348","17,344","1,388","5,759,624",345.80,0.913
17160,KANSAS,COMANCHE,431,"2,906,213",561.91,"2,864,910",553.93,"20,862","10,426","10,014",402,"1,798,625",372.85,0.855
17170,KANSAS,COWLEY,"4,877","16,601,881",283.68,"15,759,819",269.29,"411,557","238,172","192,332","4,584","17,597,074",319.90,0.901
17180,KANSAS,CRAWFORD,"5,599","20,798,534",309.56,"20,121,806",299.49,"237,454","368,574","70,700","5,268","23,278,321",368.23,0.993
17190,KANSAS,DECATUR,678,"3,148,119",386.94,"3,115,121",382.88,"16,266","11,893","4,837",644,"3,888,895",503.22,0.996
17200,KANSAS,DICKINSON,"3,011","10,951,204",303.09,"10,680,158",295.59,"151,035","63,378","56,632","2,835","12,547,649",368.83,0.914
17210,KANSAS,DONIPHAN,"1,307","4,705,022",299.99,"4,576,983",291.82,"56,505","56,892","14,640","1,232","5,673,528",383.76,0.969
17220,KANSAS,DOUGLAS,"11,032","35,024,919",264.57,"33,833,263",255.57,"640,075","391,920","159,660","9,816","38,893,110",330.18,0.920
17230,KANSAS,EDWARDS,571,"2,409,155",351.60,"2,376,954",346.90,"16,280","6,764","9,156",531,"2,654,026",416.51,0.921
17240,KANSAS,ELK,651,"2,413,394",308.93,"2,336,849",299.14,"34,172","21,935","20,437",618,"2,744,045",370.02,0.923
17250,KANSAS,ELLIS,"4,048","16,552,727",340.76,"16,355,458",336.70,"119,333","38,023","39,911","3,723","16,988,031",380.25,0.978
17260,KANSAS,ELLSWORTH,"1,093","5,225,139",398.38,"5,147,617",392.47,"44,487","15,856","17,177","1,038","5,106,926",410.00,0.881
17270,KANSAS,FINNEY,"3,469","12,569,270",301.94,"12,273,271",294.83,"124,550","125,114","46,334","3,083","11,136,670",301.02,0.909
17280,KANSAS,FORD,"3,515","13,776,310",326.61,"13,458,756",319.08,"129,887","127,484","60,182","3,196","12,329,618",321.49,1.007
17290,KANSAS,FRANKLIN,"3,571","12,220,232",285.17,"11,922,709",278.23,"118,378","138,658","40,487","3,309","14,238,385",358.58,0.983
17300,KANSAS,GEARY,"2,463","7,292,216",246.73,"7,075,956",239.41,"90,870","90,079","35,309","2,300","10,240,905",371.05,0.881
17310,KANSAS,GOVE,614,"3,533,544",479.58,"3,494,638",474.30,"19,708","10,712","8,485",574,"2,812,830",408.37,1.009
17320,KANSAS,GRAHAM,562,"2,857,493",423.71,"2,827,693",419.29,"18,740","7,410","3,648",538,"3,200,864",495.80,1.052
17330,KANSAS,GRANT,848,"2,579,668",253.51,"2,534,097",249.03,"17,825","18,152","9,593",793,"2,787,150",292.89,0.804
17340,KANSAS,GRAY,884,"2,695,578",254.11,"2,611,062",246.14,"37,449","29,406","17,661",833,"3,043,223",304.44,0.861
17350,KANSAS,GREELEY,255,"1,289,184",421.30,"1,271,673",415.58,"7,816","6,861","2,833",240,"1,460,637",507.17,0.956
17360,KANSAS,GREENWOOD,"1,404","6,682,591",396.64,"6,425,934",381.41,"129,847","65,528","61,282","1,334","5,801,735",362.43,0.876
17370,KANSAS,HAMILTON,341,"1,378,432",336.86,"1,349,807",329.86,"12,121","10,720","5,782",314,"1,902,791",504.99,0.932
17380,KANSAS,HARPER,"1,113","5,845,194",437.65,"5,614,473",420.37,"113,182","53,003","64,533","1,070","5,069,007",394.78,0.948
17390,KANSAS,HARVEY,"5,159","16,587,858",267.94,"15,928,532",257.29,"317,545","163,479","178,302","4,742","19,419,305",341.26,0.972
17391,KANSAS,HASKELL,464,"2,281,330",409.72,"2,248,543",403.83,"12,360","14,988","5,438",429,"2,277,598",442.42,0.918
17410,KANSAS,HODGEMAN,333,"1,549,870",387.86,"1,524,973",381.62,"10,501","8,749","5,646",312,"1,482,311",395.92,0.865
17420,KANSAS,JACKSON,"2,024","8,325,045",342.76,"8,170,140",336.39,"28,113","116,835","9,955","1,896","8,821,255",387.71,0.911
17430,KANSAS,JEFFERSON,"2,707","9,808,729",301.96,"9,519,972",293.07,"108,062","152,984","27,709","2,501","9,033,507",301.00,0.908
17440,KANSAS,JEWELL,728,"3,769,834",431.53,"3,717,271",425.51,"25,295","19,024","8,242",688,"3,367,960",407.94,0.903
17450,KANSAS,JOHNSON,"50,988","178,822,865",292.26,"172,154,541",281.36,"3,518,454","1,939,475","1,210,394","44,259","196,673,560",370.31,0.929
