"AGED -- 2008 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) AND 2007 DEMOGRAPHIC FACTORS FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE"
AGED BENEFICIARIES

STATE,CODE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART A DEMOG FACTORS,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,PART B DEMOG FACTORS,AGED & DBLD MEAN RISK SCORES
ALABAMA                  ,01000,AUTAUGA                ,"4,214","17,189,714",339.93,"15,440,952",305.35,"223,527","1,448,314","76,921",0.896,"3,936","15,933,305",337.33,0.941,0.898
ALABAMA                  ,01010,BALDWIN                ,"21,839","81,293,450",310.20,"78,065,143",297.88,"374,863","2,645,906","207,538",0.899,"20,795","81,262,086",325.64,0.943,0.928
ALABAMA                  ,01020,BARBOUR                ,"2,779","11,818,209",354.39,"11,055,367",331.52,"56,790","681,664","24,388",1.063,"2,703","9,776,229",301.40,1.032,0.984
ALABAMA                  ,01030,BIBB                   ,"1,932","10,836,928",467.43,"9,874,711",425.93,"164,346","734,204","63,667",0.953,"1,843","7,155,232",323.41,0.975,1.020
ALABAMA                  ,01040,BLOUNT                 ,"3,955","19,287,692",406.40,"18,146,925",382.36,"290,323","665,389","185,055",0.972,"3,722","13,993,327",313.27,0.982,0.979
ALABAMA                  ,01050,BULLOCK                ,934,"4,805,763",428.78,"4,323,944",385.79,"50,511","414,151","17,157",1.122,890,"3,128,031",292.70,1.051,0.926
ALABAMA                  ,01060,BUTLER                 ,"2,807","15,917,674",472.56,"14,252,107",423.11,"178,480","1,432,272","54,815",1.084,"2,730","11,108,731",339.08,1.040,1.024
ALABAMA                  ,01070,CALHOUN                ,"15,988","84,153,712",438.63,"78,370,340",408.49,"688,988","4,697,946","396,438",0.933,"15,164","58,202,352",319.83,0.962,1.025
ALABAMA                  ,01080,CHAMBERS               ,"4,827","22,105,900",381.64,"20,217,577",349.04,"102,418","1,749,510","36,395",1.015,"4,691","15,673,553",278.39,1.002,1.018
ALABAMA                  ,01090,CHEROKEE               ,"3,099","14,517,704",390.39,"13,706,465",368.57,"88,977","675,336","46,926",0.966,"3,002","10,908,531",302.78,0.978,0.949
ALABAMA                  ,01100,CHILTON                ,"3,344","18,146,614",452.22,"17,109,419",426.37,"127,899","850,564","58,732",0.969,"3,189","13,491,890",352.49,0.979,0.986
ALABAMA                  ,01110,CHOCTAW                ,"2,014","9,618,507",397.99,"8,882,990",367.55,"39,521","676,178","19,818",1.052,"1,987","6,784,030",284.45,1.022,0.915
ALABAMA                  ,01120,CLARKE                 ,"3,625","18,209,711",418.61,"16,996,597",390.73,"160,973","985,313","66,828",0.999,"3,498","12,329,952",293.72,0.997,0.918
ALABAMA                  ,01130,CLAY                   ,"2,099","9,809,634",389.46,"9,172,376",364.16,"119,461","441,713","76,084",1.052,"2,039","7,299,711",298.26,1.025,1.004
ALABAMA                  ,01140,CLEBURNE               ,"1,948","9,586,434",410.10,"8,929,412",381.99,"65,733","548,163","43,126",0.975,"1,898","6,800,162",298.57,0.983,0.961
ALABAMA                  ,01150,COFFEE                 ,"6,135","24,976,965",339.27,"23,337,060",316.99,"71,666","1,540,178","28,061",0.977,"5,949","20,118,795",281.80,0.981,0.970
ALABAMA                  ,01160,COLBERT                ,"8,357","38,935,784",388.26,"36,356,116",362.53,"224,971","2,280,710","73,987",0.959,"8,145","31,995,806",327.32,0.973,0.982
ALABAMA                  ,01170,CONECUH                ,"1,869","10,278,133",458.27,"9,414,822",419.78,"48,785","793,928","20,598",1.033,"1,805","7,092,765",327.31,1.014,0.984
ALABAMA                  ,01180,COOSA                  ,"1,434","7,575,683",440.24,"7,032,781",408.69,"59,552","459,116","24,234",0.980,"1,374","5,751,470",348.81,0.984,0.978
ALABAMA                  ,01190,COVINGTON              ,"6,267","29,696,617",394.88,"27,095,148",360.29,"147,270","2,402,023","52,176",1.022,"6,090","24,021,952",328.68,1.006,1.013
ALABAMA                  ,01200,CRENSHAW               ,"1,904","9,527,147",416.98,"8,661,260",379.08,"81,796","754,779","29,312",1.088,"1,847","6,542,433",295.10,1.041,0.950
ALABAMA                  ,01210,CULLMAN                ,"10,797","50,978,491",393.46,"47,617,815",367.52,"619,488","2,435,697","305,491",0.988,"10,376","41,066,969",329.82,0.992,1.040
ALABAMA                  ,01220,DALE                   ,"7,582","33,057,676",363.34,"31,052,961",341.30,"111,708","1,847,114","45,893",0.941,"7,363","25,233,379",285.59,0.962,0.955
ALABAMA                  ,01230,DALLAS                 ,"5,309","27,757,555",435.70,"22,806,728",357.99,"594,718","4,073,168","282,941",1.044,"5,156","19,847,806",320.74,1.027,1.032
ALABAMA                  ,01240,DE KALB                ,"8,313","39,052,149",391.48,"36,318,692",364.08,"336,575","2,257,787","139,095",1.009,"8,017","28,832,880",299.67,1.005,0.954
ALABAMA                  ,01250,ELMORE                 ,"7,047","32,931,206",389.42,"29,696,734",351.17,"355,029","2,758,595","120,848",0.911,"6,594","24,997,491",315.87,0.949,0.922
ALABAMA                  ,01260,ESCAMBIA               ,"5,028","22,949,348",380.36,"21,337,792",353.65,"132,205","1,435,239","44,112",0.978,"4,868","20,430,912",349.70,0.988,0.985
ALABAMA                  ,01270,ETOWAH                 ,"13,748","74,516,768",451.68,"70,558,778",427.69,"405,606","3,340,929","211,455",0.975,"13,289","52,650,829",330.14,0.986,1.014
ALABAMA                  ,01280,FAYETTE                ,"2,276","10,124,051",370.68,"9,130,063",334.29,"143,473","802,521","47,994",1.032,"2,200","7,473,263",282.97,1.010,0.982
ALABAMA                  ,01290,FRANKLIN               ,"4,547","24,212,377",443.74,"22,599,629",414.19,"176,039","1,382,961","53,748",0.991,"4,408","17,644,774",333.56,0.997,0.984
ALABAMA                  ,01300,GENEVA                 ,"4,125","18,999,982",383.84,"17,870,072",361.01,"47,180","1,061,840","20,890",1.008,"4,001","13,690,247",285.08,0.998,1.003
ALABAMA                  ,01310,GREENE                 ,"1,179","5,591,251",395.20,"4,997,396",353.22,"86,827","476,181","30,847",1.124,"1,149","4,540,679",329.13,1.063,1.051
ALABAMA                  ,01320,HALE                   ,"2,296","12,490,024",453.33,"11,225,834",407.44,"218,097","971,384","74,709",1.057,"2,230","7,975,581",297.94,1.035,0.946
ALABAMA                  ,01330,HENRY                  ,"2,268","9,051,299",332.57,"8,426,615",309.62,"39,011","570,220","15,453",1.027,"2,170","6,914,407",265.50,1.005,0.969
ALABAMA                  ,01340,HOUSTON                ,"11,103","44,002,675",330.26,"40,936,527",307.25,"166,501","2,830,015","69,632",0.979,"10,674","35,401,587",276.38,0.985,0.950
ALABAMA                  ,01350,JACKSON                ,"8,031","37,328,344",387.34,"34,481,454",357.80,"424,997","2,286,172","135,721",0.955,"7,714","29,244,953",315.91,0.974,0.965
ALABAMA                  ,01360,JEFFERSON              ,"57,105","275,440,050",401.95,"257,145,448",375.25,"5,628,444","8,822,679","3,843,479",0.932,"52,925","195,604,459",307.99,0.970,0.966
ALABAMA                  ,01370,LAMAR                  ,"2,549","12,338,499",403.38,"11,169,164",365.15,"166,883","941,904","60,548",1.015,"2,495","9,352,049",312.33,1.003,0.979
ALABAMA                  ,01380,LAUDERDALE             ,"13,726","50,782,092",308.31,"47,657,198",289.34,"323,608","2,687,026","114,260",0.957,"13,298","45,517,638",285.22,0.974,0.959
ALABAMA                  ,01390,LAWRENCE               ,"3,569","18,697,918",436.58,"17,418,785",406.71,"103,569","1,133,398","42,166",1.030,"3,482","12,631,956",302.31,1.016,1.025
ALABAMA                  ,01400,LEE                    ,"9,449","34,778,799",306.72,"31,870,719",281.08,"191,184","2,637,327","79,569",0.953,"8,993","29,024,931",268.96,0.977,0.918
ALABAMA                  ,01410,LIMESTONE              ,"7,356","30,275,209",342.98,"27,962,412",316.78,"330,223","1,886,336","96,238",0.959,"7,027","27,963,237",331.58,0.976,0.968
ALABAMA                  ,01420,LOWNDES                ,877,"3,570,027",339.23,"3,121,671",296.62,"64,143","358,612","25,601",1.093,846,"3,453,696",339.90,1.042,0.981
ALABAMA                  ,01430,MACON                  ,"2,248","9,311,766",345.19,"8,653,679",320.79,"40,414","604,362","13,311",1.085,"1,946","5,755,094",246.43,1.065,0.931
ALABAMA                  ,01440,MADISON                ,"35,125","129,176,344",306.47,"121,887,919",289.18,"1,699,712","5,025,719","562,994",0.888,"32,518","123,240,982",315.83,0.941,0.951
ALABAMA                  ,01450,MARENGO                ,"2,495","13,644,790",455.74,"12,538,108",418.77,"154,265","882,606","69,811",1.064,"2,449","8,923,976",303.61,1.032,0.933
ALABAMA                  ,01460,MARION                 ,"4,423","20,736,231",390.69,"19,133,213",360.49,"226,222","1,281,956","94,840",0.998,"4,309","15,166,637",293.26,0.996,0.979
ALABAMA                  ,01470,MARSHALL               ,"12,975","57,905,366",371.90,"54,228,628",348.29,"458,094","3,019,990","198,654",0.957,"12,284","48,797,063",331.03,0.978,1.010
ALABAMA                  ,01480,MOBILE                 ,"32,238","153,229,487",396.09,"144,802,393",374.31,"1,412,235","6,067,016","947,843",0.942,"30,331","110,392,222",303.30,0.970,0.956
ALABAMA                  ,01490,MONROE                 ,"2,893","12,750,449",367.28,"11,960,748",344.53,"61,792","704,744","23,165",1.030,"2,790","10,194,481",304.43,1.011,0.920
ALABAMA                  ,01500,MONTGOMERY             ,"19,491","81,065,615",346.59,"71,908,685",307.44,"1,004,712","7,797,903","354,315",0.955,"18,045","68,956,772",318.43,0.978,0.924
ALABAMA                  ,01510,MORGAN                 ,"15,572","66,331,238",354.97,"61,528,144",329.27,"528,755","4,095,217","179,122",0.934,"14,842","55,104,310",309.39,0.964,0.990
ALABAMA                  ,01520,PERRY                  ,"1,292","7,280,128",469.56,"6,177,184",398.43,"160,389","874,050","68,505",1.168,"1,238","5,021,212",337.86,1.093,0.996
ALABAMA                  ,01530,PICKENS                ,"2,892","13,917,685",401.04,"12,552,406",361.70,"185,890","1,121,782","57,607",1.026,"2,825","10,965,028",323.45,1.016,0.924
ALABAMA                  ,01540,PIKE                   ,"3,267","14,707,889",375.16,"13,464,762",343.45,"113,283","1,086,423","43,421",1.015,"3,124","11,272,260",300.62,1.004,0.921
ALABAMA                  ,01550,RANDOLPH               ,"3,264","14,326,412",365.77,"13,329,953",340.33,"91,174","862,324","42,961",1.005,"3,181","12,233,724",320.40,0.996,0.964
ALABAMA                  ,01560,RUSSELL                ,"6,165","28,536,876",385.74,"26,620,880",359.84,"194,204","1,628,409","93,383",0.957,"5,932","20,694,144",290.67,0.973,1.029
ALABAMA                  ,01570,ST CLAIR               ,"5,332","24,639,790",385.09,"23,005,087",359.54,"464,639","816,665","353,399",0.921,"4,977","19,204,617",321.51,0.964,0.934
ALABAMA                  ,01580,SHELBY                 ,"8,687","36,777,243",352.80,"34,921,629",335.00,"289,672","1,386,517","179,425",0.872,"8,030","31,948,982",331.54,0.937,0.921
ALABAMA                  ,01590,SUMTER                 ,"1,462","7,464,358",425.47,"6,893,570",392.93,"40,610","516,648","13,530",1.096,"1,456","4,977,282",284.77,1.049,0.947
ALABAMA                  ,01600,TALLADEGA              ,"9,093","46,846,144",429.32,"43,025,592",394.31,"494,927","3,045,948","279,677",0.973,"8,775","31,585,688",299.94,0.982,0.973
ALABAMA                  ,01610,TALLAPOOSA             ,"5,931","25,784,851",362.29,"23,780,781",334.13,"165,728","1,777,564","60,778",1.003,"5,708","23,894,431",348.84,1.001,1.021
ALABAMA                  ,01620,TUSCALOOSA             ,"16,521","84,218,201",424.80,"74,601,773",376.30,"1,735,066","7,241,842","639,520",0.974,"15,716","60,798,319",322.37,0.994,0.968
ALABAMA                  ,01630,WALKER                 ,"8,695","48,917,980",468.83,"44,802,042",429.39,"891,066","2,668,299","556,573",0.932,"8,381","36,876,731",366.66,0.967,1.053
ALABAMA                  ,01640,WASHINGTON             ,"2,190","9,999,727",380.51,"9,601,845",365.37,"25,524","353,490","18,868",0.983,"2,143","8,256,008",320.98,0.990,0.897
ALABAMA                  ,01650,WILCOX                 ,"1,509","6,725,685",371.42,"6,026,330",332.80,"85,556","575,687","38,112",1.122,"1,478","4,720,472",266.05,1.058,0.892
ALABAMA                  ,01660,WINSTON                ,"3,604","21,458,548",496.17,"19,826,102",458.43,"269,256","1,227,653","135,537",1.004,"3,484","13,859,386",331.45,1.003,1.028
ALASKA                   ,02010,ALEUTIAN               ,220,"715,284",270.94,"591,419",224.02,"4,432","118,068","1,365",0.842,155,"454,236",243.55,0.905,0.000
ALASKA                   ,02020,ANCHORAGE              ,"18,973","67,079,236",294.63,"58,075,601",255.08,"1,148,977","7,464,398","390,260",0.906,"17,188","50,757,400",246.08,0.952,0.871
ALASKA                   ,02030,ANGOON                 ,72,"356,548",412.67,"309,695",358.44,925,"45,833",95,0.839,63,"209,303",274.33,0.901,0.000
ALASKA                   ,02040,BARROW-NORTH SLOPE     ,313,"1,543,597",410.97,"1,290,008",343.45,"2,522","249,968","1,099",0.823,266,"1,039,730",325.42,0.899,0.000
ALASKA                   ,02050,BETHEL                 ,648,"2,227,986",286.52,"1,878,938",241.63,"2,680","345,437",931,1.291,555,"1,428,631",214.19,1.190,0.841
ALASKA                   ,02060,BRISTOL BAY BOROUGH    ,543,"1,771,063",271.80,"1,514,666",232.45,"48,424","198,979","8,994",0.752,499,"1,384,984",231.14,0.853,0.760
ALASKA                   ,02070,BRISTOL BAY            ,395,"2,681,010",565.61,"2,403,645",507.10,"7,813","267,318","2,234",1.067,320,"1,110,723",288.65,1.076,0.841
ALASKA                   ,02080,CORDOVA-MC CARTHY      ,198,"799,250",336.38,"700,519",294.83,"9,957","85,713","3,061",0.826,180,"790,658",365.54,0.904,0.000
ALASKA                   ,02090,FAIRBANKS              ,"5,121","16,088,765",261.81,"14,255,422",231.98,"176,076","1,606,992","50,275",0.889,"4,750","13,983,233",245.29,0.941,0.833
ALASKA                   ,02100,HAINES                 ,317,"849,327",223.27,"741,525",194.93,"25,448","77,392","4,962",0.932,301,"1,098,371",303.76,0.969,0.826
ALASKA                   ,02110,JUNEAU                 ,"2,766","10,783,791",324.89,"9,720,598",292.86,"245,263","758,664","59,266",0.897,"2,526","8,125,183",267.95,0.945,0.868
ALASKA                   ,02120,KENAI-COOK INLET       ,"4,995","19,190,027",320.15,"17,272,197",288.16,"223,240","1,638,503","56,087",0.831,"4,697","15,604,545",276.84,0.906,2.135
ALASKA                   ,02130,KETCHIKAN              ,"1,318","6,437,718",407.04,"5,885,815",372.14,"236,544","269,929","45,430",0.931,"1,241","5,639,254",378.58,0.969,0.943
ALASKA                   ,02140,KOBUK                  ,376,"2,485,767",550.92,"2,201,933",488.02,"4,621","277,958","1,255",0.878,297,"1,598,210",447.30,0.947,0.530
ALASKA                   ,02150,KODIAK                 ,461,"1,870,538",338.13,"1,745,593",315.54,"19,166","98,914","6,865",1.038,400,"1,214,502",252.91,1.029,0.848
ALASKA                   ,02160,KUSKOKWIN              ,177,"897,752",422.67,"739,755",348.28,"3,405","153,726",866,0.833,144,"574,520",332.48,0.901,0.000
ALASKA                   ,02170,MATANUSKA              ,"5,461","22,668,541",345.92,"20,644,964",315.04,"160,516","1,815,002","48,059",0.890,"5,068","15,611,112",256.69,0.941,0.887
ALASKA                   ,02180,NOME                   ,548,"3,732,645",567.62,"3,376,752",513.50,"7,712","345,753","2,428",1.117,462,"1,759,201",316.97,1.082,0.847
ALASKA                   ,02190,OUTER KETCHIKAN        ,179,"814,145",379.02,"738,814",343.95,"10,388","61,777","3,166",0.797,156,"549,845",293.10,0.896,0.000
ALASKA                   ,02200,PRINCE OF WALES        ,271,"1,421,917",437.24,"1,281,698",394.13,"39,905","91,747","8,567",0.805,255,"1,406,836",459.44,0.898,0.000
ALASKA                   ,02210,SEWARD                 ,463,"2,013,762",362.45,"1,802,065",324.35,"56,010","145,112","10,575",0.848,433,"1,243,839",239.06,0.919,0.000
ALASKA                   ,02220,SITKA                  ,857,"5,010,115",487.18,"4,688,301",455.88,"73,265","228,257","20,292",0.889,769,"3,596,078",389.27,0.949,0.937
ALASKA                   ,02230,SKAGWAY-YAKUTAT        ,325,"1,122,420",287.80,"1,015,357",260.35,"29,071","71,639","6,353",0.810,301,"740,985",205.03,0.892,0.000
ALASKA                   ,02240,SOUTHEAST FAIRBANKS    ,508,"1,936,537",317.67,"1,693,852",277.86,"12,578","225,633","4,474",0.959,477,"1,407,190",245.84,0.991,0.817
ALASKA                   ,02250,UPPER YUKON            ,141,"359,746",212.62,"310,088",183.27,230,"49,311",117,0.829,122,"386,787",262.22,0.905,0.000
ALASKA                   ,02260,VALDZ-CHITNA-WHITIER   ,652,"4,242,694",542.27,"3,951,265",505.02,"40,448","239,671","11,310",0.817,579,"1,800,258",259.03,0.893,0.000
ALASKA                   ,02270,WADE HAMPTON           ,384,"2,311,925",501.72,"1,978,835",429.43,"1,814","330,905",371,1.295,352,"1,330,030",314.87,1.197,0.855
ALASKA                   ,02280,WRANGELL-PETERSBURG    ,704,"3,018,789",357.34,"2,769,748",327.86,"83,160","147,067","18,814",0.947,677,"2,947,040",362.36,0.970,0.908
ALASKA                   ,02290,YUKON-KOYUKUK          ,422,"1,814,634",358.34,"1,574,912",311.00,"4,480","234,036","1,206",1.198,387,"1,301,367",280.04,1.128,0.870
ALASKA                   ,02990,STATEWIDE              ,1,0,0.00,0,0.00,0,0,0,1.000,1,0,0.00,1.000,
ARIZONA                  ,03000,APACHE                 ,"5,996","23,504,280",326.67,"20,492,121",284.80,"527,017","2,312,731","172,411",1.083,"5,759","18,987,103",274.74,1.082,0.917
ARIZONA                  ,03010,COCHISE                ,"15,326","53,653,249",291.73,"46,832,843",254.65,"1,642,979","4,713,737","463,690",0.907,"14,435","48,884,038",282.20,0.957,0.908
ARIZONA                  ,03020,COCONINO               ,"11,788","46,039,886",325.47,"40,183,213",284.07,"449,622","5,239,586","167,465",0.910,"11,220","37,518,804",278.64,0.956,0.890
ARIZONA                  ,03030,GILA                   ,"9,381","45,448,566",403.73,"40,915,166",363.46,"878,176","3,236,296","418,928",0.908,"8,947","33,529,905",312.29,0.950,0.938
ARIZONA                  ,03040,GRAHAM                 ,"2,894","11,635,466",335.05,"10,300,673",296.61,"218,049","1,034,823","81,921",0.955,"2,772","9,297,529",279.46,0.979,0.877
ARIZONA                  ,03050,GREENLEE               ,705,"2,698,916",319.02,"2,296,970",271.51,"96,021","278,392","27,533",0.896,675,"2,123,801",261.88,0.941,0.815
ARIZONA                  ,03055,LA PAZ                 ,"3,413","14,405,133",351.72,"13,154,429",321.18,"240,292","918,001","92,411",0.929,"3,163","10,867,300",286.25,0.974,0.991
ARIZONA                  ,03060,MARICOPA               ,"221,660","1,050,905,475",395.09,"980,008,130",368.44,"14,489,967","48,575,561","7,831,817",0.876,"202,620","795,203,281",327.05,0.944,0.922
ARIZONA                  ,03070,MOHAVE                 ,"31,396","126,127,431",334.78,"114,114,552",302.89,"2,385,029","8,798,359","829,491",0.871,"29,948","106,397,278",296.06,0.928,0.948
ARIZONA                  ,03080,NAVAJO                 ,"10,594","40,807,541",321.00,"35,952,222",282.80,"617,592","3,962,197","275,530",0.946,"10,137","34,673,929",285.02,0.983,0.900
ARIZONA                  ,03090,PIMA                   ,"76,537","314,608,802",342.55,"280,656,303",305.58,"7,476,528","23,672,486","2,803,485",0.892,"69,969","253,963,511",302.47,0.954,0.907
ARIZONA                  ,03100,PINAL                  ,"18,346","80,548,454",365.88,"74,939,659",340.40,"868,031","4,386,813","353,951",0.864,"16,948","64,778,512",318.50,0.933,0.899
ARIZONA                  ,03110,SANTA CRUZ             ,"2,989","8,570,725",238.95,"7,504,530",209.23,"227,568","755,822","82,805",0.910,"2,783","7,579,107",226.89,0.989,0.775
ARIZONA                  ,03120,YAVAPAI                ,"33,957","122,329,740",300.21,"113,339,145",278.14,"1,035,038","7,523,702","431,855",0.904,"32,144","104,962,181",272.11,0.947,0.903
ARIZONA                  ,03130,YUMA                   ,"18,287","73,389,012",334.43,"67,146,939",305.99,"524,700","5,546,706","170,667",0.929,"17,516","61,270,399",291.48,0.974,0.991
ARKANSAS                 ,04000,ARKANSAS               ,"2,970","13,188,765",370.06,"12,036,878",337.74,"101,158","1,006,865","43,864",1.032,"2,812","10,962,105",324.85,1.028,0.960
ARKANSAS                 ,04010,ASHLEY                 ,"3,186","15,571,267",407.28,"14,729,443",385.26,"91,444","708,753","41,627",1.014,"3,088","11,556,183",311.83,1.008,0.938
ARKANSAS                 ,04020,BAXTER                 ,"9,380","35,543,663",315.78,"33,698,821",299.39,"185,643","1,584,262","74,937",0.930,"9,120","31,079,401",283.97,0.961,0.963
ARKANSAS                 ,04030,BENTON                 ,"18,521","71,286,413",320.75,"66,650,096",299.89,"718,144","3,649,689","268,484",0.923,"17,449","53,505,442",255.52,0.960,0.917
ARKANSAS                 ,04040,BOONE                  ,"5,788","21,565,934",310.50,"19,970,187",287.52,"207,916","1,332,610","55,221",0.961,"5,532","16,978,252",255.75,0.981,0.933
ARKANSAS                 ,04050,BRADLEY                ,"1,782","8,226,710",384.71,"7,790,154",364.30,"54,425","358,440","23,691",1.053,"1,738","7,989,653",383.07,1.033,1.024
ARKANSAS                 ,04060,CALHOUN                ,686,"3,088,596",375.19,"2,891,329",351.23,"17,895","171,671","7,701",1.023,662,"2,581,238",324.56,1.020,0.972
ARKANSAS                 ,04070,CARROLL                ,"3,643","10,741,798",245.72,"10,215,206",233.67,"126,819","368,587","31,186",0.932,"3,441","9,623,551",233.02,0.962,0.879
ARKANSAS                 ,04080,CHICOT                 ,"2,010","10,155,951",421.06,"9,405,639",389.95,"83,515","631,650","35,147",1.067,"1,916","7,493,191",325.76,1.034,0.996
ARKANSAS                 ,04090,CLARK                  ,"2,999","10,430,957",289.85,"9,831,766",273.20,"83,285","487,080","28,826",0.989,"2,869","9,237,425",268.27,1.000,0.951
ARKANSAS                 ,04100,CLAY                   ,"2,862","13,377,508",389.52,"12,335,950",359.19,"128,097","865,716","47,745",1.013,"2,753","10,896,199",329.75,1.004,0.942
ARKANSAS                 ,04110,CLEBURNE               ,"5,128","19,128,869",310.86,"17,842,251",289.95,"124,086","1,119,762","42,770",0.945,"4,977","17,262,049",289.00,0.969,0.923
ARKANSAS                 ,04120,CLEVELAND              ,"1,174","5,678,425",403.07,"4,988,349",354.08,"118,600","510,135","61,341",0.990,"1,131","3,971,838",292.61,0.991,0.933
ARKANSAS                 ,04130,COLUMBIA               ,"3,513","17,837,173",423.12,"16,637,463",394.66,"101,465","1,068,836","29,409",1.024,"3,408","12,359,560",302.20,1.010,0.959
ARKANSAS                 ,04140,CONWAY                 ,"3,069","11,375,605",308.88,"10,633,816",288.74,"83,848","632,352","25,589",1.005,"2,942","9,749,824",276.16,1.000,0.930
ARKANSAS                 ,04150,CRAIGHEAD              ,"10,078","38,953,903",322.10,"35,110,804",290.33,"474,959","3,160,520","207,620",0.966,"9,625","32,385,411",280.38,0.984,0.934
ARKANSAS                 ,04160,CRAWFORD               ,"5,519","23,609,206",356.48,"21,912,410",330.86,"208,611","1,420,063","68,122",0.961,"5,187","17,818,775",286.27,0.988,0.932
ARKANSAS                 ,04170,CRITTENDEN             ,"4,429","21,786,556",409.92,"17,794,305",334.81,"699,345","2,951,471","341,435",1.002,"4,142","14,116,563",284.01,1.009,1.004
ARKANSAS                 ,04180,CROSS                  ,"2,206","9,117,534",344.42,"8,363,870",315.95,"114,222","595,285","44,157",1.044,"2,131","7,112,205",278.07,1.024,0.951
ARKANSAS                 ,04190,DALLAS                 ,"1,189","4,911,135",344.21,"4,579,938",320.99,"43,794","266,616","20,787",1.083,"1,153","4,453,845",321.65,1.051,0.980
ARKANSAS                 ,04200,DESHA                  ,"1,829","9,956,125",453.62,"9,326,811",424.95,"105,355","472,658","51,301",1.080,"1,742","6,827,486",326.56,1.056,0.971
ARKANSAS                 ,04210,DREW                   ,"2,162","9,936,190",382.99,"9,084,205",350.15,"99,264","702,400","50,321",1.040,"2,083","8,069,881",322.83,1.019,1.016
ARKANSAS                 ,04220,FAULKNER               ,"9,818","36,873,970",312.98,"34,345,171",291.52,"274,920","2,138,153","115,726",0.926,"9,325","31,245,865",279.22,0.956,0.894
ARKANSAS                 ,04230,FRANKLIN               ,"2,246","7,783,138",288.78,"7,255,860",269.21,"72,021","426,362","28,895",1.036,"2,142","6,646,812",258.54,1.027,0.932
ARKANSAS                 ,04240,FULTON                 ,"2,105","8,280,502",327.81,"7,858,651",311.11,"23,255","387,024","11,572",0.986,"2,035","7,043,029",288.40,0.995,0.954
ARKANSAS                 ,04250,GARLAND                ,"20,626","81,539,868",329.44,"76,810,023",310.33,"383,558","4,192,763","153,524",0.919,"19,904","71,264,719",298.36,0.956,0.976
ARKANSAS                 ,04260,GRANT                  ,"2,092","9,084,622",361.88,"8,350,804",332.65,"86,134","605,760","41,924",0.933,"2,002","7,193,170",299.29,0.964,0.960
ARKANSAS                 ,04270,GREENE                 ,"4,874","22,653,915",387.33,"20,474,982",350.07,"182,330","1,928,565","68,038",0.989,"4,698","15,350,974",272.26,0.996,0.962
ARKANSAS                 ,04280,HEMPSTEAD              ,"2,532","11,237,103",369.84,"10,485,652",345.10,"73,062","643,556","34,833",1.025,"2,426","7,662,364",263.10,1.023,0.989
ARKANSAS                 ,04290,HOT SPRING             ,"4,274","18,518,812",361.07,"17,452,964",340.29,"69,632","966,005","30,211",0.966,"4,129","14,904,831",300.80,0.982,0.989
ARKANSAS                 ,04300,HOWARD                 ,"1,994","7,501,874",313.52,"7,109,866",297.14,"48,977","326,818","16,213",1.034,"1,899","6,747,511",295.99,1.034,0.973
ARKANSAS                 ,04310,INDEPENDENCE           ,"5,162","24,648,660",397.92,"21,780,163",351.61,"167,745","2,635,436","65,316",0.987,"4,954","17,855,577",300.35,0.990,0.986
ARKANSAS                 ,04320,IZARD                  ,"2,409","10,839,407",374.96,"10,090,023",349.04,"71,734","652,161","25,489",0.994,"2,310","8,174,345",294.83,1.004,0.926
ARKANSAS                 ,04330,JACKSON                ,"2,906","15,535,956",445.51,"14,067,342",403.40,"141,758","1,261,576","65,280",1.044,"2,807","10,382,616",308.21,1.025,1.034
ARKANSAS                 ,04340,JEFFERSON              ,"8,260","34,156,499",344.60,"29,611,819",298.75,"842,181","3,212,082","490,417",1.020,"7,685","23,800,144",258.08,1.016,0.974
ARKANSAS                 ,04350,JOHNSON                ,"2,835","11,500,362",338.05,"10,471,686",307.81,"93,576","915,688","19,412",1.005,"2,672","8,013,251",249.86,1.008,0.901
ARKANSAS                 ,04360,LAFAYETTE              ,"1,082","5,806,400",447.20,"5,405,831",416.35,"53,700","326,796","20,073",1.073,"1,033","3,679,238",296.76,1.041,0.961
ARKANSAS                 ,04370,LAWRENCE               ,"3,007","12,479,975",345.86,"11,304,040",313.27,"152,925","965,493","57,517",1.053,"2,917","10,813,690",308.88,1.030,0.939
ARKANSAS                 ,04380,LEE                    ,"1,038","4,421,774",354.99,"3,932,339",315.70,"70,065","389,994","29,376",1.194,966,"3,533,068",304.68,1.110,0.990
ARKANSAS                 ,04390,LINCOLN                ,"1,319","5,596,027",353.55,"4,852,565",306.58,"128,540","540,558","74,364",1.098,"1,242","4,411,165",295.87,1.066,1.034
ARKANSAS                 ,04400,LITTLE RIVER           ,"1,956","11,318,804",482.23,"10,761,745",458.49,"68,310","459,992","28,757",0.983,"1,878","8,192,213",363.52,0.991,1.019
