"AGED -- 2008 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) AND 2007 DEMOGRAPHIC FACTORS FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE"
AGED BENEFICIARIES

STATE,CODE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART A DEMOG FACTORS,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,PART B DEMOG FACTORS,AGED & DBLD MEAN RISK SCORES
NEW YORK                 ,33620,ROCKLAND               ,"32,877","179,825,460",455.80,"160,631,412",407.15,"4,097,317","13,361,033","1,735,698",0.973,"29,826","145,921,881",407.69,1.008,1.061
NEW YORK                 ,33630,ST LAWRENCE            ,"13,250","50,464,528",317.39,"44,970,425",282.83,"1,876,003","3,180,616","437,484",1.015,"12,756","39,725,440",259.51,1.015,0.978
NEW YORK                 ,33640,SARATOGA               ,"19,066","61,584,803",269.17,"57,147,822",249.78,"1,489,856","2,343,587","603,538",0.928,"17,311","57,878,602",278.62,0.965,1.018
NEW YORK                 ,33650,SCHENECTADY            ,"17,212","61,053,094",295.59,"56,832,276",275.16,"1,567,624","1,761,387","891,807",0.984,"15,779","52,408,445",276.78,0.999,1.051
NEW YORK                 ,33660,SCHOHARIE              ,"4,109","14,361,931",291.27,"12,954,378",262.72,"735,336","392,685","279,532",0.960,"3,850","11,373,340",246.14,0.985,0.925
NEW YORK                 ,33670,SCHUYLER               ,"2,362","8,295,185",292.66,"7,720,853",272.40,"167,140","351,399","55,793",0.996,"2,240","7,306,213",271.81,1.005,0.993
NEW YORK                 ,33680,SENECA                 ,"3,001","10,675,271",296.44,"9,632,459",267.48,"340,374","561,988","140,450",1.032,"2,729","7,912,814",241.59,1.045,0.978
NEW YORK                 ,33690,STEUBEN                ,"12,120","44,747,749",307.67,"40,127,995",275.91,"1,559,051","2,546,423","514,280",1.028,"11,519","34,024,239",246.15,1.020,0.991
NEW YORK                 ,33700,SUFFOLK                ,"156,070","836,076,972",446.42,"740,476,575",395.38,"45,295,631","30,688,058","19,616,708",0.939,"142,304","723,226,644",423.52,0.978,1.063
NEW YORK                 ,33710,SULLIVAN               ,"10,341","51,163,691",412.30,"45,315,139",365.17,"1,445,776","3,788,581","614,195",0.983,"9,744","37,091,992",317.21,0.997,1.032
NEW YORK                 ,33720,TIOGA                  ,"5,790","18,999,690",273.46,"16,458,423",236.88,"1,316,537","659,299","565,431",0.971,"5,487","18,584,853",282.23,0.985,0.916
NEW YORK                 ,33730,TOMPKINS               ,"9,154","26,499,256",241.24,"24,122,016",219.59,"868,472","1,241,179","267,589",0.964,"8,371","25,312,126",251.97,0.992,0.930
NEW YORK                 ,33740,ULSTER                 ,"21,912","95,800,838",364.34,"86,477,312",328.88,"2,525,089","5,445,093","1,353,344",0.955,"20,633","78,146,593",315.61,0.978,1.024
NEW YORK                 ,33750,WARREN                 ,"7,878","25,950,933",274.51,"24,251,638",256.53,"550,914","962,611","185,770",0.958,"7,318","25,534,871",290.77,0.987,1.011
NEW YORK                 ,33760,WASHINGTON             ,"6,553","23,421,216",297.84,"21,955,959",279.21,"521,286","805,226","138,745",0.975,"6,092","21,278,127",291.05,0.994,1.059
NEW YORK                 ,33770,WAYNE                  ,"6,017","26,855,377",371.94,"23,337,368",323.21,"1,239,871","1,695,643","582,495",1.060,"5,306","16,127,416",253.25,1.057,0.962
NEW YORK                 ,33800,WESTCHESTER            ,"105,986","587,065,641",461.59,"497,083,005",390.84,"30,599,763","44,178,601","15,204,272",0.969,"95,384","456,860,967",399.14,0.999,1.066
NEW YORK                 ,33900,WYOMING                ,"2,772","11,158,102",335.44,"9,716,439",292.10,"592,480","600,563","248,620",0.989,"2,459","7,055,999",239.07,1.009,0.961
NEW YORK                 ,33910,YATES                  ,"2,318","7,978,131",286.82,"7,087,709",254.81,"354,186","380,162","156,074",0.985,"2,060","6,323,376",255.72,1.009,0.959
NORTH CAROLINA           ,34000,ALAMANCE               ,"13,667","57,568,574",351.02,"50,134,556",305.69,"2,654,088","4,006,305","773,625",0.965,"12,856","44,052,407",285.54,0.979,0.955
NORTH CAROLINA           ,34010,ALEXANDER              ,"4,068","15,507,393",317.67,"14,095,442",288.75,"289,392","1,018,923","103,636",0.943,"3,882","13,437,626",288.45,0.965,0.948
NORTH CAROLINA           ,34020,ALLEGHANY              ,"1,800","7,042,659",326.05,"6,358,722",294.39,"247,993","320,122","115,822",0.995,"1,764","6,032,210",284.87,0.993,0.979
NORTH CAROLINA           ,34030,ANSON                  ,"3,322","16,141,695",404.92,"14,157,739",355.15,"372,052","1,494,220","117,684",1.041,"3,209","11,963,132",310.67,1.011,1.065
NORTH CAROLINA           ,34040,ASHE                   ,"4,190","14,066,036",279.75,"12,834,733",255.27,"422,575","639,924","168,804",0.996,"4,071","14,153,933",289.70,0.990,0.947
NORTH CAROLINA           ,34050,AVERY                  ,"2,955","11,463,227",323.27,"10,633,338",299.87,"211,141","565,920","52,828",0.970,"2,859","9,715,241",283.09,0.980,0.957
NORTH CAROLINA           ,34060,BEAUFORT               ,"7,709","26,727,507",288.92,"22,806,862",246.54,"914,926","2,425,447","580,272",0.963,"7,493","24,522,931",272.71,0.974,0.917
NORTH CAROLINA           ,34070,BERTIE                 ,"3,143","14,019,058",371.70,"11,882,494",315.05,"444,573","1,437,746","254,245",1.062,"3,082","11,067,208",299.20,1.024,0.963
NORTH CAROLINA           ,34080,BLADEN                 ,"3,892","18,761,404",401.71,"16,345,244",349.98,"454,548","1,856,511","105,101",1.051,"3,782","14,684,293",323.51,1.029,1.018
NORTH CAROLINA           ,34090,BRUNSWICK              ,"17,210","56,306,232",272.64,"50,522,044",244.64,"1,450,801","3,963,908","369,479",0.865,"16,707","62,640,548",312.44,0.921,0.877
NORTH CAROLINA           ,34100,BUNCOMBE               ,"29,902","111,976,291",312.06,"101,371,278",282.51,"2,030,716","7,904,107","670,190",0.963,"28,476","96,057,979",281.10,0.975,0.937
NORTH CAROLINA           ,34110,BURKE                  ,"10,734","43,055,914",334.26,"39,526,931",306.87,"531,971","2,801,349","195,663",0.973,"10,349","34,382,009",276.85,0.982,0.955
NORTH CAROLINA           ,34120,CABARRUS               ,"16,687","73,244,923",365.78,"67,245,401",335.82,"1,641,809","3,550,363","807,350",0.936,"15,949","57,056,570",298.11,0.960,1.001
NORTH CAROLINA           ,34130,CALDWELL               ,"9,253","37,713,068",339.65,"34,532,734",311.00,"428,998","2,567,705","183,631",0.960,"8,870","30,837,398",289.71,0.973,0.976
NORTH CAROLINA           ,34140,CAMDEN                 ,"1,036","3,125,946",251.44,"2,843,035",228.69,"45,538","217,682","19,691",0.894,998,"3,122,791",260.54,0.936,0.937
NORTH CAROLINA           ,34150,CARTERET               ,"9,900","37,818,038",318.33,"34,251,664",288.31,"864,557","2,362,746","339,071",0.913,"9,619","32,721,479",283.47,0.952,0.943
NORTH CAROLINA           ,34160,CASWELL                ,"2,143","8,690,944",337.96,"7,471,416",290.54,"429,851","656,379","133,298",1.054,"2,055","6,688,146",271.20,1.029,0.980
NORTH CAROLINA           ,34170,CATAWBA                ,"18,816","66,355,413",293.88,"60,843,257",269.47,"975,030","4,201,087","336,039",0.926,"17,974","60,453,562",280.28,0.954,0.923
NORTH CAROLINA           ,34180,CHATHAM                ,"5,300","24,842,237",390.60,"19,883,346",312.63,"2,089,694","2,038,438","830,759",0.975,"5,037","16,689,580",276.07,0.983,0.928
NORTH CAROLINA           ,34190,CHEROKEE               ,"4,840","15,634,624",269.19,"14,001,676",241.08,"231,045","1,336,318","65,585",0.974,"4,686","16,458,903",292.64,0.974,0.966
NORTH CAROLINA           ,34200,CHOWAN                 ,"2,581","9,149,813",295.42,"8,181,823",264.17,"285,477","535,589","146,924",1.012,"2,515","7,859,115",260.41,1.004,0.951
NORTH CAROLINA           ,34210,CLAY                   ,"1,982","7,152,882",300.74,"6,480,596",272.48,"149,918","493,608","28,760",0.948,"1,939","7,138,800",306.66,0.957,0.943
NORTH CAROLINA           ,34220,CLEVELAND              ,"14,136","59,006,451",347.85,"53,135,286",313.24,"1,023,001","4,581,105","267,059",0.970,"13,770","46,087,069",278.90,0.975,0.962
NORTH CAROLINA           ,34230,COLUMBUS               ,"7,838","38,661,645",411.05,"33,356,811",354.65,"757,151","4,355,057","192,626",0.999,"7,655","32,642,459",355.32,0.995,1.044
NORTH CAROLINA           ,34240,CRAVEN                 ,"14,908","57,526,648",321.56,"52,853,004",295.44,"849,354","3,477,113","347,177",0.925,"14,469","49,953,238",287.68,0.955,0.954
NORTH CAROLINA           ,34250,CUMBERLAND             ,"24,818","119,692,088",401.90,"101,907,868",342.18,"2,810,235","14,233,798","740,187",0.906,"23,819","81,716,597",285.88,0.944,0.969
NORTH CAROLINA           ,34251,CURRITUCK              ,"2,590","9,529,002",306.60,"8,764,753",282.01,"190,521","510,443","63,285",0.887,"2,482","8,571,132",287.74,0.935,0.933
NORTH CAROLINA           ,34270,DARE                   ,"4,480","13,539,844",251.86,"12,319,551",229.16,"372,812","710,390","137,091",0.866,"4,334","16,121,103",309.93,0.924,0.883
NORTH CAROLINA           ,34280,DAVIDSON               ,"11,124","47,693,137",357.28,"42,989,309",322.05,"1,049,776","3,113,404","540,648",0.984,"10,579","38,025,385",299.52,0.991,0.981
NORTH CAROLINA           ,34290,DAVIE                  ,"3,738","15,444,144",344.30,"13,493,509",300.82,"577,511","991,559","381,565",0.961,"3,548","14,100,046",331.11,0.971,0.975
NORTH CAROLINA           ,34300,DUPLIN                 ,"5,944","26,864,063",376.63,"23,673,332",331.89,"648,766","2,299,667","242,298",1.010,"5,737","22,170,469",321.99,1.001,0.956
NORTH CAROLINA           ,34310,DURHAM                 ,"20,142","91,585,654",378.92,"75,065,708",310.57,"7,657,452","6,427,510","2,434,984",0.938,"18,626","62,385,512",279.11,0.967,0.969
NORTH CAROLINA           ,34320,EDGECOMBE              ,"5,764","31,341,438",453.12,"26,271,223",379.82,"618,356","4,063,803","388,056",1.069,"5,597","19,866,083",295.78,1.031,1.022
NORTH CAROLINA           ,34330,FORSYTH                ,"24,772","107,151,098",360.46,"91,517,719",307.87,"5,108,527","7,260,238","3,264,614",0.957,"23,122","81,644,270",294.24,0.984,0.980
NORTH CAROLINA           ,34340,FRANKLIN               ,"4,404","19,011,357",359.74,"17,008,196",321.83,"447,434","1,404,123","151,604",1.017,"4,202","14,856,552",294.57,1.008,0.994
NORTH CAROLINA           ,34350,GASTON                 ,"21,839","94,318,270",359.90,"85,173,344",325.00,"1,209,528","7,650,021","285,377",0.954,"20,983","85,725,574",340.45,0.971,1.026
NORTH CAROLINA           ,34360,GATES                  ,"1,440","5,132,098",297.00,"4,620,541",267.39,"78,694","401,968","30,895",0.967,"1,382","4,818,515",290.39,0.974,0.981
NORTH CAROLINA           ,34370,GRAHAM                 ,"1,275","4,601,603",300.76,"4,188,709",273.77,"56,503","336,043","20,348",1.032,"1,225","3,859,302",262.45,1.004,0.963
NORTH CAROLINA           ,34380,GRANVILLE              ,"4,951","19,878,372",334.59,"17,123,083",288.21,"1,018,151","1,452,262","284,876",1.010,"4,709","14,006,921",247.87,1.006,0.939
NORTH CAROLINA           ,34390,GREENE                 ,"1,835","8,820,197",400.55,"7,066,345",320.91,"397,846","1,019,016","336,990",1.026,"1,788","6,092,578",283.90,1.005,0.987
NORTH CAROLINA           ,34400,GUILFORD               ,"37,804","142,413,567",313.93,"127,984,639",282.12,"2,876,166","10,070,279","1,482,483",0.950,"35,290","118,105,923",278.89,0.975,0.961
NORTH CAROLINA           ,34410,HALIFAX                ,"7,846","36,790,761",390.76,"31,627,419",335.92,"1,000,323","3,757,944","405,075",1.043,"7,596","25,154,419",275.95,1.019,1.008
NORTH CAROLINA           ,34420,HARNETT                ,"8,211","41,306,407",419.22,"35,174,603",356.99,"980,101","4,863,488","288,215",0.991,"7,906","31,800,418",335.16,0.992,1.021
NORTH CAROLINA           ,34430,HAYWOOD                ,"8,538","31,340,945",305.90,"28,996,062",283.01,"340,905","1,903,451","100,527",0.973,"8,287","27,583,614",277.37,0.981,0.975
NORTH CAROLINA           ,34440,HENDERSON              ,"18,810","68,725,439",304.47,"64,585,828",286.13,"808,154","3,032,562","298,895",0.935,"18,246","61,707,584",281.82,0.960,0.924
NORTH CAROLINA           ,34450,HERTFORD               ,"3,163","14,286,541",376.40,"11,956,112",315.00,"357,845","1,789,877","182,707",1.069,"3,083","9,701,985",262.20,1.033,0.982
NORTH CAROLINA           ,34460,HOKE                   ,"1,747","8,872,872",423.24,"8,006,948",381.94,"132,396","703,704","29,824",1.071,"1,667","6,418,548",320.77,1.037,1.009
NORTH CAROLINA           ,34470,HYDE                   ,726,"3,488,028",400.37,"3,175,822",364.53,"87,854","182,438","41,914",1.106,701,"2,091,932",248.66,1.031,0.988
NORTH CAROLINA           ,34480,IREDELL                ,"16,355","70,042,234",356.88,"64,281,593",327.53,"1,344,144","3,979,865","436,632",0.924,"15,637","57,732,816",307.67,0.953,1.002
NORTH CAROLINA           ,34490,JACKSON                ,"4,418","15,503,788",292.44,"14,124,905",266.43,"195,672","1,133,890","49,321",0.961,"4,294","13,456,419",261.14,0.972,0.905
NORTH CAROLINA           ,34500,JOHNSTON               ,"12,260","65,021,627",441.96,"56,469,135",383.83,"1,248,040","6,853,850","450,602",0.974,"11,814","49,260,975",347.47,0.978,1.079
NORTH CAROLINA           ,34510,JONES                  ,"1,438","6,259,075",362.72,"5,660,415",328.03,"109,126","447,381","42,153",0.977,"1,385","5,138,881",309.13,0.972,1.032
NORTH CAROLINA           ,34520,LEE                    ,"7,815","28,598,279",304.95,"25,341,546",270.22,"860,042","2,131,476","265,215",0.923,"7,492","25,667,333",285.48,0.957,0.936
NORTH CAROLINA           ,34530,LENOIR                 ,"9,106","46,014,538",421.10,"39,754,680",363.81,"903,683","4,862,448","493,727",0.992,"8,865","33,141,884",311.54,0.989,1.004
NORTH CAROLINA           ,34540,LINCOLN                ,"8,709","35,764,061",342.21,"32,402,982",310.05,"611,598","2,558,116","191,365",0.913,"8,408","31,035,450",307.57,0.947,0.954
NORTH CAROLINA           ,34550,MC DOWELL              ,"5,581","19,688,435",293.98,"17,595,440",262.73,"266,435","1,754,338","72,222",0.981,"5,366","16,408,202",254.82,0.984,0.928
NORTH CAROLINA           ,34560,MACON                  ,"7,007","19,803,640",235.52,"18,096,819",215.22,"234,616","1,410,901","61,304",0.931,"6,815","21,814,568",266.73,0.955,0.907
NORTH CAROLINA           ,34570,MADISON                ,"2,898","9,986,325",287.16,"8,978,169",258.17,"186,170","758,800","63,186",1.060,"2,784","9,129,761",273.22,1.021,0.921
NORTH CAROLINA           ,34580,MARTIN                 ,"3,893","19,106,950",409.00,"15,633,190",334.64,"584,909","2,512,823","376,028",1.008,"3,802","13,349,142",292.56,0.995,1.024
NORTH CAROLINA           ,34590,MECKLENBURG            ,"64,640","244,302,813",314.95,"217,859,728",280.86,"6,390,181","17,750,753","2,302,151",0.923,"60,613","217,926,471",299.61,0.959,0.958
NORTH CAROLINA           ,34600,MITCHELL               ,"2,469","8,805,130",297.19,"8,058,400",271.99,"102,978","612,370","31,382",1.026,"2,387","6,840,505",238.77,1.003,0.944
NORTH CAROLINA           ,34610,MONTGOMERY             ,"3,001","10,769,085",299.04,"10,082,054",279.96,"101,444","541,069","44,518",1.009,"2,913","10,050,754",287.48,0.996,0.987
NORTH CAROLINA           ,34620,MOORE                  ,"16,095","58,286,928",301.79,"53,988,035",279.53,"685,346","3,385,819","227,728",0.940,"15,688","56,202,762",298.53,0.963,0.935
NORTH CAROLINA           ,34630,NASH                   ,"12,391","59,319,934",398.95,"50,727,782",341.16,"1,069,550","7,072,384","450,218",0.967,"11,898","39,474,089",276.47,0.977,1.004
NORTH CAROLINA           ,34640,NEW HANOVER            ,"23,573","88,257,155",312.00,"77,849,404",275.21,"3,031,752","6,496,932","879,067",0.918,"22,807","90,828,858",331.87,0.948,0.945
NORTH CAROLINA           ,34650,NORTHAMPTON            ,"3,236","16,619,396",427.98,"14,326,753",368.94,"432,294","1,680,486","179,863",1.065,"3,132","10,816,023",287.78,1.026,0.994
NORTH CAROLINA           ,34660,ONSLOW                 ,"11,841","43,932,587",309.18,"38,131,570",268.36,"1,094,455","4,300,544","406,018",0.902,"11,530","41,682,672",301.26,0.945,0.940
NORTH CAROLINA           ,34670,ORANGE                 ,"11,329","44,583,702",327.95,"31,863,821",234.38,"5,591,326","4,766,258","2,362,297",0.925,"10,421","32,725,816",261.67,0.959,0.927
NORTH CAROLINA           ,34680,PAMLICO                ,"2,259","8,252,521",304.43,"7,531,338",277.83,"172,383","495,267","53,533",0.944,"2,197","7,421,021",281.37,0.965,0.905
NORTH CAROLINA           ,34690,PASQUOTANK             ,"4,916","16,038,673",271.88,"14,552,076",246.68,"269,880","1,121,635","95,082",0.995,"4,730","14,760,150",260.00,0.994,0.964
NORTH CAROLINA           ,34700,PENDER                 ,"5,950","22,487,436",314.95,"19,985,413",279.91,"726,452","1,588,427","187,144",0.945,"5,785","22,643,281",326.14,0.964,0.934
NORTH CAROLINA           ,34710,PERQUIMANS             ,"2,297","8,016,361",290.83,"7,197,383",261.12,"210,081","531,853","77,044",0.955,"2,220","7,041,143",264.27,0.971,0.901
NORTH CAROLINA           ,34720,PERSON                 ,"3,689","15,929,636",359.85,"13,444,789",303.71,"990,507","1,227,762","266,578",1.029,"3,517","11,294,751",267.58,1.007,0.964
NORTH CAROLINA           ,34730,PITT                   ,"14,493","71,386,832",410.47,"54,949,213",315.95,"4,332,973","8,204,956","3,899,690",0.966,"13,906","46,078,930",276.13,0.978,0.938
NORTH CAROLINA           ,34740,POLK                   ,"3,919","14,937,717",317.63,"14,106,346",299.96,"200,962","556,819","73,590",0.967,"3,813","13,243,195",289.42,0.973,0.937
NORTH CAROLINA           ,34750,RANDOLPH               ,"11,918","53,489,510",374.01,"48,957,333",342.32,"791,486","3,406,360","334,331",0.955,"11,231","39,303,784",291.61,0.974,0.975
NORTH CAROLINA           ,34760,RICHMOND               ,"5,966","29,255,579",408.64,"26,478,539",369.85,"412,266","2,237,075","127,699",1.005,"5,802","20,544,187",295.07,0.998,1.016
NORTH CAROLINA           ,34770,ROBESON                ,"13,277","78,881,946",495.10,"65,181,731",409.11,"1,531,379","11,842,741","326,095",1.021,"12,874","48,590,235",314.51,1.009,1.032
NORTH CAROLINA           ,34780,ROCKINGHAM             ,"9,080","39,472,257",362.26,"35,208,637",323.13,"835,366","3,008,045","420,209",1.007,"8,693","27,637,435",264.92,0.998,0.989
NORTH CAROLINA           ,34790,ROWAN                  ,"13,820","56,975,800",343.56,"53,115,634",320.28,"797,616","2,700,273","362,277",0.982,"13,125","46,846,334",297.44,0.992,1.011
NORTH CAROLINA           ,34800,RUTHERFORD             ,"9,086","39,338,661",360.80,"35,581,721",326.34,"563,137","3,026,371","167,432",0.978,"8,810","27,453,297",259.65,0.980,0.941
NORTH CAROLINA           ,34810,SAMPSON                ,"6,592","31,339,402",396.18,"26,752,790",338.20,"821,183","3,515,578","249,851",1.019,"6,353","23,632,615",309.99,1.005,1.017
NORTH CAROLINA           ,34820,SCOTLAND               ,"3,931","18,412,396",390.32,"16,561,581",351.09,"241,354","1,530,584","78,877",1.022,"3,812","13,522,355",295.57,1.003,1.053
NORTH CAROLINA           ,34830,STANLY                 ,"8,550","33,493,447",326.45,"30,676,925",299.00,"512,621","2,075,468","228,433",0.939,"8,271","28,454,195",286.68,0.961,0.983
NORTH CAROLINA           ,34840,STOKES                 ,"2,990","14,427,746",402.11,"12,605,754",351.33,"557,779","883,057","381,156",1.014,"2,816","10,307,533",304.97,1.003,0.963
NORTH CAROLINA           ,34850,SURRY                  ,"7,703","40,725,464",440.58,"36,481,701",394.67,"1,069,518","2,629,415","544,830",1.013,"7,426","28,155,573",315.93,1.000,1.053
NORTH CAROLINA           ,34860,SWAIN                  ,"2,091","8,684,006",346.09,"8,102,950",322.93,"73,646","488,902","18,508",1.011,"2,021","7,642,267",315.04,0.999,0.984
NORTH CAROLINA           ,34870,TRANSYLVANIA           ,"6,196","19,224,894",258.57,"17,840,311",239.94,"344,763","951,628","88,192",0.916,"6,041","20,909,459",288.41,0.949,0.892
NORTH CAROLINA           ,34880,TYRRELL                ,589,"2,042,220",288.94,"1,880,367",266.04,"42,178","91,949","27,726",1.039,575,"1,966,121",284.91,1.009,0.948
NORTH CAROLINA           ,34890,UNION                  ,"13,788","53,269,853",321.96,"47,439,179",286.72,"989,442","4,509,044","332,188",0.896,"13,107","47,414,049",301.43,0.937,0.959
NORTH CAROLINA           ,34900,VANCE                  ,"4,617","18,093,505",326.57,"15,923,499",287.41,"671,625","1,334,026","164,355",1.004,"4,359","12,778,913",244.25,0.999,0.954
NORTH CAROLINA           ,34910,WAKE                   ,"59,851","215,063,681",299.44,"197,316,710",274.73,"4,733,606","11,283,713","1,729,652",0.903,"55,928","199,068,972",296.61,0.945,0.913
NORTH CAROLINA           ,34920,WARREN                 ,"2,215","8,670,286",326.20,"7,580,458",285.19,"332,869","674,481","82,478",1.091,"2,117","6,794,216",267.41,1.043,1.009
NORTH CAROLINA           ,34930,WASHINGTON             ,"2,116","7,793,085",306.91,"6,803,613",267.94,"261,489","573,450","154,533",1.013,"2,069","6,718,760",270.61,1.001,0.895
NORTH CAROLINA           ,34940,WATAUGA                ,"4,824","18,053,176",311.86,"16,455,209",284.26,"442,967","1,008,239","146,761",0.944,"4,628","15,870,992",285.76,0.965,0.933
NORTH CAROLINA           ,34950,WAYNE                  ,"13,312","58,714,954",367.56,"51,507,642",322.44,"956,740","5,863,790","386,782",0.967,"12,883","46,708,582",302.13,0.978,0.974
NORTH CAROLINA           ,34960,WILKES                 ,"7,488","34,769,587",386.95,"30,493,055",339.35,"1,130,369","2,581,498","564,665",0.996,"7,213","25,088,305",289.84,0.990,0.989
NORTH CAROLINA           ,34970,WILSON                 ,"10,164","46,714,732",383.01,"40,464,718",331.77,"1,005,225","4,798,560","446,229",0.986,"9,840","35,275,599",298.73,0.988,0.991
NORTH CAROLINA           ,34980,YADKIN                 ,"3,126","16,118,145",429.68,"14,486,649",386.19,"409,498","967,759","254,239",1.014,"2,976","10,826,646",303.12,1.004,0.989
NORTH CAROLINA           ,34981,YANCEY                 ,"3,038","11,747,428",322.24,"10,728,155",294.28,"159,754","813,006","46,513",1.008,"2,946","8,732,476",247.02,0.992,0.906
NORTH DAKOTA             ,35000,ADAMS                  ,527,"1,850,635",292.64,"1,786,954",282.57,"28,853","28,462","6,366",1.036,510,"1,749,852",285.92,1.036,1.044
NORTH DAKOTA             ,35010,BARNES                 ,"1,940","8,092,376",347.61,"7,743,235",332.61,"122,197","194,923","32,021",1.014,"1,846","6,254,070",282.26,1.017,0.943
NORTH DAKOTA             ,35020,BENSON                 ,749,"2,213,075",246.23,"2,065,778",229.84,"44,262","90,708","12,327",1.068,689,"2,110,677",255.16,1.079,0.922
NORTH DAKOTA             ,35030,BILLINGS               ,65,"112,939",144.79,"106,998",137.18,"2,250","2,697",994,1.190,64,"205,272",265.91,1.083,0.881
NORTH DAKOTA             ,35040,BOTTINEAU              ,"1,259","4,934,677",326.63,"4,729,083",313.02,"84,436","98,002","23,156",1.027,"1,211","3,710,149",255.26,1.030,0.888
NORTH DAKOTA             ,35050,BOWMAN                 ,685,"2,288,777",278.44,"2,222,490",270.38,"14,458","44,790","7,039",0.993,660,"2,439,974",307.81,1.004,0.852
NORTH DAKOTA             ,35060,BURKE                  ,424,"1,133,463",222.77,"1,087,635",213.76,"10,139","29,766","5,923",1.002,417,"1,372,276",274.12,1.000,0.888
NORTH DAKOTA             ,35070,BURLEIGH               ,"9,325","26,677,232",238.40,"25,122,223",224.51,"431,399","902,266","221,344",0.948,"8,814","27,975,735",264.49,0.980,0.943
NORTH DAKOTA             ,35080,CASS                   ,"12,024","40,324,974",279.48,"37,725,074",261.46,"781,884","1,536,796","281,220",0.957,"11,051","32,644,402",246.16,1.001,0.926
NORTH DAKOTA             ,35090,CAVALIER               ,918,"3,720,649",337.75,"3,466,341",314.66,"80,832","154,588","18,888",1.040,891,"3,015,931",281.92,1.033,0.977
NORTH DAKOTA             ,35100,DICKEY                 ,"1,028","4,562,581",369.86,"4,437,886",359.75,"38,187","77,119","9,389",1.046,"1,002","3,552,159",295.37,1.053,0.922
NORTH DAKOTA             ,35110,DIVIDE                 ,398,"1,268,395",265.58,"1,215,403",254.48,"17,292","28,870","6,830",1.149,389,"1,298,156",277.86,1.105,0.895
NORTH DAKOTA             ,35120,DUNN                   ,474,"1,380,555",242.71,"1,342,161",235.96,"10,178","23,459","4,757",0.960,438,"1,142,602",217.14,0.993,0.869
NORTH DAKOTA             ,35130,EDDY                   ,494,"1,639,430",276.56,"1,554,527",262.23,"32,050","45,612","7,241",1.093,479,"1,796,102",312.20,1.069,0.859
NORTH DAKOTA             ,35140,EMMONS                 ,858,"1,981,370",192.44,"1,891,058",183.67,"24,424","52,088","13,800",0.981,830,"2,867,506",287.67,0.997,0.919
NORTH DAKOTA             ,35150,FOSTER                 ,733,"2,340,982",266.14,"2,249,952",255.79,"21,777","61,273","7,980",1.029,709,"2,872,239",337.24,1.025,0.848
NORTH DAKOTA             ,35160,GOLDEN VALLEY          ,343,"839,265",203.90,"819,313",199.06,"4,531","13,149","2,272",1.131,331,"891,877",224.09,1.049,0.968
NORTH DAKOTA             ,35170,GRAND FORKS            ,"6,234","24,554,755",328.24,"21,954,902",293.48,"823,774","1,573,280","202,799",0.951,"5,786","18,500,552",266.44,0.990,0.917
NORTH DAKOTA             ,35180,GRANT                  ,569,"1,649,946",241.64,"1,577,887",231.09,"19,975","41,921","10,163",1.057,550,"1,718,838",260.27,1.033,0.896
NORTH DAKOTA             ,35190,GRIGGS                 ,537,"2,026,920",314.54,"1,932,455",299.88,"23,547","62,640","8,278",1.100,516,"1,730,719",279.51,1.059,0.852
NORTH DAKOTA             ,35200,HETTINGER              ,641,"2,011,585",261.52,"1,963,823",255.31,"10,819","31,544","5,399",1.036,622,"2,017,604",270.31,1.025,0.863
NORTH DAKOTA             ,35210,KIDDER                 ,434,"1,371,157",263.28,"1,280,041",245.78,"22,209","56,127","12,780",1.013,422,"1,138,129",224.71,1.009,0.925
NORTH DAKOTA             ,35220,LA MOURE               ,918,"2,874,466",260.94,"2,745,520",249.23,"38,115","79,202","11,629",1.031,884,"2,727,878",257.13,1.029,0.886
NORTH DAKOTA             ,35230,LOGAN                  ,437,"1,058,679",201.88,"1,021,125",194.72,"8,859","24,473","4,222",1.050,425,"1,230,427",240.93,1.043,0.873
NORTH DAKOTA             ,35240,MC HENRY               ,"1,047","3,478,991",276.90,"3,337,320",265.63,"28,677","95,926","17,068",0.996,"1,008","2,894,975",239.16,0.997,0.958
NORTH DAKOTA             ,35250,MC INTOSH              ,911,"2,409,967",220.45,"2,352,846",215.23,"15,318","33,592","8,211",1.082,879,"3,150,696",298.59,1.061,0.869
NORTH DAKOTA             ,35260,MC KENZIE              ,686,"1,982,743",240.86,"1,915,432",232.68,"18,401","42,557","6,353",0.996,655,"2,204,817",280.44,1.000,0.794
NORTH DAKOTA             ,35270,MC LEAN                ,"1,722","5,131,852",248.35,"4,900,061",237.13,"68,174","131,630","31,987",1.013,"1,655","5,184,912",261.05,1.019,0.911
NORTH DAKOTA             ,35280,MERCER                 ,"1,172","2,670,003",189.85,"2,553,669",181.57,"32,492","68,925","14,917",1.003,"1,138","3,813,820",279.28,1.017,0.880
