"AGED -- 2010 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) ",,,,,,,,,,,,,,
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE,,,,,,,,,,,,,,
BENEFICIARIES ENROLLED IN PARTS A AND/OR B  ,,,,,,,,,,,,,,
PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY,,,,,,,,,,,,,,
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
29010,NEVADA                   ,CLARK,"123,204","584,735,594",395.51,"539,027,369",364.59,"7,710,446","34,650,520","3,347,257","105,007","511,517,001",405.94,0.945
29020,NEVADA                   ,DOUGLAS,"7,223","23,464,731",270.72,"22,438,562",258.88,"298,099","651,529","76,538","6,797","26,712,413",327.50,0.831
29030,NEVADA                   ,ELKO,"3,736","13,197,102",294.37,"12,255,575",273.37,"416,594","421,235","103,696","3,329","12,177,137",304.82,0.809
29040,NEVADA                   ,ESMERALDA,132,"748,836",472.75,"701,025",442.57,"11,353","34,151","2,304",120,"530,564",368.45,0.855
29050,NEVADA                   ,EUREKA,208,"540,919",216.71,"505,848",202.66,"7,846","23,768","3,455",169,"697,105",343.74,0.718
29060,NEVADA                   ,HUMBOLDT,"1,682","5,743,218",284.54,"5,448,686",269.95,"43,427","233,071","18,033","1,520","5,070,799",278.00,0.810
29070,NEVADA                   ,LANDER,536,"1,658,301",257.82,"1,566,487",243.55,"21,250","63,455","7,108",485,"1,956,189",336.11,0.771
29080,NEVADA                   ,LINCOLN,"1,312","5,169,420",328.34,"4,838,598",307.33,"46,514","262,356","21,950","1,224","4,487,775",305.54,0.771
29090,NEVADA                   ,LYON,"6,611","22,586,958",284.71,"21,493,401",270.93,"254,745","773,730","65,080","6,082","21,215,760",290.69,0.822
29100,NEVADA                   ,MINERAL,846,"2,969,294",292.48,"2,859,161",281.64,"11,737","94,507","3,887",760,"2,478,579",271.77,0.857
29110,NEVADA                   ,NYE,"5,807","25,486,680",365.75,"23,725,417",340.47,"275,184","1,383,562","102,516","5,190","22,064,231",354.27,0.906
29120,NEVADA                   ,CARSON CITY,"9,808","37,825,267",321.38,"37,078,205",315.03,"192,909","505,241","48,911","9,137","33,312,848",303.83,0.905
29130,NEVADA                   ,PERSHING,573,"2,146,389",312.16,"2,050,413",298.20,"13,266","77,772","4,937",528,"2,137,771",337.40,0.832
29140,NEVADA                   ,STOREY,195,"608,789",260.17,"562,343",240.32,"17,941","26,279","2,224",167,"495,173",247.09,0.778
29150,NEVADA                   ,WASHOE,"38,118","126,249,777",276.01,"117,929,723",257.82,"1,512,070","6,238,439","569,545","33,143","117,659,535",295.84,0.853
29160,NEVADA                   ,WHITE PINE,"1,360","5,994,623",367.32,"5,510,350",337.64,"178,099","249,135","57,038","1,282","6,059,476",393.88,0.837
30000,NEW HAMPSHIRE            ,BELKNAP,"10,121","36,240,021",298.39,"33,917,878",279.27,"1,298,889","722,340","300,912","9,348","36,012,151",321.03,0.910
30010,NEW HAMPSHIRE            ,CARROLL,"8,979","33,336,897",309.40,"31,365,134",291.10,"1,035,514","678,875","257,372","8,426","33,885,418",335.13,0.886
30020,NEW HAMPSHIRE            ,CHESHIRE,"10,711","40,666,736",316.39,"37,034,199",288.13,"2,404,711","844,567","383,257","9,785","38,201,413",325.34,0.934
30030,NEW HAMPSHIRE            ,COOS,"6,124","27,945,678",380.28,"25,948,486",353.10,"1,328,286","412,868","256,036","5,841","25,504,957",363.88,0.899
30040,NEW HAMPSHIRE            ,GRAFTON,"13,020","48,397,176",309.76,"42,084,860",269.36,"4,232,818","1,158,150","921,347","11,905","45,790,841",320.53,0.883
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"41,598","164,352,599",329.25,"155,863,777",312.24,"3,967,832","3,601,477","919,512","37,258","146,106,681",326.79,0.960
30060,NEW HAMPSHIRE            ,MERRIMACK,"18,246","73,497,230",335.68,"68,196,822",311.47,"3,507,500","847,672","945,236","16,728","65,824,817",327.92,0.930
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"35,109","138,960,096",329.83,"131,240,225",311.51,"3,579,331","3,141,009","999,529","31,888","128,704,131",336.34,0.943
30080,NEW HAMPSHIRE            ,STRAFFORD,"13,786","54,962,611",332.24,"52,949,380",320.07,"699,202","1,139,158","174,870","12,763","48,412,292",316.10,0.964
30090,NEW HAMPSHIRE            ,SULLIVAN,"6,382","25,888,312",338.04,"22,769,533",297.31,"2,131,293","572,292","415,193","5,874","22,610,002",320.76,0.880
31000,NEW JERSEY               ,ATLANTIC,"34,011","168,605,284",413.11,"151,214,909",370.50,"6,059,349","8,706,572","2,624,453","31,132","154,777,116",414.30,1.090
31100,NEW JERSEY               ,BERGEN,"114,560","619,238,448",450.45,"573,355,300",417.07,"21,112,270","17,840,017","6,930,859","105,011","546,178,523",433.43,1.071
31150,NEW JERSEY               ,BURLINGTON,"48,880","222,404,662",379.17,"200,149,875",341.23,"10,388,016","7,077,438","4,789,332","43,710","198,130,130",377.74,1.021
31160,NEW JERSEY               ,CAMDEN,"52,400","286,952,079",456.35,"246,193,818",391.53,"17,434,623","13,917,629","9,406,007","46,797","222,301,459",395.86,1.057
31180,NEW JERSEY               ,CAPE MAY,"18,001","87,956,041",407.18,"80,154,028",371.06,"3,176,993","3,311,953","1,313,066","16,883","83,136,708",410.36,1.054
31190,NEW JERSEY               ,CUMBERLAND,"16,829","90,268,578",446.99,"78,717,093",389.79,"2,649,241","7,813,177","1,089,065","15,670","74,808,630",397.83,1.134
31200,NEW JERSEY               ,ESSEX,"69,566","446,535,442",534.91,"382,807,889",458.57,"25,623,407","28,516,713","9,587,432","63,070","320,860,187",423.95,1.143
31220,NEW JERSEY               ,GLOUCESTER,"27,194","141,279,165",432.94,"122,601,396",375.70,"8,640,502","5,509,600","4,527,667","24,705","115,587,341",389.89,1.033
31230,NEW JERSEY               ,HUDSON,"48,151","308,154,912",533.31,"265,883,085",460.16,"10,520,619","27,349,224","4,401,983","45,546","233,218,765",426.71,1.132
31250,NEW JERSEY               ,HUNTERDON,"14,721","62,307,010",352.71,"57,481,755",325.40,"2,795,313","701,807","1,328,133","13,407","61,421,241",381.77,0.971
31260,NEW JERSEY               ,MERCER,"40,485","217,945,520",448.61,"196,785,158",405.06,"9,023,197","8,198,758","3,938,405","37,147","179,210,867",402.03,1.080
31270,NEW JERSEY               ,MIDDLESEX,"79,856","431,428,050",450.21,"381,044,533",397.64,"23,482,627","17,377,872","9,523,016","73,596","377,230,248",427.14,1.111
31290,NEW JERSEY               ,MONMOUTH,"76,442","396,482,368",432.23,"360,261,395",392.74,"17,664,897","12,030,789","6,525,286","70,352","356,184,462",421.91,1.068
31300,NEW JERSEY               ,MORRIS,"58,670","259,092,755",368.01,"239,007,653",339.48,"12,341,554","3,709,970","4,033,576","53,525","255,962,168",398.51,0.995
31310,NEW JERSEY               ,OCEAN,"100,303","539,097,165",447.89,"509,015,802",422.90,"14,163,053","11,258,211","4,660,098","95,429","501,837,235",438.23,1.142
31320,NEW JERSEY               ,PASSAIC,"49,691","285,727,045",479.17,"250,107,792",419.44,"10,961,154","19,527,959","5,130,138","46,178","228,644,954",412.62,1.068
31340,NEW JERSEY               ,SALEM,"8,709","49,831,696",476.82,"44,940,324",430.02,"1,595,132","2,587,636","708,602","8,243","37,735,841",381.49,1.119
31350,NEW JERSEY               ,SOMERSET,"32,686","148,378,382",378.29,"135,200,140",344.69,"7,439,030","2,994,237","2,744,973","29,863","144,552,036",403.38,1.003
31360,NEW JERSEY               ,SUSSEX,"16,091","71,844,149",372.07,"67,985,497",352.09,"2,238,331","1,044,741","575,579","14,616","64,997,420",370.58,0.933
31370,NEW JERSEY               ,UNION,"55,503","275,592,318",413.78,"246,354,928",369.88,"13,216,509","11,080,905","4,939,974","50,796","251,701,388",412.93,1.083
31390,NEW JERSEY               ,WARREN,"14,530","79,598,781",456.52,"74,264,731",425.93,"3,137,814","683,666","1,512,569","13,601","66,472,084",407.27,1.056
32000,NEW MEXICO               ,BERNALILLO,"40,703","113,810,322",233.01,"97,327,709",199.26,"3,650,676","11,535,950","1,295,985","34,915","111,907,962",267.10,0.891
32010,NEW MEXICO               ,CATRON,806,"1,844,021",190.66,"1,650,854",170.68,"33,263","146,511","13,392",725,"2,232,762",256.64,0.726
32020,NEW MEXICO               ,CHAVES,"8,158","28,940,345",295.62,"25,896,608",264.53,"483,608","2,366,035","194,092","7,920","32,993,654",347.16,0.966
32025,NEW MEXICO               ,CIBOLA,"2,126","6,340,776",248.54,"5,543,777",217.30,"137,650","618,860","40,486","1,886","5,401,730",238.68,0.912
32030,NEW MEXICO               ,COLFAX,"2,164","6,785,242",261.29,"6,464,320",248.93,"52,870","239,511","28,540","2,069","6,173,022",248.63,0.946
32040,NEW MEXICO               ,CURRY,"4,790","16,422,034",285.70,"15,151,251",263.59,"176,234","1,040,134","54,414","4,624","17,089,550",307.99,0.946
32050,NEW MEXICO               ,DEBACA,428,"1,394,019",271.42,"1,299,233",252.97,"8,388","82,740","3,656",416,"1,432,991",287.06,0.937
32060,NEW MEXICO               ,DONA ANA,"18,895","66,577,671",293.63,"57,951,743",255.59,"650,728","7,626,072","349,126","18,170","69,628,717",319.34,0.951
32070,NEW MEXICO               ,EDDY,"6,692","27,257,510",339.43,"24,400,885",303.86,"377,475","2,372,891","106,257","6,472","26,909,839",346.49,0.978
32080,NEW MEXICO               ,GRANT,"4,923","13,026,605",220.51,"11,608,958",196.51,"176,118","1,179,672","61,855","4,714","15,645,505",276.58,0.897
32090,NEW MEXICO               ,GUADALUPE,587,"2,577,725",365.95,"2,314,901",328.63,"36,660","214,988","11,174",582,"1,659,529",237.62,0.873
32100,NEW MEXICO               ,HARDING,156,"421,374",225.09,"393,004",209.94,"2,581","24,915",873,149,"429,605",240.27,0.897
32110,NEW MEXICO               ,HIDALGO,633,"2,041,419",268.75,"1,740,159",229.09,"44,100","243,636","13,523",594,"1,791,386",251.32,0.849
32120,NEW MEXICO               ,LEA,"6,223","25,955,576",347.58,"23,198,384",310.65,"360,023","2,293,065","104,104","6,075","26,305,683",360.85,0.929
32130,NEW MEXICO               ,LINCOLN,"3,522","9,890,539",234.02,"9,075,902",214.74,"117,665","659,363","37,608","3,360","11,241,479",278.81,0.794
32131,NEW MEXICO               ,LOS ALAMOS,"2,350","6,308,539",223.71,"5,794,530",205.48,"132,410","339,399","42,198","2,180","7,216,904",275.88,0.833
32140,NEW MEXICO               ,LUNA,"3,812","13,245,844",289.56,"11,852,224",259.10,"134,212","1,208,873","50,533","3,710","11,779,963",264.60,0.961
32150,NEW MEXICO               ,MCKINLEY,"5,638","19,840,382",293.25,"17,602,302",260.17,"371,525","1,770,797","95,758","5,174","17,003,116",273.86,0.961
32160,NEW MEXICO               ,MORA,646,"1,837,797",237.07,"1,670,581",215.50,"16,376","143,899","6,939",606,"1,942,651",267.14,0.860
32170,NEW MEXICO               ,OTERO,"7,210","29,901,857",345.61,"27,185,814",314.21,"226,991","2,394,604","94,446","6,848","27,326,387",332.53,0.988
32180,NEW MEXICO               ,QUAY,"1,625","5,929,702",304.09,"5,455,631",279.78,"81,020","365,444","27,606","1,554","5,828,540",312.56,0.962
32190,NEW MEXICO               ,RIO ARRIBA,"4,007","11,671,211",242.73,"10,618,584",220.83,"112,214","904,660","35,752","3,666","10,643,947",241.95,0.846
32200,NEW MEXICO               ,ROOSEVELT,"2,041","7,922,760",323.48,"7,387,630",301.63,"106,086","396,410","32,632","1,976","7,573,340",319.39,0.930
32210,NEW MEXICO               ,SANDOVAL,"7,212","19,409,750",224.28,"17,260,364",199.44,"336,699","1,685,746","126,941","6,224","20,517,338",274.71,0.841
32220,NEW MEXICO               ,SAN JUAN,"12,313","46,570,783",315.19,"41,619,067",281.67,"346,358","4,524,618","80,739","11,585","40,758,707",293.19,0.931
32230,NEW MEXICO               ,SAN MIGUEL,"3,486","10,732,642",256.57,"9,722,054",232.41,"110,049","862,397","38,141","3,378","10,104,775",249.28,0.915
32240,NEW MEXICO               ,SANTA FE,"15,600","40,989,409",218.96,"36,655,373",195.81,"761,003","3,313,439","259,592","14,153","44,514,262",262.10,0.796
32250,NEW MEXICO               ,SIERRA,"2,682","8,544,887",265.50,"7,754,202",240.93,"64,629","696,885","29,170","2,541","8,216,283",269.46,0.891
32260,NEW MEXICO               ,SOCORRO,"1,820","5,148,640",235.74,"4,690,613",214.77,"65,396","373,715","18,914","1,713","6,122,267",297.83,0.871
32270,NEW MEXICO               ,TAOS,"4,150","12,672,781",254.47,"11,532,929",231.58,"152,963","939,055","47,832","3,887","10,626,155",227.81,0.844
32280,NEW MEXICO               ,TORRANCE,"1,061","3,041,381",238.88,"2,540,514",199.54,"106,883","358,504","35,481",893,"2,416,832",225.53,0.800
32290,NEW MEXICO               ,UNION,737,"2,891,901",326.99,"2,670,631",301.97,"47,821","158,439","15,010",700,"2,528,148",300.97,0.837
32300,NEW MEXICO               ,VALENCIA,"4,579","12,156,564",221.24,"10,415,848",189.56,"335,957","1,298,037","106,721","3,813","11,536,236",252.13,0.865
33000,NEW YORK                 ,ALBANY,"24,245","85,457,649",293.73,"74,657,589",256.61,"3,998,163","4,531,131","2,270,764","21,508","80,620,439",312.37,1.063
33010,NEW YORK                 ,ALLEGANY,"4,749","18,679,231",327.77,"16,238,515",284.95,"938,973","1,095,067","406,676","4,351","14,786,876",283.21,1.028
33020,NEW YORK                 ,BRONX,"67,036","603,917,344",750.74,"391,707,183",486.94,"66,453,859","92,929,002","52,827,299","58,473","289,015,253",411.89,1.119
33030,NEW YORK                 ,BROOME,"23,458","83,267,439",295.80,"72,924,243",259.06,"3,578,955","4,702,761","2,061,476","21,982","82,091,169",311.21,1.018
33040,NEW YORK                 ,CATTARAUGUS,"7,267","30,779,682",352.96,"27,231,358",312.27,"1,049,659","1,907,875","590,790","6,640","24,624,508",309.04,1.043
33050,NEW YORK                 ,CAYUGA,"9,003","34,747,216",321.63,"31,148,628",288.32,"1,303,883","1,803,588","491,116","8,494","30,603,357",300.24,1.001
33060,NEW YORK                 ,CHAUTAUQUA,"12,600","42,617,661",281.86,"38,320,900",253.45,"999,293","2,781,834","515,632","11,470","41,689,635",302.89,1.017
33070,NEW YORK                 ,CHEMUNG,"10,128","40,644,065",334.42,"36,745,700",302.34,"786,627","2,840,910","270,827","9,566","34,525,332",300.76,1.098
33080,NEW YORK                 ,CHENANGO,"5,967","20,379,733",284.62,"18,036,252",251.89,"882,478","1,093,241","367,759","5,513","18,505,935",279.73,0.942
33090,NEW YORK                 ,CLINTON,"9,251","42,745,392",385.05,"39,331,505",354.30,"907,807","2,334,907","171,172","8,778","32,417,121",307.75,0.986
33200,NEW YORK                 ,COLUMBIA,"8,260","32,659,178",329.49,"29,138,285",293.97,"1,211,061","1,795,552","514,278","7,584","28,974,977",318.38,1.018
33210,NEW YORK                 ,CORTLAND,"4,993","20,055,372",334.72,"17,719,092",295.73,"753,893","1,297,876","284,510","4,611","17,516,598",316.57,1.063
33220,NEW YORK                 ,DELAWARE,"6,398","25,342,100",330.08,"22,664,463",295.20,"1,144,506","1,059,793","473,337","5,954","22,136,494",309.83,0.962
33230,NEW YORK                 ,DUTCHESS,"34,335","164,571,995",399.43,"152,247,284",369.51,"2,446,824","8,917,148","960,737","31,832","139,454,724",365.08,1.025
33240,NEW YORK                 ,ERIE,"59,072","227,068,852",320.33,"192,117,157",271.02,"13,471,828","12,257,852","9,222,014","48,294","171,047,620",295.15,1.006
33260,NEW YORK                 ,ESSEX,"5,811","24,499,867",351.34,"22,530,353",323.10,"695,788","1,093,066","180,658","5,505","20,100,074",304.27,0.948
33270,NEW YORK                 ,FRANKLIN,"5,350","19,032,493",296.46,"16,967,755",264.30,"650,327","1,285,372","129,037","5,036","17,184,784",284.37,0.979
33280,NEW YORK                 ,FULTON,"4,840","17,927,323",308.67,"15,857,144",273.02,"457,318","1,409,800","203,059","4,458","15,803,941",295.42,1.051
33290,NEW YORK                 ,GENESEE,"4,095","17,246,233",350.96,"14,500,525",295.09,"946,896","1,363,840","434,972","3,555","12,505,266",293.14,1.046
33300,NEW YORK                 ,GREENE,"6,055","22,339,275",307.45,"19,648,178",270.41,"916,522","1,289,831","484,743","5,601","21,785,424",324.13,1.024
33310,NEW YORK                 ,HAMILTON,971,"2,503,601",214.86,"2,278,097",195.51,"58,627","134,067","32,809",918,"3,049,567",276.83,0.936
33320,NEW YORK                 ,HERKIMER,"6,745","30,286,666",374.19,"27,592,286",340.90,"1,174,746","1,025,828","493,805","6,268","23,020,120",306.05,1.056
33330,NEW YORK                 ,JEFFERSON,"10,566","39,770,310",313.67,"36,414,613",287.20,"1,084,899","1,927,878","342,920","9,982","36,190,897",302.13,1.030
33331,NEW YORK                 ,KINGS,"163,131","1,342,304,436",685.70,"883,729,959",451.44,"140,371,077","211,582,235","106,621,165","145,559","933,906,658",534.67,1.330
33340,NEW YORK                 ,LEWIS,"2,880","8,984,663",259.97,"8,066,865",233.42,"305,093","496,995","115,709","2,728","8,239,021",251.68,0.984
33350,NEW YORK                 ,LIVINGSTON,"3,349","11,444,959",284.79,"9,148,137",227.63,"1,042,422","775,799","478,599","2,877","10,008,828",289.91,1.006
33360,NEW YORK                 ,MADISON,"7,363","24,734,957",279.95,"21,892,312",247.77,"1,081,291","1,348,848","412,505","6,762","24,145,818",297.57,0.951
33370,NEW YORK                 ,MONROE,"31,563","115,715,196",305.51,"91,801,637",242.38,"11,262,957","6,432,250","6,218,351","25,797","89,758,887",289.95,1.043
33380,NEW YORK                 ,MONTGOMERY,"6,271","24,187,166",321.42,"21,549,545",286.37,"786,773","1,531,818","319,029","5,797","22,922,453",329.52,1.097
33400,NEW YORK                 ,NASSAU,"156,777","906,073,695",481.61,"771,522,624",410.10,"67,302,899","26,877,054","40,371,117","140,238","812,588,593",482.86,1.116
33420,NEW YORK                 ,NEW YORK,"147,599","902,353,339",509.46,"628,032,586",354.58,"102,492,884","103,889,668","67,938,199","125,856","632,627,836",418.88,1.103
33500,NEW YORK                 ,NIAGARA,"16,425","70,580,826",358.10,"59,902,517",303.92,"2,729,384","6,458,538","1,490,386","14,662","55,397,723",314.86,1.015
33510,NEW YORK                 ,ONEIDA,"27,217","112,432,631",344.25,"102,993,126",315.35,"2,974,111","5,096,813","1,368,579","25,171","96,567,813",319.71,1.059
33520,NEW YORK                 ,ONONDAGA,"50,276","201,821,845",334.52,"172,170,278",285.38,"11,273,856","13,601,330","4,776,377","46,255","175,943,403",316.98,0.998
33530,NEW YORK                 ,ONTARIO,"7,008","22,581,817",268.52,"19,496,377",231.83,"1,245,924","1,341,739","497,775","5,730","18,330,065",266.58,0.983
33540,NEW YORK                 ,ORANGE,"36,038","192,695,628",445.58,"177,383,404",410.18,"3,708,628","10,082,955","1,520,641","33,295","153,453,772",384.08,1.090
33550,NEW YORK                 ,ORLEANS,"2,450","10,103,933",343.67,"8,816,847",299.89,"499,726","590,508","196,851","2,227","7,027,958",262.98,0.950
33560,NEW YORK                 ,OSWEGO,"11,430","49,001,962",357.26,"42,883,031",312.65,"2,307,610","2,891,562","919,757","10,697","42,766,478",333.17,0.959
33570,NEW YORK                 ,OTSEGO,"8,364","31,449,901",313.35,"27,564,570",274.64,"1,943,467","1,191,660","750,203","7,710","25,718,849",277.98,0.920
33580,NEW YORK                 ,PUTNAM,"10,656","54,600,808",427.00,"49,994,800",390.98,"2,033,077","1,856,630","716,301","9,741","47,334,867",404.95,1.009
33590,NEW YORK                 ,QUEENS,"155,463","1,018,438,424",545.92,"740,622,721",397.00,"100,449,766","104,689,173","72,676,763","137,485","746,426,897",452.43,1.191
33600,NEW YORK                 ,RENSSELAER,"13,443","48,864,942",302.91,"43,094,173",267.14,"1,876,036","3,037,435","857,297","11,818","46,205,880",325.82,1.076
33610,NEW YORK                 ,RICHMOND,"32,506","203,596,001",521.94,"155,385,224",398.35,"18,021,967","20,477,792","9,711,016","28,754","154,981,057",449.16,1.086
33620,NEW YORK                 ,ROCKLAND,"34,268","175,057,997",425.71,"154,833,484",376.53,"4,947,799","13,338,918","1,937,795","30,821","162,821,919",440.24,1.068
33630,NEW YORK                 ,ST. LAWRENCE,"13,185","49,884,881",315.29,"44,393,051",280.58,"1,836,746","3,222,532","432,551","12,599","44,247,302",292.66,0.971
33640,NEW YORK                 ,SARATOGA,"18,666","56,959,988",254.29,"51,992,673",232.12,"1,542,863","2,706,995","717,455","16,684","60,741,753",303.39,1.000
33650,NEW YORK                 ,SCHENECTADY,"15,740","51,026,208",270.15,"45,914,698",243.09,"1,681,111","2,325,150","1,105,247","14,147","48,498,721",285.68,1.027
33660,NEW YORK                 ,SCHOHARIE,"3,939","13,220,740",279.70,"11,530,130",243.93,"849,461","532,862","308,285","3,647","12,516,192",285.99,0.912
33670,NEW YORK                 ,SCHUYLER,"2,268","8,573,257",315.01,"7,964,103",292.63,"157,818","394,209","57,125","2,135","7,313,033",285.44,0.985
33680,NEW YORK                 ,SENECA,"2,777","9,957,037",298.79,"8,786,012",263.65,"404,469","622,424","144,131","2,490","8,200,742",274.46,0.950
33690,NEW YORK                 ,STEUBEN,"11,634","43,820,388",313.88,"39,083,475",279.95,"1,581,234","2,666,215","489,462","10,954","35,108,428",267.09,0.987
33700,NEW YORK                 ,SUFFOLK,"160,339","847,102,276",440.27,"747,181,651",388.33,"46,790,163","32,551,804","20,578,656","144,537","782,865,045",451.36,1.067
33710,NEW YORK                 ,SULLIVAN,"10,265","52,464,585",425.92,"46,933,886",381.02,"1,436,779","3,495,223","598,696","9,631","41,580,574",359.78,1.017
33720,NEW YORK                 ,TIOGA,"5,422","19,627,953",301.67,"16,993,916",261.19,"1,245,478","871,459","517,098","5,062","19,513,598",321.24,0.966
33730,NEW YORK                 ,TOMPKINS,"9,150","23,655,632",215.44,"21,131,675",192.46,"852,754","1,388,347","282,855","8,220","26,446,260",268.11,0.932
33740,NEW YORK                 ,ULSTER,"21,633","96,901,961",373.28,"86,437,435",332.97,"2,486,093","6,304,326","1,674,106","20,118","82,087,777",340.03,1.030
33750,NEW YORK                 ,WARREN,"7,403","26,207,776",295.01,"24,106,086",271.35,"677,746","1,229,262","194,681","6,788","26,244,107",322.19,1.021
33760,NEW YORK                 ,WASHINGTON,"6,029","23,447,521",324.09,"21,713,534",300.13,"531,605","1,059,548","142,833","5,527","21,610,666",325.83,1.072
33770,NEW YORK                 ,WAYNE,"5,639","22,766,277",336.44,"19,762,933",292.06,"1,199,551","1,334,537","469,255","4,908","16,151,717",274.24,1.004
33800,NEW YORK                 ,WESTCHESTER,"107,165","591,671,802",460.09,"502,825,285",391.01,"29,188,141","44,288,226","15,370,149","95,130","489,618,980",428.90,1.068
33900,NEW YORK                 ,WYOMING,"2,584","10,393,176",335.18,"9,097,855",293.40,"529,872","502,624","262,823","2,250","7,264,671",269.06,0.964
33910,NEW YORK                 ,YATES,"2,223","6,140,485",230.19,"5,272,712",197.66,"388,369","341,751","137,653","1,949","6,538,518",279.57,0.955
34000,NORTH CAROLINA           ,ALAMANCE,"12,648","46,727,524",307.87,"40,357,425",265.90,"2,127,623","3,563,884","678,590","11,721","44,361,372",315.40,0.938
34010,NORTH CAROLINA           ,ALEXANDER,"4,239","13,645,744",268.26,"12,298,137",241.77,"248,245","1,008,189","91,172","4,047","16,174,131",333.05,0.976
34020,NORTH CAROLINA           ,ALLEGHANY,"1,817","7,469,760",342.59,"6,613,077",303.30,"304,035","398,069","154,578","1,778","6,523,505",305.75,0.978
34030,NORTH CAROLINA           ,ANSON,"3,410","16,410,636",401.04,"14,539,012",355.30,"309,790","1,460,027","101,805","3,286","14,657,639",371.72,1.063
34040,NORTH CAROLINA           ,ASHE,"4,323","15,002,813",289.21,"13,615,045",262.45,"425,551","755,584","206,632","4,188","15,057,423",299.61,0.954
34050,NORTH CAROLINA           ,AVERY,"2,929","11,847,284",337.07,"10,972,896",312.19,"225,635","566,995","81,757","2,822","10,593,874",312.84,0.948
34060,NORTH CAROLINA           ,BEAUFORT,"8,277","29,637,094",298.39,"25,107,981",252.79,"1,206,844","2,660,796","661,472","8,008","28,462,114",296.18,0.886
34070,NORTH CAROLINA           ,BERTIE,"3,248","14,161,163",363.33,"12,181,329",312.53,"450,411","1,284,164","245,258","3,164","12,522,364",329.81,0.948
34080,NORTH CAROLINA           ,BLADEN,"4,077","20,168,245",412.24,"17,516,257",358.03,"435,855","2,118,437","97,694","3,929","17,355,798",368.11,1.021
34090,NORTH CAROLINA           ,BRUNSWICK,"19,085","57,061,420",249.15,"50,483,352",220.43,"1,896,017","4,258,851","423,199","18,462","75,325,127",340.00,0.869
34100,NORTH CAROLINA           ,BUNCOMBE,"30,496","108,331,560",296.03,"97,270,014",265.80,"2,065,726","8,258,667","737,153","28,774","104,321,073",302.13,0.930
34110,NORTH CAROLINA           ,BURKE,"10,649","39,125,228",306.17,"35,531,647",278.05,"567,604","2,834,349","191,627","10,245","38,908,991",316.49,0.962
34120,NORTH CAROLINA           ,CABARRUS,"17,410","74,190,025",355.11,"68,268,117",326.77,"1,358,515","4,020,167","543,224","16,542","67,764,065",341.37,0.993
34130,NORTH CAROLINA           ,CALDWELL,"9,070","34,844,595",320.15,"31,825,579",292.41,"494,412","2,354,979","169,623","8,673","34,413,196",330.65,0.965
34140,NORTH CAROLINA           ,CAMDEN,"1,114","3,776,494",282.50,"3,442,605",257.53,"90,049","226,498","17,341","1,059","4,096,125",322.33,0.937
34150,NORTH CAROLINA           ,CARTERET,"10,360","43,825,926",352.53,"39,755,299",319.78,"1,063,077","2,590,660","416,888","9,999","38,937,134",324.51,0.935
34160,NORTH CAROLINA           ,CASWELL,"2,156","8,274,432",319.82,"7,151,475",276.42,"383,307","623,254","116,394","2,050","7,354,624",298.97,0.998
34170,NORTH CAROLINA           ,CATAWBA,"19,282","63,116,774",272.78,"56,473,084",244.07,"1,242,773","4,942,019","458,897","18,393","71,346,465",323.25,0.923
34180,NORTH CAROLINA           ,CHATHAM,"5,347","22,360,449",348.49,"17,711,412",276.03,"2,019,316","1,836,676","793,043","5,047","18,351,266",303.01,0.900
34190,NORTH CAROLINA           ,CHEROKEE,"4,877","16,861,252",288.11,"15,273,804",260.98,"214,115","1,300,583","72,748","4,703","17,049,594",302.10,0.961
34200,NORTH CAROLINA           ,CHOWAN,"2,640","11,672,923",368.46,"10,354,921",326.86,"401,987","713,181","202,832","2,555","10,327,904",336.85,0.958
34210,NORTH CAROLINA           ,CLAY,"2,028","6,476,217",266.12,"5,864,949",241.00,"107,126","471,736","32,405","1,969","7,779,961",329.27,0.942
34220,NORTH CAROLINA           ,CLEVELAND,"14,631","58,691,774",334.29,"51,619,354",294.01,"980,700","5,805,658","286,061","14,235","54,094,629",316.68,0.961
34230,NORTH CAROLINA           ,COLUMBUS,"8,215","41,310,736",419.06,"35,045,249",355.50,"1,038,421","5,007,345","219,719","7,986","37,579,851",392.14,1.046
34240,NORTH CAROLINA           ,CRAVEN,"15,705","64,195,246",340.63,"58,603,873",310.96,"1,208,380","3,935,505","447,486","15,179","59,699,142",327.75,0.938
34250,NORTH CAROLINA           ,CUMBERLAND,"26,055","111,795,704",357.56,"93,617,938",299.42,"2,950,518","14,448,310","778,938","24,838","92,195,753",309.32,0.969
