"AGED -- 2010 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) ",,,,,,,,,,,,,,
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE,,,,,,,,,,,,,,
BENEFICIARIES ENROLLED IN PARTS A AND/OR B  ,,,,,,,,,,,,,,
PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY,,,,,,,,,,,,,,
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
16140,IOWA                     ,CASS,"2,742","10,044,335",305.26,"8,992,001",273.28,"453,455","392,390","206,487","2,663","10,365,349",324.36,0.839
16150,IOWA                     ,CEDAR,"2,245","6,600,247",245.00,"6,003,360",222.84,"202,247","316,275","78,364","2,101","6,793,955",269.47,0.928
16160,IOWA                     ,CERRO GORDO,"7,815","25,704,021",274.09,"23,032,457",245.60,"1,155,332","1,130,541","385,689","7,469","26,990,851",301.14,0.981
16170,IOWA                     ,CHEROKEE,"2,028","5,523,272",226.96,"5,328,214",218.94,"56,578","113,818","24,660","1,958","6,953,589",295.95,0.913
16180,IOWA                     ,CHICKASAW,"2,152","8,453,577",327.35,"7,869,662",304.74,"286,109","205,806","91,998","2,081","9,933,014",397.77,0.893
16190,IOWA                     ,CLARKE,"1,270","6,071,167",398.37,"5,796,283",380.33,"91,554","132,571","50,758","1,193","5,051,856",352.88,0.885
16200,IOWA                     ,CLAY,"3,026","9,219,332",253.89,"8,842,702",243.52,"184,633","142,034","49,961","2,939","9,614,621",272.62,0.903
16210,IOWA                     ,CLAYTON,"2,896","9,491,471",273.12,"8,944,063",257.37,"254,359","221,787","71,260","2,760","9,811,440",296.24,0.876
16220,IOWA                     ,CLINTON,"7,008","29,237,214",347.66,"26,692,499",317.41,"754,742","1,573,719","216,252","6,701","24,423,963",303.74,1.025
16230,IOWA                     ,CRAWFORD,"2,415","8,604,342",296.91,"7,645,992",263.84,"386,239","361,070","211,039","2,298","8,229,984",298.45,0.866
16240,IOWA                     ,DALLAS,"4,483","15,677,187",291.42,"14,160,225",263.22,"468,734","829,359","218,868","4,163","14,174,569",283.74,0.898
16250,IOWA                     ,DAVIS,"1,248","3,827,894",255.60,"3,596,192",240.13,"78,071","123,412","30,218","1,192","4,017,550",280.87,0.913
16260,IOWA                     ,DECATUR,"1,319","5,120,926",323.54,"4,732,333",298.98,"125,358","220,925","42,308","1,257","4,936,372",327.26,0.877
16270,IOWA                     ,DELAWARE,"2,167","6,786,572",260.98,"6,242,660",240.07,"190,434","291,751","61,726","2,067","7,596,910",306.28,0.940
16280,IOWA                     ,DES MOINES,"6,457","24,835,248",320.52,"22,742,637",293.51,"545,105","1,393,488","154,018","6,218","23,014,633",308.44,0.926
16290,IOWA                     ,DICKINSON,"3,591","9,139,122",212.08,"8,641,101",200.53,"185,622","246,960","65,436","3,464","11,053,762",265.92,0.848
16300,IOWA                     ,DUBUQUE,"8,657","24,033,500",231.35,"22,910,014",220.53,"485,418","514,317","123,750","8,016","26,267,438",273.07,0.878
16310,IOWA                     ,EMMET,"1,823","6,856,024",313.40,"6,542,040",299.05,"115,558","154,899","43,524","1,774","6,754,429",317.29,0.925
16320,IOWA                     ,FAYETTE,"3,361","12,230,495",303.25,"11,163,539",276.79,"464,016","470,320","132,618","3,268","13,453,750",343.07,0.950
16330,IOWA                     ,FLOYD,"2,947","11,386,342",321.98,"10,502,562",296.98,"460,653","283,548","139,578","2,842","11,402,306",334.34,0.904
16340,IOWA                     ,FRANKLIN,"1,692","6,074,565",299.18,"5,604,309",276.02,"197,978","208,487","63,789","1,628","5,797,972",296.78,0.865
16350,IOWA                     ,FREMONT,"1,305","6,015,935",384.16,"5,534,765",353.43,"183,725","234,895","62,548","1,256","5,494,953",364.58,0.989
16360,IOWA                     ,GREENE,"1,566","5,445,342",289.77,"5,205,186",276.99,"91,695","120,214","28,245","1,499","6,068,997",337.39,0.954
16370,IOWA                     ,GRUNDY,"1,911","6,162,465",268.73,"5,634,561",245.71,"188,673","278,466","60,764","1,851","7,612,457",342.72,0.922
16380,IOWA                     ,GUTHRIE,"1,959","7,938,431",337.69,"7,451,006",316.96,"163,608","256,362","67,453","1,867","6,863,883",306.37,0.878
16390,IOWA                     ,HAMILTON,"2,460","9,610,523",325.56,"9,255,012",313.52,"123,111","192,222","40,176","2,351","10,090,775",357.68,1.028
16400,IOWA                     ,HANCOCK,"1,943","7,475,641",320.62,"6,926,882",297.09,"240,897","227,539","80,321","1,867","7,803,816",348.32,0.931
16410,IOWA                     ,HARDIN,"3,524","14,082,847",333.02,"13,289,483",314.26,"297,372","418,058","77,932","3,401","13,091,963",320.79,0.931
16420,IOWA                     ,HARRISON,"2,497","11,720,943",391.17,"10,713,581",357.55,"301,070","583,563","122,729","2,401","11,155,765",387.19,0.983
16430,IOWA                     ,HENRY,"2,882","8,314,876",240.43,"7,314,116",211.49,"444,646","431,088","125,026","2,774","9,306,984",279.59,0.906
16440,IOWA                     ,HOWARD,"1,651","5,575,530",281.42,"5,052,839",255.04,"301,729","107,831","113,130","1,577","6,391,681",337.76,0.936
16450,IOWA                     ,HUMBOLDT,"1,772","5,627,183",264.63,"5,295,917",249.06,"109,648","192,972","28,644","1,691","6,889,707",339.53,0.937
16460,IOWA                     ,IDA,"1,261","4,761,598",314.67,"4,552,552",300.86,"42,914","143,567","22,563","1,209","5,026,306",346.45,1.011
16470,IOWA                     ,IOWA,"2,322","9,393,548",337.12,"8,664,917",310.97,"311,382","319,782","97,466","2,202","7,260,524",274.77,0.926
16480,IOWA                     ,JACKSON,"2,846","9,754,923",285.63,"8,936,522",261.67,"330,281","403,466","84,654","2,705","10,482,244",322.93,0.968
16490,IOWA                     ,JASPER,"5,086","15,506,850",254.08,"14,394,808",235.86,"332,340","630,081","149,619","4,892","15,059,041",256.52,0.873
16500,IOWA                     ,JEFFERSON,"1,985","6,122,401",257.03,"5,541,507",232.64,"265,912","239,243","75,738","1,856","6,612,021",296.88,0.882
16510,IOWA                     ,JOHNSON,"9,375","27,240,800",242.14,"23,052,894",204.91,"1,994,941","1,541,946","651,018","8,307","25,156,475",252.36,0.903
16520,IOWA                     ,JONES,"2,665","9,580,522",299.58,"8,959,787",280.17,"165,266","390,776","64,693","2,532","10,336,262",340.19,0.961
16530,IOWA                     ,KEOKUK,"1,850","6,823,881",307.38,"6,139,135",276.54,"307,223","286,025","91,496","1,749","6,221,823",296.45,0.959
16540,IOWA                     ,KOSSUTH,"3,035","11,226,645",308.25,"10,477,616",287.69,"347,082","309,007","92,938","2,931","11,107,647",315.81,0.860
16550,IOWA                     ,LEE,"5,356","18,566,671",288.88,"16,795,346",261.32,"607,809","1,000,641","162,874","5,182","17,598,708",283.01,0.936
16560,IOWA                     ,LINN,"19,913","65,378,849",273.60,"60,870,836",254.74,"1,143,792","2,883,997","480,223","18,537","65,944,180",296.45,0.982
16570,IOWA                     ,LOUISA,"1,486","4,844,424",271.67,"4,214,131",236.32,"254,946","293,341","82,005","1,408","4,550,580",269.33,0.893
16580,IOWA                     ,LUCAS,"1,566","5,065,792",269.57,"4,676,242",248.84,"116,405","224,900","48,243","1,483","5,462,420",306.95,0.935
16590,IOWA                     ,LYON,"1,681","6,850,350",339.60,"6,430,870",318.80,"100,704","276,193","42,581","1,608","6,035,280",312.77,0.839
16600,IOWA                     ,MADISON,"1,908","5,787,351",252.77,"5,295,170",231.27,"154,186","259,895","78,098","1,782","6,154,921",287.83,0.874
16610,IOWA                     ,MAHASKA,"2,996","8,785,723",244.37,"8,153,128",226.78,"249,175","306,636","76,783","2,836","9,359,190",275.01,0.938
16620,IOWA                     ,MARION,"4,763","15,458,460",270.46,"14,421,612",252.32,"339,740","575,337","121,770","4,508","18,450,304",341.07,0.906
16630,IOWA                     ,MARSHALL,"6,046","16,819,692",231.83,"15,508,218",213.75,"383,486","808,044","119,942","5,781","19,064,558",274.82,0.995
16640,IOWA                     ,MILLS,"1,800","6,387,899",295.74,"5,804,356",268.72,"183,565","295,933","104,043","1,704","6,026,656",294.73,0.979
16650,IOWA                     ,MITCHELL,"2,281","7,435,671",271.65,"6,758,964",246.93,"397,830","165,107","113,770","2,227","7,939,225",297.08,0.805
16660,IOWA                     ,MONONA,"1,761","6,680,669",316.14,"6,011,893",284.49,"272,235","257,687","138,852","1,685","6,415,803",317.30,0.951
16670,IOWA                     ,MONROE,"1,259","4,528,150",299.72,"4,287,698",283.80,"66,712","147,103","26,635","1,210","4,620,857",318.24,0.981
16680,IOWA                     ,MONTGOMERY,"2,016","9,052,867",374.21,"8,599,895",355.49,"161,669","217,593","73,707","1,945","7,819,593",335.03,0.996
16690,IOWA                     ,MUSCATINE,"4,838","18,116,922",312.06,"16,067,119",276.75,"721,430","1,091,152","237,220","4,570","15,531,108",283.21,0.931
16700,IOWA                     ,O'BRIEN,"2,715","8,726,989",267.86,"8,305,567",254.93,"148,746","230,415","42,259","2,623","10,159,310",322.76,0.831
16710,IOWA                     ,OSCEOLA,"1,104","3,372,485",254.57,"3,210,052",242.30,"37,485","109,130","15,817","1,063","3,511,013",275.24,0.857
16720,IOWA                     ,PAGE,"2,835","12,948,138",380.60,"11,777,996",346.21,"475,510","545,175","149,455","2,732","12,134,397",370.13,1.025
16730,IOWA                     ,PALO ALTO,"1,931","6,525,066",281.59,"6,096,561",263.10,"217,881","148,150","62,472","1,875","7,664,978",340.67,0.893
16740,IOWA                     ,PLYMOUTH,"3,008","10,410,133",288.40,"9,883,198",273.80,"142,190","320,759","63,984","2,829","11,508,552",339.01,0.962
16750,IOWA                     ,POCAHONTAS,"1,589","5,727,589",300.38,"5,493,913",288.12,"82,305","123,692","27,677","1,534","6,545,938",355.60,0.951
16760,IOWA                     ,POLK,"40,337","134,454,956",277.77,"118,815,052",245.46,"4,560,389","8,683,602","2,395,912","36,934","128,049,391",288.91,0.949
16770,IOWA                     ,POTTAWATTAMIE,"10,127","36,631,332",301.43,"32,889,440",270.64,"899,766","2,479,620","362,505","9,450","34,977,649",308.44,0.931
16780,IOWA                     ,POWESHIEK,"3,067","8,549,867",232.31,"7,721,641",209.80,"347,669","378,439","102,117","2,902","9,427,612",270.72,0.892
16790,IOWA                     ,RINGGOLD,960,"3,416,890",296.61,"3,213,102",278.92,"58,723","125,162","19,902",926,"4,377,732",393.96,0.960
16800,IOWA                     ,SAC,"2,182","9,134,612",348.86,"8,865,297",338.58,"92,506","143,498","33,309","2,100","7,909,942",313.89,0.981
16810,IOWA                     ,SCOTT,"17,551","66,737,328",316.87,"61,699,202",292.95,"1,275,493","3,189,476","573,155","16,449","61,439,162",311.26,0.965
16820,IOWA                     ,SHELBY,"2,193","8,890,742",337.85,"7,790,059",296.02,"426,253","426,942","247,487","2,100","9,034,202",358.50,0.936
16830,IOWA                     ,SIOUX,"4,195","11,751,183",233.44,"11,211,853",222.72,"132,538","356,727","50,063","4,028","15,069,341",311.76,0.900
16840,IOWA                     ,STORY,"8,332","27,125,963",271.30,"25,996,554",260.01,"371,893","626,764","130,750","7,659","28,466,130",309.72,0.968
16850,IOWA                     ,TAMA,"2,809","9,462,266",280.71,"8,557,059",253.86,"311,347","491,094","102,765","2,673","10,615,528",330.95,0.952
16860,IOWA                     ,TAYLOR,"1,247","4,794,880",320.43,"4,429,809",296.03,"124,500","178,378","62,191","1,210","4,839,585",333.30,0.910
16870,IOWA                     ,UNION,"2,289","5,877,114",213.96,"5,520,111",200.97,"123,821","177,713","55,467","2,178","7,667,464",293.37,0.879
16880,IOWA                     ,VAN BUREN,"1,380","5,620,088",339.38,"5,029,719",303.73,"263,825","256,563","69,980","1,322","4,720,816",297.58,0.887
16890,IOWA                     ,WAPELLO,"5,589","22,632,563",337.46,"20,282,323",302.41,"604,960","1,558,903","186,376","5,393","18,163,141",280.66,1.017
16900,IOWA                     ,WARREN,"4,864","15,457,581",264.83,"13,728,631",235.21,"492,752","987,336","248,860","4,517","15,541,178",286.72,0.923
16910,IOWA                     ,WASHINGTON,"3,353","10,198,951",253.48,"9,142,510",227.22,"488,818","404,576","163,045","3,155","10,853,753",286.68,0.951
16920,IOWA                     ,WAYNE,"1,213","4,094,039",281.26,"3,865,016",265.53,"61,085","144,191","23,746","1,163","4,239,832",303.80,0.962
16930,IOWA                     ,WEBSTER,"5,985","18,748,668",261.05,"17,421,929",242.58,"423,145","769,008","134,584","5,732","20,996,534",305.25,1.011
16940,IOWA                     ,WINNEBAGO,"2,086","7,694,464",307.39,"6,944,382",277.42,"344,613","296,524","108,943","2,014","6,724,746",278.25,0.927
16950,IOWA                     ,WINNESHIEK,"2,985","8,451,661",235.95,"7,751,027",216.39,"424,450","131,610","144,571","2,834","10,090,949",296.72,0.902
16960,IOWA                     ,WOODBURY,"10,168","35,614,724",291.89,"32,770,325",268.57,"482,557","2,040,771","321,069","9,471","32,837,039",288.93,0.990
16970,IOWA                     ,WORTH,"1,244","3,724,554",249.50,"3,324,338",222.69,"196,128","142,338","61,748","1,180","4,023,415",284.14,0.935
16980,IOWA                     ,WRIGHT,"2,582","11,704,145",377.75,"11,130,894",359.25,"234,038","266,464","72,747","2,514","12,110,088",401.42,0.995
17000,KANSAS                   ,ALLEN,"2,167","9,590,115",368.79,"9,219,210",354.53,"110,971","203,104","56,829","2,093","8,439,184",336.01,0.917
17010,KANSAS                   ,ANDERSON,"1,428","6,280,640",366.52,"6,040,330",352.49,"81,851","126,513","31,945","1,367","6,011,491",366.46,0.895
17020,KANSAS                   ,ATCHISON,"2,359","8,802,260",310.95,"8,334,285",294.41,"164,966","236,746","66,260","2,233","8,284,607",309.17,0.933
17030,KANSAS                   ,BARBER,894,"4,515,687",420.93,"4,343,077",404.84,"57,716","79,951","34,941",863,"3,881,350",374.79,0.856
17040,KANSAS                   ,BARTON,"4,337","19,002,515",365.12,"18,380,185",353.17,"142,525","407,271","72,533","4,168","23,210,504",464.06,0.941
17050,KANSAS                   ,BOURBON,"2,354","8,012,195",283.64,"7,408,931",262.28,"92,647","465,636","44,980","2,259","8,727,242",321.94,0.993
17060,KANSAS                   ,BROWN,"1,706","6,971,126",340.52,"6,749,469",329.69,"60,278","147,080","14,297","1,641","7,286,640",370.03,0.914
17070,KANSAS                   ,BUTLER,"6,963","24,632,162",294.80,"22,539,401",269.75,"618,858","1,086,534","387,368","6,623","27,680,990",348.29,0.964
17080,KANSAS                   ,CHASE,462,"1,730,385",312.12,"1,652,872",298.14,"22,933","45,168","9,412",441,"1,527,590",288.66,0.826
17090,KANSAS                   ,CHAUTAUQUA,732,"2,956,981",336.63,"2,800,761",318.85,"45,552","92,709","17,957",713,"2,773,350",324.14,0.949
17100,KANSAS                   ,CHEROKEE,"2,983","13,870,380",387.48,"12,622,306",352.62,"81,066","1,127,791","39,216","2,869","11,118,497",322.95,1.034
17110,KANSAS                   ,CHEYENNE,665,"3,067,169",384.36,"2,908,831",364.52,"47,985","78,349","32,003",639,"3,317,592",432.65,0.930
17120,KANSAS                   ,CLARK,390,"3,070,374",656.06,"2,974,759",635.63,"38,711","43,830","13,072",381,"1,750,058",382.78,1.012
17130,KANSAS                   ,CLAY,"1,540","6,005,849",324.99,"5,820,630",314.97,"61,620","106,533","17,064","1,492","5,733,936",320.26,0.934
17140,KANSAS                   ,CLOUD,"1,831","8,475,535",385.74,"8,234,858",374.79,"84,591","129,107","26,977","1,753","6,333,793",301.09,0.921
17150,KANSAS                   ,COFFEY,"1,366","4,748,122",289.66,"4,474,381",272.96,"68,150","186,109","19,481","1,304","4,843,857",309.55,0.893
17160,KANSAS                   ,COMANCHE,426,"2,142,657",419.14,"2,105,144",411.80,"10,861","18,792","7,859",403,"1,732,394",358.23,0.930
17170,KANSAS                   ,COWLEY,"4,431","14,037,517",264.00,"13,161,587",247.53,"240,134","500,891","134,903","4,219","15,448,013",305.13,0.950
17180,KANSAS                   ,CRAWFORD,"5,446","27,362,158",418.69,"25,559,622",391.11,"176,825","1,554,830","70,880","5,223","21,610,254",344.79,1.029
17190,KANSAS                   ,DECATUR,682,"3,506,897",428.51,"3,406,277",416.21,"33,145","49,359","18,114",663,"3,383,038",425.22,1.014
17200,KANSAS                   ,DICKINSON,"3,044","9,214,609",252.26,"8,862,945",242.63,"100,467","204,124","47,071","2,901","9,687,197",278.27,0.892
17210,KANSAS                   ,DONIPHAN,"1,202","6,771,224",469.44,"6,476,775",449.03,"75,563","197,291","21,594","1,145","4,976,303",362.18,0.966
17220,KANSAS                   ,DOUGLAS,"9,550","31,399,567",273.99,"29,907,552",260.97,"518,818","822,764","150,431","8,696","33,237,326",318.51,0.946
17230,KANSAS                   ,EDWARDS,582,"2,233,464",319.80,"2,167,941",310.42,"17,881","39,387","8,253",546,"2,742,632",418.59,0.892
17240,KANSAS                   ,ELK,636,"2,357,404",308.88,"2,245,224",294.19,"32,506","61,270","18,403",606,"2,419,156",332.67,0.913
17250,KANSAS                   ,ELLIS,"3,843","18,548,724",402.22,"18,179,945",394.22,"147,069","177,127","44,581","3,621","15,499,268",356.70,0.957
17260,KANSAS                   ,ELLSWORTH,"1,070","5,216,942",406.30,"5,092,540",396.62,"38,465","68,673","17,263","1,029","4,860,700",393.64,0.857
17270,KANSAS                   ,FINNEY,"3,205","12,657,642",329.11,"11,945,136",310.59,"145,176","522,811","44,517","2,929","11,199,865",318.65,0.920
17280,KANSAS                   ,FORD,"3,208","10,963,181",284.79,"10,318,520",268.04,"131,675","456,342","56,643","3,009","11,043,556",305.85,0.957
17290,KANSAS                   ,FRANKLIN,"3,287","12,571,242",318.71,"12,168,893",308.51,"113,133","245,188","44,026","3,116","13,175,326",352.36,1.008
17300,KANSAS                   ,GEARY,"2,372","7,707,213",270.77,"7,174,601",252.06,"90,606","377,834","64,170","2,258","8,104,275",299.09,0.907
17310,KANSAS                   ,GOVE,635,"3,803,318",499.12,"3,757,777",493.15,"10,781","28,950","5,809",615,"2,832,789",383.85,1.051
17320,KANSAS                   ,GRAHAM,578,"2,228,971",321.36,"2,187,952",315.45,"12,327","23,381","5,310",559,"2,659,919",396.53,0.920
17330,KANSAS                   ,GRANT,788,"2,982,951",315.46,"2,844,587",300.82,"23,703","103,206","11,453",744,"3,021,709",338.45,0.957
17340,KANSAS                   ,GRAY,772,"2,564,920",276.87,"2,417,425",260.95,"35,110","98,088","14,295",740,"2,699,824",304.03,0.842
17350,KANSAS                   ,GREELEY,243,"1,480,574",507.74,"1,436,685",492.69,"9,814","26,650","7,422",228,"1,117,644",408.50,1.047
17360,KANSAS                   ,GREENWOOD,"1,357","7,268,701",446.37,"6,897,366",423.57,"122,216","189,486","59,631","1,305","6,736,954",430.20,0.944
17370,KANSAS                   ,HAMILTON,379,"2,610,066",573.89,"2,531,868",556.70,"18,424","55,223","4,550",353,"1,795,089",423.77,0.982
17380,KANSAS                   ,HARPER,"1,104","5,041,888",380.58,"4,719,246",356.22,"109,777","154,370","58,494","1,063","4,353,624",341.30,0.878
17390,KANSAS                   ,HARVEY,"5,006","16,760,137",279.00,"15,864,535",264.09,"305,378","435,192","155,030","4,680","19,084,454",339.82,1.041
17391,KANSAS                   ,HASKELL,426,"2,156,919",421.93,"2,072,867",405.49,"20,680","56,169","7,201",397,"2,085,473",437.76,0.916
17410,KANSAS                   ,HODGEMAN,323,"1,147,047",295.94,"1,110,959",286.63,"6,331","26,691","3,064",303,"1,180,818",324.76,0.871
17420,KANSAS                   ,JACKSON,"1,895","6,791,318",298.65,"6,457,878",283.99,"43,306","277,661","12,472","1,814","7,143,933",328.19,0.862
17430,KANSAS                   ,JEFFERSON,"2,649","8,550,534",268.99,"8,052,943",253.33,"91,865","376,648","29,077","2,493","8,631,750",288.53,0.890
17440,KANSAS                   ,JEWELL,753,"2,718,359",300.84,"2,648,559",293.11,"20,396","40,355","9,048",725,"2,783,633",319.96,0.852
17450,KANSAS                   ,JOHNSON,"43,728","166,577,351",317.45,"158,581,271",302.21,"3,090,041","3,708,964","1,197,073","39,191","162,179,611",344.85,0.951
17451,KANSAS                   ,KEARNY,477,"1,921,327",335.66,"1,844,031",322.16,"19,113","50,396","7,786",447,"1,900,518",354.31,0.937
17470,KANSAS                   ,KINGMAN,"1,353","5,968,069",367.58,"5,723,622",352.53,"79,393","117,750","47,301","1,302","5,913,767",378.51,1.037
17480,KANSAS                   ,KIOWA,474,"2,287,351",402.14,"2,252,803",396.06,"10,484","16,909","7,154",450,"1,745,153",323.18,0.856
17490,KANSAS                   ,LABETTE,"3,245","13,683,229",351.39,"12,696,611",326.06,"94,350","855,882","36,384","3,115","12,600,011",337.08,1.053
17500,KANSAS                   ,LANE,379,"1,785,215",392.53,"1,734,047",381.28,"13,557","30,966","6,644",369,"2,002,595",452.26,0.988
17510,KANSAS                   ,LEAVENWORTH,"6,685","29,288,997",365.11,"27,036,587",337.03,"645,439","1,395,542","211,426","6,217","25,080,112",336.18,0.953
17520,KANSAS                   ,LINCOLN,573,"4,438,151",645.46,"4,350,783",632.75,"32,201","43,368","11,797",556,"2,529,195",379.08,0.906
17530,KANSAS                   ,LINN,"1,344","4,986,025",309.15,"4,807,601",298.09,"51,217","105,222","21,984","1,264","5,002,632",329.81,0.934
17540,KANSAS                   ,LOGAN,562,"3,113,430",461.66,"3,040,051",450.78,"18,243","45,036","10,098",540,"2,848,949",439.65,1.078
17550,KANSAS                   ,LYON,"4,341","16,877,833",324.00,"15,776,560",302.86,"323,110","670,256","107,905","4,099","15,707,550",319.34,0.888
17560,KANSAS                   ,MCPHERSON,"4,710","14,972,467",264.91,"14,354,423",253.97,"205,019","324,283","88,741","4,483","18,042,182",335.38,0.918
17570,KANSAS                   ,MARION,"2,350","7,557,145",267.98,"7,221,134",256.07,"117,127","156,432","62,449","2,258","9,399,827",346.91,0.909
17580,KANSAS                   ,MARSHALL,"2,015","8,037,104",332.39,"7,747,218",320.40,"76,294","194,223","19,367","1,935","7,202,736",310.20,0.937
17590,KANSAS                   ,MEADE,724,"3,277,204",377.21,"3,201,746",368.53,"22,615","41,189","11,652",691,"3,167,120",381.95,0.986
17600,KANSAS                   ,MIAMI,"2,767","9,433,553",284.11,"9,211,025",277.41,"87,253","104,211","31,063","2,591","9,937,173",319.61,0.919
17610,KANSAS                   ,MITCHELL,"1,246","6,046,830",404.42,"5,831,398",390.01,"77,669","116,956","20,806","1,201","5,153,712",357.60,0.930
17620,KANSAS                   ,MONTGOMERY,"5,971","26,751,273",373.35,"25,237,422",352.22,"213,039","1,208,435","92,375","5,739","21,308,911",309.42,0.991
17630,KANSAS                   ,MORRIS,"1,208","5,095,587",351.52,"4,907,862",338.57,"36,735","136,994","13,994","1,148","4,438,809",322.21,0.882
17640,KANSAS                   ,MORTON,473,"2,033,999",358.35,"1,969,685",347.02,"17,901","38,417","7,994",441,"1,583,165",299.16,0.937
17650,KANSAS                   ,NEMAHA,"1,887","7,618,437",336.44,"7,376,502",325.76,"36,687","193,268","11,980","1,831","7,340,375",334.08,0.918
17660,KANSAS                   ,NEOSHO,"2,613","11,699,614",373.12,"11,099,171",353.97,"155,225","383,342","61,874","2,508","10,586,397",351.75,0.976
17670,KANSAS                   ,NESS,741,"4,400,793",494.92,"4,352,682",489.51,"12,505","31,344","4,260",724,"3,867,334",445.14,1.018
17680,KANSAS                   ,NORTON,918,"3,989,652",362.17,"3,899,709",354.00,"25,826","57,014","7,102",869,"3,635,375",348.62,0.887
17690,KANSAS                   ,OSAGE,"2,366","7,551,617",265.98,"7,062,537",248.75,"43,883","428,804","16,392","2,247","8,107,686",300.69,0.854
17700,KANSAS                   ,OSBORNE,914,"4,267,781",389.11,"4,196,712",382.63,"25,821","36,869","8,378",880,"3,420,709",323.93,0.957
17710,KANSAS                   ,OTTAWA,909,"2,909,037",266.69,"2,800,918",256.78,"34,019","60,916","13,183",857,"2,512,683",244.33,0.877
17720,KANSAS                   ,PAWNEE,790,"3,640,414",384.01,"3,525,457",371.88,"30,927","71,834","12,194",763,"4,042,369",441.50,0.954
17730,KANSAS                   ,PHILLIPS,"1,134","5,739,616",421.78,"5,633,277",413.97,"38,993","60,571","6,773","1,106","4,750,145",357.91,0.933
17740,KANSAS                   ,POTTAWATOMIE,"2,217","8,040,647",302.23,"7,720,068",290.18,"64,936","243,540","12,102","2,094","8,830,025",351.40,0.943
17750,KANSAS                   ,PRATT,"1,605","6,510,809",338.05,"6,292,462",326.71,"72,294","108,518","37,534","1,550","6,403,441",344.27,0.921
17760,KANSAS                   ,RAWLINS,595,"3,218,292",450.74,"3,106,170",435.04,"31,442","61,605","19,073",581,"3,113,490",446.57,0.857
17770,KANSAS                   ,RENO,"10,075","33,866,756",280.12,"33,070,752",273.54,"262,766","409,058","124,178","9,635","47,264,339",408.79,0.955
17780,KANSAS                   ,REPUBLIC,"1,172","4,856,667",345.33,"4,750,536",337.78,"32,644","61,927","11,559","1,137","3,367,165",246.79,0.851
17790,KANSAS                   ,RICE,"1,718","8,473,692",411.03,"8,283,052",401.78,"62,223","102,262","26,154","1,637","8,632,197",439.43,0.902
17800,KANSAS                   ,RILEY,"5,134","16,440,974",266.86,"15,661,021",254.20,"205,534","517,179","57,238","4,663","18,155,956",324.47,1.002
17810,KANSAS                   ,ROOKS,"1,012","5,520,697",454.60,"5,432,219",447.32,"31,135","45,658","11,682",971,"4,770,994",409.46,0.932
17820,KANSAS                   ,RUSH,759,"4,042,761",443.87,"3,961,397",434.94,"30,407","42,347","8,609",723,"3,464,908",399.37,1.001
17830,KANSAS                   ,RUSSELL,"1,506","7,380,551",408.40,"7,231,526",400.15,"68,102","61,164","19,758","1,456","7,472,797",427.70,0.989
17840,KANSAS                   ,SALINE,"7,263","22,831,378",261.96,"21,749,930",249.55,"381,287","534,797","165,363","6,859","25,475,587",309.52,0.923
17841,KANSAS                   ,SCOTT,458,"2,412,110",438.88,"2,346,511",426.95,"23,380","37,172","5,045",425,"1,913,941",375.28,0.901
17860,KANSAS                   ,SEDGWICK,"48,308","180,995,070",312.22,"159,201,989",274.63,"6,965,232","9,967,084","4,860,763","45,122","175,359,237",323.86,0.974
17870,KANSAS                   ,SEWARD,"1,718","6,573,349",318.85,"6,252,311",303.27,"56,196","237,800","27,041","1,584","6,121,230",322.03,0.889
17880,KANSAS                   ,SHAWNEE,"23,458","85,559,147",303.94,"80,170,911",284.80,"456,254","4,778,933","153,047","22,002","82,364,669",311.96,0.939
17890,KANSAS                   ,SHERIDAN,460,"2,244,448",406.60,"2,186,883",396.17,"11,106","38,567","7,891",444,"2,190,194",411.07,0.991
17900,KANSAS                   ,SHERMAN,"1,050","4,557,580",361.71,"4,340,981",344.52,"58,182","131,830","26,586",999,"4,849,368",404.52,0.996
17910,KANSAS                   ,SMITH,969,"3,839,358",330.18,"3,751,932",322.66,"24,392","55,085","7,947",933,"3,691,287",329.70,0.851
17920,KANSAS                   ,STAFFORD,"1,090","5,045,107",385.71,"4,894,519",374.20,"44,613","79,539","26,434","1,032","5,003,663",404.04,0.923
17921,KANSAS                   ,STANTON,330,"1,256,112",317.20,"1,203,366",303.88,"9,840","38,365","4,539",310,"1,308,109",351.64,1.078
17940,KANSAS                   ,STEVENS,671,"3,786,946",470.31,"3,653,777",453.77,"44,115","78,227","10,826",626,"3,396,385",452.13,0.870
