"AGED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
10570,FLORIDA                  ,SARASOTA               ,"93,631","312,116,643",277.79,"301,000,866",267.90,"2,444,124","7,861,160","810,492","88,937","504,062,863",472.30,1.019,,,,,,
10580,FLORIDA                  ,SEMINOLE               ,"33,012","143,903,358",363.26,"130,664,285",329.84,"1,960,632","10,054,361","1,224,079","29,268","161,230,236",459.06,1.031,,,,,,
10590,FLORIDA                  ,SUMTER                 ,"7,384","30,650,655",345.91,"29,078,742",328.17,"293,885","1,164,311","113,716","6,949","36,007,165",431.80,0.958,,,,,,
10600,FLORIDA                  ,SUWANNEE               ,"6,823","28,924,342",353.27,"25,857,675",315.82,"1,094,052","1,522,516","450,098","6,385","28,409,827",370.79,0.988,,,,,,
10610,FLORIDA                  ,TAYLOR                 ,"2,855","10,035,631",292.93,"9,030,790",263.60,"194,085","734,436","76,319","2,672","12,561,028",391.75,0.932,,,,,,
10620,FLORIDA                  ,UNION                  ,"1,202","5,486,485",380.37,"4,899,846",339.70,"192,553","279,743","114,343","1,100","5,466,041",414.09,1.002,,,,,,
10630,FLORIDA                  ,VOLUSIA                ,"61,710","227,862,537",307.71,"213,156,253",287.85,"2,459,744","10,933,630","1,312,908","56,943","297,079,366",434.76,1.055,,,,,,
10640,FLORIDA                  ,WAKULLA                ,"2,358","9,213,469",325.61,"8,260,280",291.92,"163,244","738,966","50,976","2,012","8,447,329",349.87,0.983,,,,,,
10650,FLORIDA                  ,WALTON                 ,"6,447","23,821,380",307.91,"22,122,400",285.95,"240,903","1,399,318","58,758","6,094","30,082,130",411.36,0.969,,,,,,
10660,FLORIDA                  ,WASHINGTON             ,"3,100","13,405,659",360.37,"12,451,584",334.72,"92,612","845,659","15,803","2,983","13,949,941",389.71,1.019,,,,,,
11000,GEORGIA                  ,APPLING                ,"1,878","7,162,434",317.82,"6,579,387",291.95,"102,804","449,964","30,277","1,809","8,173,080",376.50,0.984,,,,,,
11010,GEORGIA                  ,ATKINSON               ,764,"2,955,494",322.37,"2,637,042",287.64,"29,087","280,411","8,953",734,"3,151,649",357.82,1.080,,,,,,
11011,GEORGIA                  ,BACON                  ,"1,008","4,985,310",412.15,"4,765,761",393.99,"43,656","158,700","17,191",981,"4,998,019",424.57,1.021,,,,,,
11020,GEORGIA                  ,BAKER                  ,71,"622,575",730.72,"541,245",635.26,"4,601","72,630","4,097",72,"328,249",379.92,0.874,,,,,,
11030,GEORGIA                  ,BALDWIN                ,"3,164","12,353,736",325.37,"10,640,960",280.26,"354,299","1,219,294","139,183","2,874","13,325,903",386.39,1.003,,,,,,
11040,GEORGIA                  ,BANKS                  ,"1,235","4,317,040",291.30,"3,928,896",265.11,"26,664","354,752","6,726","1,172","4,898,914",348.33,0.969,,,,,,
11050,GEORGIA                  ,BARROW                 ,"5,589","20,829,656",310.58,"18,919,932",282.10,"137,587","1,727,510","44,625","5,165","23,496,456",379.10,1.009,,,,,,
11060,GEORGIA                  ,BARTOW                 ,"8,643","32,005,638",308.59,"29,095,114",280.53,"304,469","2,509,156","96,898","8,052","38,013,279",393.41,1.036,,,,,,
11070,GEORGIA                  ,BEN HILL               ,"2,004","7,068,226",293.92,"6,163,113",256.28,"88,045","789,155","27,912","1,954","7,852,427",334.89,0.987,,,,,,
11080,GEORGIA                  ,BERRIEN                ,"2,001","8,680,108",361.49,"7,748,898",322.71,"84,497","826,021","20,690","1,909","8,618,271",376.21,1.035,,,,,,
11090,GEORGIA                  ,BIBB                   ,"16,756","77,611,794",385.99,"65,799,226",327.24,"2,168,541","8,444,686","1,199,340","15,727","71,161,935",377.07,1.039,,,,,,
11100,GEORGIA                  ,BLECKLEY               ,737,"3,433,433",388.22,"3,036,183",343.30,"63,908","306,057","27,283",714,"3,434,980",400.91,0.975,,,,,,
11110,GEORGIA                  ,BRANTLEY               ,"1,501","6,300,207",349.78,"5,684,158",315.58,"90,644","495,776","29,628","1,434","6,646,592",386.25,1.019,,,,,,
11120,GEORGIA                  ,BROOKS                 ,"1,609","7,116,546",368.58,"6,488,855",336.07,"49,449","563,290","14,950","1,568","6,890,138",366.19,1.025,,,,,,
11130,GEORGIA                  ,BRYAN                  ,"2,588","8,566,467",275.84,"7,721,617",248.64,"154,360","615,039","75,449","2,424","10,261,820",352.79,0.937,,,,,,
11140,GEORGIA                  ,BULLOCH                ,"5,033","20,477,763",339.06,"17,733,436",293.62,"255,653","2,403,187","85,486","4,753","21,354,047",374.40,1.021,,,,,,
11150,GEORGIA                  ,BURKE                  ,"1,754","6,949,531",330.18,"5,958,425",283.09,"249,051","656,094","85,959","1,672","6,310,749",314.53,0.961,,,,,,
11160,GEORGIA                  ,BUTTS                  ,"2,498","8,757,674",292.16,"7,730,293",257.88,"162,360","816,154","48,866","2,347","10,898,159",386.95,0.965,,,,,,
11161,GEORGIA                  ,CALHOUN                ,826,"2,559,827",258.26,"2,219,130",223.88,"18,363","304,041","18,291",815,"3,467,984",354.60,1.000,,,,,,
11170,GEORGIA                  ,CAMDEN                 ,"3,930","17,101,108",362.62,"15,062,015",319.38,"593,618","1,291,113","154,360","3,682","16,833,724",380.99,0.903,,,,,,
11180,GEORGIA                  ,CANDLER                ,"1,028","4,657,274",377.54,"4,180,036",338.85,"82,013","377,053","18,170",995,"4,713,653",394.78,1.039,,,,,,
11190,GEORGIA                  ,CARROLL                ,"10,659","32,536,121",254.37,"29,611,578",231.51,"473,069","2,333,249","118,225","10,040","45,972,148",381.57,0.980,,,,,,
11200,GEORGIA                  ,CATOOSA                ,"5,003","18,547,540",308.94,"16,925,542",281.92,"225,546","1,283,234","113,217","4,628","20,735,419",373.37,0.999,,,,,,
11210,GEORGIA                  ,CHARLTON               ,"1,095","5,539,301",421.56,"5,089,282",387.31,"121,982","283,140","44,896","1,039","5,136,558",411.98,1.026,,,,,,
11220,GEORGIA                  ,CHATHAM                ,"24,306","92,892,144",318.48,"81,064,740",277.93,"2,756,360","7,739,843","1,331,199","22,804","97,448,282",356.11,0.979,,,,,,
11230,GEORGIA                  ,CHATTAHOOCHEE          ,323,"1,074,016",277.09,"990,417",255.53,"9,525","68,944","5,130",303,"1,130,093",310.81,0.979,,,,,,
11240,GEORGIA                  ,CHATTOOGA              ,"2,932","12,202,250",346.81,"11,209,726",318.60,"140,891","780,101","71,531","2,839","12,829,824",376.59,0.998,,,,,,
11250,GEORGIA                  ,CHEROKEE               ,"11,149","38,364,537",286.76,"36,068,608",269.60,"308,178","1,909,758","77,992","10,304","52,987,174",428.53,0.929,,,,,,
11260,GEORGIA                  ,CLARKE                 ,"9,201","29,282,523",265.21,"26,466,822",239.71,"287,979","2,471,821","55,900","8,503","35,159,498",344.58,0.976,,,,,,
11270,GEORGIA                  ,CLAY                   ,318,"1,066,002",279.35,"969,973",254.19,"14,014","76,939","5,075",309,"1,340,229",361.44,0.865,,,,,,
11280,GEORGIA                  ,CLAYTON                ,"16,190","58,737,707",302.34,"51,590,820",265.55,"1,210,430","5,533,411","403,044","14,517","61,532,417",353.22,0.974,,,,,,
11281,GEORGIA                  ,CLINCH                 ,694,"3,354,496",402.80,"3,131,418",376.01,"24,818","186,639","11,620",666,"3,911,459",489.42,1.045,,,,,,
11290,GEORGIA                  ,COBB                   ,"58,309","183,280,350",261.94,"170,876,823",244.21,"1,609,787","10,296,728","497,011","51,819","240,382,035",386.57,0.943,,,,,,
11291,GEORGIA                  ,COFFEE                 ,"3,613","16,415,352",378.62,"14,749,992",340.21,"171,097","1,438,828","55,433","3,515","17,292,194",409.96,1.073,,,,,,
11300,GEORGIA                  ,COLQUITT               ,"4,637","20,193,184",362.90,"17,330,673",311.46,"144,253","2,673,511","44,746","4,428","19,540,414",367.74,1.047,,,,,,
11310,GEORGIA                  ,COLUMBIA               ,"9,226","33,342,665",301.17,"28,971,823",261.69,"983,306","3,035,413","352,121","8,557","32,812,043",319.54,0.870,,,,,,
11311,GEORGIA                  ,COOK                   ,"1,813","6,887,169",316.56,"6,089,247",279.89,"55,033","721,452","21,436","1,738","8,362,638",400.97,1.008,,,,,,
11320,GEORGIA                  ,COWETA                 ,"10,535","31,341,642",247.92,"28,955,300",229.04,"451,430","1,830,370","104,541","9,662","42,235,351",364.27,0.898,,,,,,
11330,GEORGIA                  ,CRAWFORD               ,542,"2,096,346",322.32,"1,764,175",271.24,"69,285","225,975","36,909",509,"2,069,891",338.88,0.981,,,,,,
11340,GEORGIA                  ,CRISP                  ,"2,260","10,891,997",401.62,"9,558,864",352.47,"145,178","1,130,311","57,643","2,187","9,508,869",362.33,1.034,,,,,,
11341,GEORGIA                  ,DADE                   ,"2,021","7,794,372",321.39,"6,888,156",284.02,"181,037","654,511","70,667","1,891","8,497,997",374.49,1.023,,,,,,
11350,GEORGIA                  ,DAWSON                 ,"2,618","7,307,995",232.62,"6,788,489",216.08,"38,371","468,819","12,314","2,429","11,550,778",396.28,0.950,,,,,,
11360,GEORGIA                  ,DECATUR                ,"2,821","9,397,162",277.60,"8,449,233",249.59,"72,135","856,474","19,319","2,725","10,420,026",318.66,0.902,,,,,,
11370,GEORGIA                  ,DEKALB                 ,"41,565","140,975,607",282.64,"122,863,738",246.33,"5,442,127","10,520,631","2,149,109","37,207","156,395,874",350.28,0.957,,,,,,
11380,GEORGIA                  ,DODGE                  ,"2,804","11,543,647",343.07,"9,977,014",296.51,"235,573","1,237,436","93,622","2,671","13,388,242",417.70,1.044,,,,,,
11381,GEORGIA                  ,DOOLY                  ,"1,061","4,137,872",325.00,"3,586,833",281.72,"80,893","437,615","32,530","1,033","4,142,670",334.19,0.936,,,,,,
11390,GEORGIA                  ,DOUGHERTY              ,"9,742","33,972,650",290.60,"27,806,908",237.86,"516,264","5,287,250","362,226","9,370","35,724,253",317.72,0.953,,,,,,
11400,GEORGIA                  ,DOUGLAS                ,"8,384","29,298,674",291.22,"26,825,600",266.63,"342,894","2,042,933","87,245","7,637","34,498,313",376.44,0.976,,,,,,
11410,GEORGIA                  ,EARLY                  ,"1,257","6,350,397",421.00,"5,960,036",395.12,"24,482","356,614","9,264","1,225","5,770,306",392.54,0.952,,,,,,
11420,GEORGIA                  ,ECHOLS                 ,106,"252,932",198.85,"220,666",173.48,"3,523","27,085","1,656",101,"386,167",318.62,1.109,,,,,,
11421,GEORGIA                  ,EFFINGHAM              ,"3,627","13,074,945",300.41,"11,527,604",264.86,"355,145","1,038,598","153,596","3,407","14,684,670",359.18,0.903,,,,,,
11430,GEORGIA                  ,ELBERT                 ,"2,558","8,976,098",292.42,"8,228,434",268.06,"107,043","616,615","24,005","2,470","9,095,152",306.85,0.963,,,,,,
11440,GEORGIA                  ,EMANUEL                ,"2,500","10,604,965",353.50,"9,252,105",308.40,"296,846","977,978","78,035","2,424","10,040,014",345.16,1.010,,,,,,
11441,GEORGIA                  ,EVANS                  ,"1,115","4,153,833",310.45,"3,772,267",281.93,"54,390","303,601","23,575","1,056","4,325,862",341.37,0.965,,,,,,
11450,GEORGIA                  ,FANNIN                 ,"4,204","13,506,332",267.73,"12,249,655",242.82,"172,535","1,014,472","69,669","4,060","19,904,346",408.55,0.935,,,,,,
11451,GEORGIA                  ,FAYETTE                ,"11,748","31,771,638",225.37,"30,057,532",213.21,"428,700","1,166,627","118,778","10,687","45,440,508",354.33,0.882,,,,,,
11460,GEORGIA                  ,FLOYD                  ,"11,174","48,770,095",363.72,"44,364,811",330.86,"738,310","3,310,404","356,569","10,690","45,738,173",356.55,0.999,,,,,,
11461,GEORGIA                  ,FORSYTH                ,"9,896","26,459,718",222.81,"25,022,403",210.71,"243,100","1,135,456","58,757","8,932","48,472,926",452.24,0.937,,,,,,
11462,GEORGIA                  ,FRANKLIN               ,"3,294","10,732,491",271.52,"9,545,111",241.48,"155,098","989,748","42,533","3,161","13,338,698",351.65,1.028,,,,,,
11470,GEORGIA                  ,FULTON                 ,"55,487","185,097,422",277.99,"160,295,537",240.74,"7,645,817","14,014,788","3,141,278","49,382","211,342,590",356.65,0.979,,,,,,
11471,GEORGIA                  ,GILMER                 ,"4,027","11,560,388",239.23,"10,729,076",222.02,"140,349","654,421","36,540","3,803","17,058,562",373.80,0.923,,,,,,
11480,GEORGIA                  ,GLASCOCK               ,403,"1,350,016",279.16,"1,155,140",238.86,"51,646","122,055","21,174",381,"1,518,557",332.14,0.979,,,,,,
11490,GEORGIA                  ,GLYNN                  ,"10,115","35,933,266",296.04,"32,490,674",267.68,"494,248","2,810,366","137,976","9,551","38,330,098",334.43,0.919,,,,,,
11500,GEORGIA                  ,GORDON                 ,"5,567","22,356,518",334.66,"20,348,997",304.61,"175,469","1,771,334","60,716","5,241","23,057,382",366.62,1.009,,,,,,
11510,GEORGIA                  ,GRADY                  ,"2,443","8,266,899",281.99,"7,386,624",251.97,"35,997","833,511","10,766","2,310","8,874,480",320.15,0.979,,,,,,
11520,GEORGIA                  ,GREENE                 ,"2,779","8,065,895",241.87,"7,406,894",222.11,"128,787","486,631","43,582","2,658","11,666,517",365.77,0.878,,,,,,
11530,GEORGIA                  ,GWINNETT               ,"40,407","126,908,722",261.73,"116,148,699",239.54,"1,604,161","8,683,632","472,230","36,471","164,110,576",374.98,0.942,,,,,,
11540,GEORGIA                  ,HABERSHAM              ,"5,310","16,618,000",260.80,"14,994,516",235.32,"140,486","1,448,527","34,469","5,041","21,799,068",360.36,0.964,,,,,,
11550,GEORGIA                  ,HALL                   ,"16,212","51,650,030",265.49,"46,854,319",240.84,"386,477","4,309,886","99,346","15,025","67,788,635",375.98,0.970,,,,,,
11560,GEORGIA                  ,HANCOCK                ,768,"2,659,077",288.53,"2,283,232",247.75,"95,213","249,639","30,992",743,"2,937,009",329.41,1.017,,,,,,
11570,GEORGIA                  ,HARALSON               ,"2,995","10,534,156",293.10,"9,752,504",271.36,"131,010","613,487","37,154","2,864","12,697,122",369.45,0.996,,,,,,
11580,GEORGIA                  ,HARRIS                 ,"2,669","7,854,595",245.24,"7,188,188",224.43,"93,637","534,836","37,932","2,465","10,045,975",339.62,0.935,,,,,,
11581,GEORGIA                  ,HART                   ,"2,756","8,967,568",271.15,"8,201,290",247.98,"99,882","622,865","43,530","2,652","10,300,794",323.68,0.929,,,,,,
11590,GEORGIA                  ,HEARD                  ,837,"2,909,952",289.72,"2,646,059",263.45,"23,710","233,120","7,061",793,"3,490,454",366.80,1.017,,,,,,
11591,GEORGIA                  ,HENRY                  ,"12,761","37,953,911",247.85,"34,054,150",222.38,"617,936","3,097,982","183,842","11,644","53,379,339",382.02,0.930,,,,,,
11600,GEORGIA                  ,HOUSTON                ,"13,164","55,192,686",349.39,"49,054,868",310.54,"878,209","4,889,729","369,879","12,502","60,445,402",402.90,1.025,,,,,,
11601,GEORGIA                  ,IRWIN                  ,877,"3,011,978",286.20,"2,665,743",253.30,"27,150","309,745","9,339",843,"3,287,104",324.94,1.003,,,,,,
11610,GEORGIA                  ,JACKSON                ,"7,456","23,243,262",259.78,"21,106,330",235.90,"169,421","1,923,508","44,002","6,917","29,620,093",356.85,0.960,,,,,,
11611,GEORGIA                  ,JASPER                 ,"1,078","4,179,505",323.09,"3,803,809",294.05,"59,327","291,114","25,254","1,016","4,289,415",351.82,0.922,,,,,,
11612,GEORGIA                  ,JEFF DAVIS             ,"1,556","6,920,073",370.61,"6,464,640",346.22,"76,706","348,858","29,867","1,486","6,992,473",392.13,1.044,,,,,,
11620,GEORGIA                  ,JEFFERSON              ,"2,008","7,296,440",302.81,"6,454,246",267.86,"165,759","618,392","58,042","1,964","7,256,255",307.89,0.983,,,,,,
11630,GEORGIA                  ,JENKINS                ,806,"3,580,563",370.20,"2,944,987",304.49,"218,727","375,866","40,982",786,"3,135,160",332.40,0.963,,,,,,
11640,GEORGIA                  ,JOHNSON                ,916,"4,220,048",383.92,"3,640,953",331.24,"97,408","443,001","38,685",881,"3,641,649",344.46,1.088,,,,,,
11650,GEORGIA                  ,JONES                  ,"1,414","6,037,302",355.81,"5,074,945",299.09,"200,185","664,407","97,763","1,319","5,996,460",378.85,0.975,,,,,,
11651,GEORGIA                  ,LAMAR                  ,"1,557","5,452,956",291.85,"4,727,028",253.00,"123,787","561,578","40,561","1,475","6,353,924",358.98,0.939,,,,,,
11652,GEORGIA                  ,LANIER                 ,631,"2,202,941",290.93,"2,013,249",265.88,"2,729","185,369","1,593",604,"2,872,263",396.28,1.061,,,,,,
11660,GEORGIA                  ,LAURENS                ,"5,097","18,571,472",303.63,"15,642,809",255.75,"329,518","2,487,537","111,606","4,819","21,453,830",370.99,0.980,,,,,,
11670,GEORGIA                  ,LEE                    ,"1,870","6,081,800",271.02,"5,005,803",223.08,"91,127","920,638","64,231","1,758","6,971,186",330.45,0.883,,,,,,
11680,GEORGIA                  ,LIBERTY                ,"3,065","10,745,775",292.16,"9,845,556",267.69,"203,466","618,795","77,957","2,915","11,617,779",332.13,0.951,,,,,,
11690,GEORGIA                  ,LINCOLN                ,980,"4,477,371",380.73,"3,991,881",339.45,"138,555","302,168","44,765",934,"3,369,566",300.64,0.842,,,,,,
11691,GEORGIA                  ,LONG                   ,543,"2,741,093",420.67,"2,522,080",387.06,"42,994","155,493","20,525",534,"2,343,322",365.69,1.080,,,,,,
11700,GEORGIA                  ,LOWNDES                ,"9,681","32,940,571",283.55,"29,409,795",253.16,"380,841","3,039,217","110,716","9,199","40,546,479",367.31,1.002,,,,,,
11701,GEORGIA                  ,LUMPKIN                ,"2,742","8,829,772",268.35,"8,064,503",245.09,"53,778","694,357","17,132","2,588","11,714,999",377.22,0.977,,,,,,
11702,GEORGIA                  ,MCDUFFIE               ,"2,021","6,682,767",275.56,"5,812,277",239.66,"178,050","604,493","87,946","1,902","7,278,214",318.88,0.948,,,,,,
11703,GEORGIA                  ,MCINTOSH               ,"1,490","5,281,514",295.39,"4,794,720",268.16,"53,597","411,503","21,693","1,411","5,536,533",326.99,0.938,,,,,,
11710,GEORGIA                  ,MACON                  ,995,"3,903,184",326.90,"3,443,410",288.39,"70,995","354,695","34,083",958,"3,833,614",333.47,1.039,,,,,,
11720,GEORGIA                  ,MADISON                ,"2,974","10,087,970",282.67,"9,048,607",253.55,"86,479","936,028","16,855","2,795","12,344,491",368.05,0.975,,,,,,
11730,GEORGIA                  ,MARION                 ,507,"1,460,719",240.09,"1,335,601",219.53,"9,122","110,857","5,137",491,"1,741,830",295.63,0.947,,,,,,
11740,GEORGIA                  ,MERIWETHER             ,"1,926","6,268,417",271.22,"5,693,697",246.35,"72,354","483,198","19,167","1,845","7,178,712",324.24,1.032,,,,,,
11741,GEORGIA                  ,MILLER                 ,755,"2,858,769",315.54,"2,659,901",293.59,"8,287","184,457","6,122",728,"3,399,791",389.17,0.952,,,,,,
11750,GEORGIA                  ,MITCHELL               ,"2,207","7,984,223",301.47,"6,901,431",260.59,"65,690","977,719","39,381","2,132","8,230,067",321.69,0.963,,,,,,
11760,GEORGIA                  ,MONROE                 ,"2,145","8,801,144",341.92,"7,717,785",299.84,"203,010","770,140","110,208","2,039","9,165,219",374.58,0.930,,,,,,
11770,GEORGIA                  ,MONTGOMERY             ,807,"3,040,245",313.95,"2,662,165",274.90,"81,181","271,674","25,225",781,"3,097,965",330.56,1.002,,,,,,
11771,GEORGIA                  ,MORGAN                 ,"2,049","7,468,692",303.75,"6,777,378",275.64,"136,448","531,562","23,303","1,950","8,716,298",372.49,0.962,,,,,,
11772,GEORGIA                  ,MURRAY                 ,"3,598","10,076,098",233.37,"9,020,758",208.93,"104,028","921,223","30,088","3,392","14,124,873",347.01,0.992,,,,,,
11780,GEORGIA                  ,MUSCOGEE               ,"18,169","67,431,241",309.28,"61,665,655",282.83,"754,120","4,688,327","323,138","17,324","73,681,349",354.43,1.024,,,,,,
11790,GEORGIA                  ,NEWTON                 ,"8,298","31,199,278",313.32,"27,783,373",279.02,"654,447","2,585,489","175,967","7,699","33,306,964",360.51,0.968,,,,,,
11800,GEORGIA                  ,OCONEE                 ,"3,052","8,209,326",224.15,"7,383,466",201.60,"84,702","716,741","24,415","2,820","11,998,380",354.56,0.915,,,,,,
11801,GEORGIA                  ,OGLETHORPE             ,999,"2,935,573",244.88,"2,651,170",221.15,"7,288","275,431","1,683",953,"3,651,242",319.28,0.929,,,,,,
11810,GEORGIA                  ,PAULDING               ,"6,186","21,080,175",283.98,"19,492,451",262.59,"158,829","1,388,449","40,444","5,665","27,885,833",410.21,0.987,,,,,,
11811,GEORGIA                  ,PEACH                  ,"3,326","15,135,010",379.21,"13,301,095",333.26,"344,479","1,340,892","148,543","3,112","14,715,404",394.05,0.993,,,,,,
11812,GEORGIA                  ,PICKENS                ,"4,496","12,599,677",233.53,"11,713,691",217.11,"167,110","673,155","45,720","4,245","20,352,401",399.54,0.899,,,,,,
11820,GEORGIA                  ,PIERCE                 ,"2,309","8,975,638",323.94,"8,132,308",293.50,"124,330","667,791","51,207","2,224","10,811,371",405.10,1.069,,,,,,
11821,GEORGIA                  ,PIKE                   ,"1,739","7,113,297",340.87,"6,259,698",299.97,"125,387","682,327","45,884","1,621","6,953,400",357.46,0.929,,,,,,
11830,GEORGIA                  ,POLK                   ,"4,758","20,615,879",361.07,"18,652,211",326.68,"347,454","1,464,866","151,346","4,559","20,879,454",381.65,1.013,,,,,,
11831,GEORGIA                  ,PULASKI                ,"1,299","4,730,541",303.47,"4,123,279",264.52,"111,249","455,163","40,848","1,244","5,656,711",378.93,1.026,,,,,,
11832,GEORGIA                  ,PUTNAM                 ,"2,799","9,837,477",292.89,"8,829,062",262.86,"200,480","724,057","83,877","2,656","12,599,914",395.33,0.922,,,,,,
11833,GEORGIA                  ,QUITMAN                ,114,"331,270",242.16,"300,350",219.55,"10,476","18,874","1,568",108,"366,193",282.56,0.932,,,,,,
11834,GEORGIA                  ,RABUN                  ,"2,941","10,258,578",290.68,"9,535,235",270.18,"72,602","627,254","23,486","2,830","12,771,807",376.08,0.966,,,,,,
11835,GEORGIA                  ,RANDOLPH               ,855,"2,914,322",284.05,"2,554,117",248.94,"46,584","295,961","17,658",835,"2,946,974",294.11,0.929,,,,,,
11840,GEORGIA                  ,RICHMOND               ,"18,048","67,059,023",309.63,"58,082,532",268.19,"2,362,320","5,675,129","939,041","16,708","59,986,095",299.19,0.920,,,,,,
11841,GEORGIA                  ,ROCKDALE               ,"6,434","21,312,941",276.05,"18,465,677",239.17,"547,760","2,146,800","152,704","5,921","25,490,962",358.76,0.945,,,,,,
11842,GEORGIA                  ,SCHLEY                 ,387,"1,016,635",218.91,"874,383",188.28,"19,502","113,568","9,181",371,"1,492,282",335.19,0.949,,,,,,
11850,GEORGIA                  ,SCREVEN                ,"1,670","5,984,062",298.61,"5,189,397",258.95,"114,617","637,358","42,688","1,596","6,411,896",334.79,0.983,,,,,,
11851,GEORGIA                  ,SEMINOLE               ,"1,261","4,685,466",309.64,"4,264,670",281.83,"33,955","381,084","5,756","1,217","4,866,766",333.25,0.941,,,,,,
11860,GEORGIA                  ,SPALDING               ,"6,539","24,165,458",307.97,"21,593,650",275.19,"304,664","2,180,524","86,619","6,118","26,536,118",361.45,0.971,,,,,,
11861,GEORGIA                  ,STEPHENS               ,"4,294","16,598,760",322.13,"15,213,658",295.25,"140,119","1,206,346","38,635","4,095","18,104,356",368.42,1.018,,,,,,
11862,GEORGIA                  ,STEWART                ,588,"2,738,812",388.15,"2,535,750",359.38,"19,071","172,073","11,916",579,"2,372,372",341.45,1.000,,,,,,
11870,GEORGIA                  ,SUMTER                 ,"2,970","8,706,330",244.29,"7,736,278",217.07,"109,386","811,145","49,520","2,842","11,506,953",337.41,0.999,,,,,,
11880,GEORGIA                  ,TALBOT                 ,711,"2,371,005",277.90,"2,168,360",254.14,"21,742","171,580","9,322",688,"2,786,774",337.55,1.022,,,,,,
11881,GEORGIA                  ,TALIAFERRO             ,213,"543,053",212.46,"472,790",184.97,"24,834","38,406","7,022",209,"709,383",282.85,1.002,,,,,,
11882,GEORGIA                  ,TATTNALL               ,"2,029","8,725,326",358.36,"8,084,420",332.04,"101,632","504,667","34,605","1,946","8,247,569",353.18,0.979,,,,,,
11883,GEORGIA                  ,TAYLOR                 ,955,"3,187,727",278.16,"2,748,391",239.82,"68,898","335,081","35,356",922,"4,341,504",392.40,1.037,,,,,,
11884,GEORGIA                  ,TELFAIR                ,"1,363","5,625,843",343.96,"4,970,681",303.91,"80,828","540,717","33,616","1,307","7,689,786",490.29,1.082,,,,,,
11885,GEORGIA                  ,TERRELL                ,"1,061","3,577,168",280.96,"2,900,058",227.78,"47,399","590,407","39,303","1,026","3,499,162",284.21,0.898,,,,,,
11890,GEORGIA                  ,THOMAS                 ,"5,753","21,223,641",307.43,"18,752,097",271.63,"91,279","2,353,069","27,194","5,438","21,026,915",322.22,0.952,,,,,,
11900,GEORGIA                  ,TIFT                   ,"4,305","15,786,457",305.58,"13,877,053",268.62,"97,409","1,782,769","29,225","4,095","18,432,899",375.11,1.033,,,,,,
11901,GEORGIA                  ,TOOMBS                 ,"3,433","12,204,011",296.24,"11,072,729",268.78,"173,753","895,679","61,849","3,294","13,616,931",344.49,1.018,,,,,,
11902,GEORGIA                  ,TOWNS                  ,"2,596","6,963,283",223.53,"6,331,695",203.25,"112,487","484,984","34,116","2,505","11,539,790",383.89,0.931,,,,,,
11903,GEORGIA                  ,TREUTLEN               ,601,"1,676,052",232.40,"1,438,307",199.43,"21,882","206,466","9,396",586,"2,379,887",338.44,1.003,,,,,,
11910,GEORGIA                  ,TROUP                  ,"6,674","21,693,782",270.87,"19,020,296",237.49,"403,719","2,158,400","111,365","6,302","25,928,602",342.86,1.014,,,,,,
11911,GEORGIA                  ,TURNER                 ,"1,050","3,479,857",276.18,"2,990,686",237.36,"48,114","426,047","15,009","1,017","4,637,075",379.96,1.075,,,,,,
11912,GEORGIA                  ,TWIGGS                 ,798,"3,274,575",341.96,"2,823,527",294.85,"71,520","341,456","38,070",763,"3,351,240",366.02,0.966,,,,,,
11913,GEORGIA                  ,UNION                  ,"4,398","11,338,914",214.85,"10,441,555",197.85,"82,330","784,272","30,756","4,245","19,420,417",381.24,0.893,,,,,,
11920,GEORGIA                  ,UPSON                  ,"2,696","9,874,468",305.22,"8,531,744",263.72,"156,333","1,132,433","53,958","2,577","9,315,863",301.25,0.969,,,,,,
11921,GEORGIA                  ,WALKER                 ,"8,593","33,089,712",320.90,"29,857,425",289.55,"383,659","2,657,494","191,132","8,148","35,321,747",361.25,1.020,,,,,,
11930,GEORGIA                  ,WALTON                 ,"9,120","35,432,977",323.77,"32,313,259",295.26,"374,957","2,640,226","104,533","8,426","38,814,580",383.88,0.987,,,,,,
11940,GEORGIA                  ,WARE                   ,"4,904","22,609,893",384.21,"20,451,873",347.54,"356,734","1,675,009","126,275","4,731","23,084,098",406.61,1.117,,,,,,
11941,GEORGIA                  ,WARREN                 ,630,"1,849,546",244.65,"1,552,116",205.31,"82,694","177,933","36,801",609,"2,119,022",289.96,0.977,,,,,,
