"AGED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
49120,VIRGINIA                 ,BRUNSWICK              ,"2,316","11,228,760",404.03,"9,644,318",347.02,"496,324","904,467","183,650","2,170","8,687,766",333.63,1.042,,,,,,
49130,VIRGINIA                 ,BUCHANAN               ,"2,502","11,217,717",373.63,"10,129,046",337.36,"241,223","770,870","76,577","2,408","10,243,926",354.51,0.895,,,,,,
49140,VIRGINIA                 ,BUCKINGHAM             ,"1,701","6,682,592",327.39,"5,436,715",266.35,"593,058","452,044","200,773","1,553","5,571,683",298.97,0.947,,,,,,
49141,VIRGINIA                 ,BUENA VISTA CITY       ,"1,095","4,742,315",360.91,"4,329,486",329.49,"181,339","178,200","53,288","1,025","3,908,381",317.75,0.922,,,,,,
49150,VIRGINIA                 ,CAMPBELL               ,"6,149","20,341,751",275.68,"18,369,153",248.94,"419,458","1,405,014","148,125","5,744","19,437,371",282.00,0.908,,,,,,
49160,VIRGINIA                 ,CAROLINE               ,"3,136","13,035,647",346.40,"12,261,793",325.83,"171,241","527,932","74,680","2,846","11,798,944",345.48,0.970,,,,,,
49170,VIRGINIA                 ,CARROLL                ,"3,933","14,942,598",316.61,"13,233,965",280.40,"475,182","1,024,716","208,734","3,751","16,311,439",362.38,0.961,,,,,,
49180,VIRGINIA                 ,CHARLES CITY           ,"1,108","3,005,368",226.04,"2,764,492",207.92,"68,088","135,359","37,427",991,"3,732,162",313.84,0.930,,,,,,
49190,VIRGINIA                 ,CHARLOTTE              ,"2,630","10,153,346",321.72,"9,074,601",287.53,"267,258","734,607","76,879","2,477","8,804,618",296.21,0.954,,,,,,
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY   ,"9,625","33,995,968",294.34,"27,913,757",241.68,"3,219,386","1,701,981","1,160,841","8,548","32,464,645",316.49,0.975,,,,,,
49194,VIRGINIA                 ,CHESAPEAKE CITY        ,"20,939","74,189,273",295.26,"67,987,574",270.58,"1,386,670","4,355,851","459,177","18,856","82,882,719",366.30,0.995,,,,,,
49200,VIRGINIA                 ,CHESTERFIELD           ,"26,688","98,443,535",307.39,"90,266,273",281.86,"2,369,604","4,881,536","926,122","23,965","95,214,191",331.09,0.892,,,,,,
49210,VIRGINIA                 ,CLARKE                 ,"1,964","7,250,358",307.64,"6,745,873",286.23,"154,598","306,554","43,332","1,758","5,737,565",271.97,0.903,,,,,,
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY  ,"3,526","15,303,871",361.69,"13,943,774",329.55,"258,062","975,479","126,554","3,221","12,944,933",334.91,0.967,,,,,,
49213,VIRGINIA                 ,COVINGTON CITY         ,"2,833","9,890,070",290.92,"9,230,920",271.53,"204,179","378,550","76,420","2,681","9,426,285",293.00,0.943,,,,,,
49220,VIRGINIA                 ,CRAIG                  ,655,"2,625,822",334.07,"2,440,421",310.49,"64,027","86,874","34,498",607,"2,306,213",316.61,0.950,,,,,,
49230,VIRGINIA                 ,CULPEPER               ,"5,524","22,063,373",332.84,"18,889,853",284.97,"1,364,998","1,386,039","422,482","5,095","20,957,653",342.78,0.933,,,,,,
49240,VIRGINIA                 ,CUMBERLAND             ,894,"3,183,174",296.72,"2,927,596",272.89,"75,410","151,097","29,069",831,"2,891,485",289.96,0.961,,,,,,
49241,VIRGINIA                 ,DANVILLE CITY          ,"9,209","36,483,243",330.14,"31,769,119",287.48,"1,324,500","2,701,206","688,416","8,775","34,752,725",330.04,1.092,,,,,,
49250,VIRGINIA                 ,DICKENSON              ,"1,715","6,999,822",340.13,"6,175,429",300.07,"189,895","491,659","142,837","1,658","8,481,303",426.28,1.033,,,,,,
49260,VIRGINIA                 ,DINWIDDIE              ,"2,455","10,657,368",361.76,"9,575,056",325.02,"220,817","773,368","88,125","2,275","8,994,459",329.47,0.951,,,,,,
49270,VIRGINIA                 ,EMPORIA CITY           ,"1,414","7,379,619",434.91,"6,527,307",384.68,"207,718","570,394","74,199","1,318","5,029,710",318.01,1.077,,,,,,
49280,VIRGINIA                 ,ESSEX                  ,"1,751","6,691,696",318.47,"6,176,632",293.96,"192,503","259,312","63,247","1,623","6,544,139",336.01,0.951,,,,,,
49288,VIRGINIA                 ,FAIRFAX CITY           ,"12,667","35,412,652",232.97,"31,601,034",207.90,"1,147,743","2,127,177","536,696","10,605","43,686,760",343.29,0.873,,,,,,
49290,VIRGINIA                 ,FAIRFAX                ,"82,951","228,551,904",229.61,"206,541,664",207.49,"6,898,757","11,947,900","3,163,583","68,612","282,919,143",343.62,0.847,,,,,,
49291,VIRGINIA                 ,FALLS CHURCH CITY      ,"1,851","6,897,585",310.53,"6,165,536",277.58,"270,694","346,388","114,965","1,550","6,925,311",372.33,0.876,,,,,,
49300,VIRGINIA                 ,FAUQUIER               ,"7,617","24,865,761",272.04,"22,949,233",251.07,"661,400","1,037,463","217,665","6,735","27,993,409",346.37,0.908,,,,,,
49310,VIRGINIA                 ,FLOYD                  ,"2,202","6,147,117",232.63,"5,445,952",206.10,"213,098","380,471","107,596","2,054","7,274,568",295.14,0.907,,,,,,
49320,VIRGINIA                 ,FLUVANNA               ,"3,716","12,504,898",280.43,"10,281,661",230.57,"1,168,817","668,556","385,862","3,421","13,026,124",317.31,0.893,,,,,,
49328,VIRGINIA                 ,FRANKLIN CITY          ,"2,060","7,248,788",293.24,"6,492,262",262.63,"155,878","555,701","44,945","1,956","8,158,084",347.57,1.065,,,,,,
49330,VIRGINIA                 ,FRANKLIN               ,"6,060","19,941,815",274.23,"17,453,921",240.02,"622,223","1,516,552","349,118","5,690","20,536,154",300.76,0.867,,,,,,
49340,VIRGINIA                 ,FREDERICK              ,"6,160","20,830,437",281.80,"19,369,778",262.04,"426,489","909,313","124,856","5,682","18,600,352",272.80,0.928,,,,,,
49342,VIRGINIA                 ,FREDERICKSBURG CITY    ,"6,112","32,656,858",445.26,"30,960,016",422.12,"309,420","1,285,658","101,761","5,751","27,379,690",396.74,0.981,,,,,,
49343,VIRGINIA                 ,GALAX CITY             ,"2,832","11,988,300",352.76,"10,559,188",310.71,"437,551","817,338","174,222","2,735","11,231,822",342.22,1.022,,,,,,
49350,VIRGINIA                 ,GILES                  ,"2,682","11,034,027",342.84,"10,121,335",314.48,"310,528","437,925","164,237","2,529","9,373,340",308.86,0.962,,,,,,
49360,VIRGINIA                 ,GLOUCESTER             ,"4,881","15,227,428",259.98,"14,055,216",239.96,"401,070","634,525","136,615","4,467","16,927,498",315.79,0.897,,,,,,
49370,VIRGINIA                 ,GOOCHLAND              ,"2,222","7,155,483",268.36,"6,610,541",247.92,"143,078","347,768","54,095","1,964","7,500,328",318.24,0.868,,,,,,
49380,VIRGINIA                 ,GRAYSON                ,"2,422","8,561,592",294.58,"7,620,198",262.19,"296,525","519,584","125,283","2,355","9,421,428",333.38,0.923,,,,,,
49390,VIRGINIA                 ,GREENE                 ,"2,212","8,928,578",336.37,"7,222,260",272.09,"910,826","477,061","318,429","2,047","7,837,134",319.05,0.919,,,,,,
49400,VIRGINIA                 ,GREENSVILLE            ,394,"1,776,150",375.67,"1,483,062",313.68,"84,369","172,934","35,784",383,"1,362,631",296.48,1.013,,,,,,
49410,VIRGINIA                 ,HALIFAX                ,"4,449","15,785,269",295.67,"14,146,118",264.97,"364,042","1,178,927","96,179","4,213","15,203,801",300.73,1.018,,,,,,
49411,VIRGINIA                 ,HAMPTON CITY           ,"15,166","51,508,030",283.02,"46,854,454",257.45,"1,182,355","3,041,198","430,021","13,856","62,621,863",376.62,0.961,,,,,,
49420,VIRGINIA                 ,HANOVER                ,"13,863","50,494,851",303.53,"47,478,020",285.40,"754,696","1,984,156","277,976","12,650","52,611,597",346.58,0.920,,,,,,
49421,VIRGINIA                 ,HARRISONBURG CITY      ,"3,940","15,569,847",329.31,"14,297,689",302.40,"490,925","644,011","137,220","3,677","13,924,340",315.57,1.036,,,,,,
49430,VIRGINIA                 ,HENRICO                ,"22,887","93,483,422",340.38,"87,105,947",317.16,"1,501,415","4,225,077","650,982","20,917","87,138,582",347.16,0.962,,,,,,
49440,VIRGINIA                 ,HENRY                  ,"5,934","21,883,571",307.32,"19,648,273",275.93,"643,339","1,349,696","242,263","5,650","20,225,217",298.31,0.938,,,,,,
49450,VIRGINIA                 ,HIGHLAND               ,510,"2,015,031",329.25,"1,813,662",296.35,"89,866","80,112","31,389",487,"1,783,945",305.26,0.852,,,,,,
49451,VIRGINIA                 ,HOPEWELL CITY          ,"3,324","16,753,873",420.02,"15,343,919",384.68,"330,802","951,715","127,437","3,137","11,944,733",317.31,1.007,,,,,,
49460,VIRGINIA                 ,ISLE OF WIGHT          ,"4,444","14,949,343",280.33,"13,316,478",249.71,"370,443","1,116,346","146,073","4,091","17,596,987",358.45,0.919,,,,,,
49470,VIRGINIA                 ,JAMES CITY             ,"3,690","10,350,138",233.74,"9,582,607",216.41,"296,783","369,213","101,534","3,389","15,327,149",376.88,0.884,,,,,,
49480,VIRGINIA                 ,KING AND QUEEN         ,"1,000","3,001,068",250.09,"2,846,047",237.17,"43,231","94,385","17,403",934,"3,887,050",346.81,0.926,,,,,,
49490,VIRGINIA                 ,KING GEORGE            ,"2,316","8,285,579",298.13,"7,841,027",282.13,"57,819","365,988","20,744","2,030","8,398,442",344.76,0.941,,,,,,
49500,VIRGINIA                 ,KING WILLIAM           ,"1,938","6,929,688",297.97,"6,556,543",281.93,"99,293","237,574","36,276","1,787","7,519,673",350.67,0.911,,,,,,
49510,VIRGINIA                 ,LANCASTER              ,"3,507","10,223,480",242.93,"9,424,879",223.95,"279,862","407,041","111,698","3,353","12,845,585",319.26,0.916,,,,,,
49520,VIRGINIA                 ,LEE                    ,"2,561","11,544,783",375.66,"10,266,950",334.08,"207,234","979,191","91,407","2,443","10,585,774",361.09,1.053,,,,,,
49522,VIRGINIA                 ,LEXINGTON CITY         ,"2,592","9,765,770",313.97,"8,702,951",279.80,"482,348","455,947","124,522","2,402","8,559,014",296.94,0.973,,,,,,
49530,VIRGINIA                 ,LOUDOUN                ,"19,348","57,500,298",247.66,"54,290,449",233.83,"931,582","1,934,379","343,888","16,280","66,411,606",339.94,0.892,,,,,,
49540,VIRGINIA                 ,LOUISA                 ,"4,549","16,524,048",302.70,"14,456,590",264.83,"954,799","764,909","347,749","4,140","14,894,715",299.81,0.883,,,,,,
49550,VIRGINIA                 ,LUNENBURG              ,"1,518","6,442,700",353.68,"5,654,057",310.39,"237,803","468,866","81,972","1,426","5,251,418",306.89,1.016,,,,,,
49551,VIRGINIA                 ,LYNCHBURG CITY         ,"11,143","44,049,926",329.43,"39,950,002",298.77,"959,713","2,817,780","322,430","10,384","38,398,578",308.16,0.993,,,,,,
49560,VIRGINIA                 ,MADISON                ,"1,778","6,498,703",304.59,"5,170,583",242.34,"678,861","413,257","236,001","1,689","5,995,903",295.83,0.907,,,,,,
49561,VIRGINIA                 ,MARTINSVILLE CITY      ,"4,549","20,075,750",367.77,"18,288,164",335.02,"480,792","1,124,479","182,315","4,343","16,195,476",310.76,1.058,,,,,,
49563,VIRGINIA                 ,MANASSAS CITY          ,"9,647","28,826,522",249.01,"26,439,160",228.39,"548,516","1,643,893","194,952","8,184","32,432,071",330.24,0.969,,,,,,
49565,VIRGINIA                 ,MANASSAS PARK CITY     ,2,"8,339",347.46,"7,599",316.63,0,740,0,2,"14,491",603.79,0.980,,,,,,
49570,VIRGINIA                 ,MATHEWS                ,"1,989","5,804,689",243.20,"5,324,740",223.09,"164,889","257,189","57,870","1,874","7,638,832",339.68,0.891,,,,,,
49580,VIRGINIA                 ,MECKLENBURG            ,"5,592","22,831,466",340.24,"19,854,281",295.87,"870,890","1,818,465","287,829","5,275","20,125,731",317.94,1.006,,,,,,
49590,VIRGINIA                 ,MIDDLESEX              ,"2,518","7,598,656",251.48,"7,027,099",232.56,"180,256","311,573","79,727","2,365","9,348,318",329.40,0.895,,,,,,
49600,VIRGINIA                 ,MONTGOMERY             ,"8,338","27,600,517",275.85,"24,036,184",240.23,"1,245,427","1,596,581","722,323","7,578","30,308,414",333.29,0.950,,,,,,
49620,VIRGINIA                 ,NELSON                 ,"3,387","11,615,825",285.79,"9,184,079",225.96,"1,176,992","767,058","487,696","3,126","11,254,348",300.02,0.902,,,,,,
49621,VIRGINIA                 ,NEW KENT               ,"2,078","7,197,404",288.64,"6,559,022",263.03,"207,996","346,522","83,863","1,892","7,679,656",338.25,0.868,,,,,,
49622,VIRGINIA                 ,NEWPORT NEWS CITY      ,"16,825","64,656,915",320.24,"57,648,386",285.53,"2,023,560","4,145,399","839,569","15,393","67,821,457",367.17,0.971,,,,,,
49641,VIRGINIA                 ,NORFOLK CITY           ,"18,618","80,492,332",360.28,"71,726,459",321.04,"2,722,645","4,905,082","1,138,144","16,711","75,618,882",377.09,1.089,,,,,,
49650,VIRGINIA                 ,NORTHAMPTON            ,"2,337","8,768,822",312.68,"7,922,639",282.51,"181,166","606,250","58,766","2,219","9,456,292",355.13,0.974,,,,,,
49660,VIRGINIA                 ,NORTHUMBERLAND         ,"3,213","10,038,679",260.37,"9,185,882",238.25,"319,127","422,968","110,701","3,022","11,903,188",328.24,0.879,,,,,,
49661,VIRGINIA                 ,NORTON CITY            ,689,"2,967,074",358.86,"2,549,596",308.37,"96,710","252,663","68,104",627,"3,139,404",417.25,1.188,,,,,,
49670,VIRGINIA                 ,NOTTOWAY               ,"2,450","11,276,323",383.55,"10,450,131",355.45,"201,371","548,749","76,070","2,297","9,296,671",337.28,1.041,,,,,,
49680,VIRGINIA                 ,ORANGE                 ,"6,471","24,292,593",312.84,"20,797,841",267.83,"1,653,727","1,335,439","505,586","5,983","23,869,115",332.46,0.890,,,,,,
49690,VIRGINIA                 ,PAGE                   ,"3,718","15,504,441",347.51,"14,264,120",319.71,"487,383","576,584","176,353","3,492","12,420,202",296.40,0.956,,,,,,
49700,VIRGINIA                 ,PATRICK                ,"3,134","12,645,718",336.25,"11,273,069",299.75,"480,818","710,509","181,321","3,003","11,629,324",322.71,0.890,,,,,,
49701,VIRGINIA                 ,PETERSBURG CITY        ,"5,166","26,902,966",433.97,"24,428,972",394.07,"442,265","1,841,346","190,381","4,749","19,247,893",337.75,1.074,,,,,,
49710,VIRGINIA                 ,PITTSYLVANIA           ,"6,224","22,858,458",306.05,"20,161,820",269.95,"750,124","1,618,536","327,977","5,929","20,891,018",293.63,0.935,,,,,,
49711,VIRGINIA                 ,PORTSMOUTH CITY        ,"10,300","39,043,790",315.89,"34,413,308",278.42,"1,023,987","3,252,231","354,262","9,192","41,279,771",374.24,1.048,,,,,,
49712,VIRGINIA                 ,POQUOSON CITY          ,"1,149","3,453,040",250.44,"3,040,037",220.48,"126,300","240,931","45,771","1,045","4,364,184",348.02,0.888,,,,,,
49720,VIRGINIA                 ,POWHATAN               ,"3,191","12,140,893",317.06,"11,153,334",291.27,"342,972","522,638","121,947","2,891","12,072,258",347.98,0.850,,,,,,
49730,VIRGINIA                 ,PRINCE EDWARD          ,"3,191","12,210,960",318.89,"11,021,646",287.83,"325,888","754,936","108,489","2,970","10,834,748",304.01,0.949,,,,,,
49740,VIRGINIA                 ,PRINCE GEORGE          ,"2,537","11,235,130",369.04,"10,250,771",336.71,"191,767","699,729","92,861","2,370","9,447,268",332.18,0.937,,,,,,
49750,VIRGINIA                 ,PRINCE WILLIAM         ,"19,709","60,399,714",255.38,"55,027,195",232.67,"1,163,032","3,806,673","402,813","17,044","69,712,864",340.85,0.871,,,,,,
49770,VIRGINIA                 ,PULASKI                ,"4,904","23,854,879",405.36,"22,115,088",375.80,"527,915","1,012,277","199,598","4,637","19,945,221",358.44,1.006,,,,,,
49771,VIRGINIA                 ,RADFORD CITY           ,"2,016","6,668,745",275.66,"5,980,335",247.20,"151,154","447,087","90,167","1,882","8,103,105",358.80,0.999,,,,,,
49780,VIRGINIA                 ,RAPPAHANNOCK           ,"1,753","4,991,999",237.31,"4,481,910",213.06,"176,027","250,400","83,660","1,586","5,916,883",310.89,0.926,,,,,,
49790,VIRGINIA                 ,RICHMOND               ,"1,301","5,531,010",354.28,"5,227,351",334.83,"89,843","182,190","31,625","1,232","5,334,018",360.80,1.032,,,,,,
49791,VIRGINIA                 ,RICHMOND CITY          ,"29,789","126,367,360",353.51,"114,361,044",319.92,"3,464,247","6,767,505","1,774,564","25,891","101,496,317",326.68,1.038,,,,,,
49800,VIRGINIA                 ,ROANOKE                ,"6,207","22,327,990",299.77,"19,985,752",268.32,"656,270","1,291,574","394,393","5,811","21,896,252",314.01,0.911,,,,,,
49801,VIRGINIA                 ,ROANOKE CITY           ,"18,206","73,080,007",334.51,"65,639,968",300.45,"2,049,392","4,149,711","1,240,934","16,598","64,093,119",321.79,1.006,,,,,,
49810,VIRGINIA                 ,ROCKBRIDGE             ,"1,948","6,821,176",291.80,"6,181,126",264.42,"255,347","302,268","82,434","1,816","6,235,029",286.12,0.873,,,,,,
49820,VIRGINIA                 ,ROCKINGHAM             ,"8,162","33,987,217",347.01,"31,287,769",319.45,"997,034","1,396,230","306,182","7,563","27,372,081",301.60,0.958,,,,,,
49830,VIRGINIA                 ,RUSSELL                ,"3,402","13,476,334",330.11,"12,088,881",296.12,"279,587","1,000,457","107,409","3,307","15,462,481",389.64,0.966,,,,,,
49838,VIRGINIA                 ,SALEM CITY             ,"5,563","19,531,956",292.59,"18,212,753",272.83,"467,968","650,879","200,355","5,109","19,914,356",324.82,0.975,,,,,,
49840,VIRGINIA                 ,SCOTT                  ,"2,256","8,192,778",302.63,"7,287,094",269.17,"224,422","543,062","138,199","2,154","9,541,738",369.15,0.996,,,,,,
49850,VIRGINIA                 ,SHENANDOAH             ,"6,990","27,243,419",324.79,"25,494,226",303.94,"642,911","902,876","203,404","6,555","23,805,717",302.64,0.924,,,,,,
49860,VIRGINIA                 ,SMYTH                  ,"4,763","17,316,225",302.96,"15,674,730",274.24,"405,171","1,077,435","158,888","4,510","18,275,818",337.69,0.991,,,,,,
49870,VIRGINIA                 ,SOUTHAMPTON            ,"1,838","7,459,923",338.23,"6,674,258",302.61,"173,695","558,082","53,886","1,705","6,806,009",332.65,1.002,,,,,,
49880,VIRGINIA                 ,SPOTSYLVANIA           ,"7,063","26,754,159",315.66,"24,733,491",291.82,"575,064","1,317,484","128,119","6,258","26,395,163",351.49,0.942,,,,,,
49890,VIRGINIA                 ,STAFFORD               ,"10,319","37,411,444",302.12,"35,483,742",286.56,"373,309","1,427,286","127,105","8,950","38,499,756",358.47,0.906,,,,,,
49891,VIRGINIA                 ,STAUNTON CITY          ,"6,259","23,237,223",309.38,"20,806,604",277.02,"1,112,690","1,014,917","303,011","5,912","23,284,054",328.20,1.037,,,,,,
49892,VIRGINIA                 ,SUFFOLK CITY           ,"5,385","21,897,415",338.86,"19,927,595",308.38,"368,358","1,473,300","128,160","4,997","22,180,997",369.91,0.978,,,,,,
49900,VIRGINIA                 ,SURRY                  ,819,"2,809,959",285.91,"2,561,494",260.63,"55,806","176,505","16,153",747,"2,608,860",291.04,0.920,,,,,,
49910,VIRGINIA                 ,SUSSEX                 ,"1,684","8,423,515",416.84,"7,595,389",375.86,"183,338","588,692","56,095","1,559","5,741,522",306.90,1.038,,,,,,
49920,VIRGINIA                 ,TAZEWELL               ,"6,549","26,116,196",332.32,"23,191,234",295.10,"587,446","2,012,510","325,005","6,256","26,405,712",351.74,1.001,,,,,,
49921,VIRGINIA                 ,VIRGINIA BEACH CITY    ,"42,984","142,416,603",276.10,"133,801,489",259.40,"2,624,978","5,140,084","850,052","39,478","179,059,929",377.97,0.971,,,,,,
49930,VIRGINIA                 ,WARREN                 ,"4,427","17,218,456",324.12,"15,338,827",288.74,"610,279","917,687","351,662","4,065","14,356,901",294.32,0.934,,,,,,
49950,VIRGINIA                 ,WASHINGTON             ,"6,144","21,882,744",296.80,"19,770,887",268.16,"506,289","1,415,497","190,069","5,757","24,373,158",352.80,0.945,,,,,,
49951,VIRGINIA                 ,WAYNESBORO CITY        ,"4,945","17,392,185",293.09,"15,107,538",254.59,"1,114,862","864,879","304,904","4,677","18,188,743",324.08,1.046,,,,,,
49960,VIRGINIA                 ,WESTMORELAND           ,"3,266","13,619,269",347.50,"12,861,437",328.16,"178,184","505,288","74,358","2,994","12,692,231",353.27,0.960,,,,,,
49961,VIRGINIA                 ,WILLIAMSBURG CITY      ,"5,448","15,739,026",240.75,"14,564,540",222.78,"470,784","553,664","150,035","4,949","21,882,519",368.47,0.957,,,,,,
49962,VIRGINIA                 ,WINCHESTER CITY        ,"7,467","25,452,539",284.06,"23,801,188",265.63,"407,987","1,097,660","145,703","6,816","22,931,780",280.37,0.977,,,,,,
49970,VIRGINIA                 ,WISE                   ,"4,318","20,044,984",386.85,"17,477,184",337.29,"586,230","1,600,007","381,562","4,070","19,824,480",405.91,1.061,,,,,,
49980,VIRGINIA                 ,WYTHE                  ,"5,045","22,941,417",378.95,"20,804,764",343.65,"600,731","1,289,120","246,802","4,858","20,980,759",359.90,0.987,,,,,,
49981,VIRGINIA                 ,YORK                   ,"13,056","35,947,436",229.44,"32,676,410",208.57,"1,058,402","1,815,459","397,163","12,037","53,109,872",367.68,0.890,,,,,,
50000,WASHINGTON               ,ADAMS                  ,"1,196","4,562,755",317.92,"4,051,620",282.30,"81,054","404,005","26,075","1,126","4,901,019",362.72,0.920,,,,,,
50010,WASHINGTON               ,ASOTIN                 ,"3,632","12,107,995",277.81,"11,526,775",264.47,"78,154","473,419","29,646","3,455","14,603,719",352.24,0.942,,,,,,
50020,WASHINGTON               ,BENTON                 ,"18,844","62,755,984",277.52,"55,665,339",246.17,"533,766","6,398,342","158,537","17,249","72,786,018",351.64,0.937,,,,,,
50030,WASHINGTON               ,CHELAN                 ,"7,409","24,422,839",274.70,"22,253,326",250.30,"237,456","1,866,673","65,383","6,937","29,486,950",354.22,0.827,,,,,,
50040,WASHINGTON               ,CLALLAM                ,"16,911","50,739,587",250.03,"46,772,422",230.48,"1,474,825","2,156,899","335,440","16,043","60,415,800",313.82,0.846,,,,,,
50050,WASHINGTON               ,CLARK                  ,"26,181","95,697,399",304.60,"83,337,897",265.26,"1,871,685","9,458,376","1,029,439","21,101","77,986,371",307.99,0.956,,,,,,
50060,WASHINGTON               ,COLUMBIA               ,853,"3,465,427",338.55,"3,214,693",314.06,"24,197","218,650","7,885",793,"3,631,420",381.61,0.880,,,,,,
50070,WASHINGTON               ,COWLITZ                ,"8,766","34,671,511",329.60,"29,468,229",280.14,"891,328","4,071,614","240,338","7,960","31,752,059",332.41,1.002,,,,,,
50080,WASHINGTON               ,DOUGLAS                ,"7,054","23,239,517",274.54,"20,752,727",245.17,"313,993","2,097,687","75,109","6,590","28,607,677",361.76,0.828,,,,,,
50090,WASHINGTON               ,FERRY                  ,"1,047","4,541,893",361.50,"4,217,273",335.66,"45,104","258,570","20,944",949,"3,918,145",344.06,0.761,,,,,,
50100,WASHINGTON               ,FRANKLIN               ,"5,343","16,854,626",262.88,"15,269,005",238.15,"185,802","1,356,990","42,828","4,819","18,939,004",327.51,0.913,,,,,,
50110,WASHINGTON               ,GARFIELD               ,437,"2,339,786",446.18,"2,202,867",420.07,"26,138","107,806","2,974",422,"1,791,753",353.82,0.915,,,,,,
50120,WASHINGTON               ,GRANT                  ,"9,647","31,748,283",274.25,"28,648,081",247.47,"424,452","2,542,382","133,367","8,953","34,842,431",324.31,0.847,,,,,,
50130,WASHINGTON               ,GRAYS HARBOR           ,"11,975","51,664,592",359.53,"46,671,935",324.79,"1,183,673","3,554,488","254,495","11,267","44,530,207",329.36,0.939,,,,,,
50140,WASHINGTON               ,ISLAND                 ,"10,788","32,117,641",248.10,"29,466,792",227.62,"697,553","1,782,867","170,429","9,915","37,963,752",319.08,0.825,,,,,,
50150,WASHINGTON               ,JEFFERSON              ,"7,711","24,162,874",261.13,"22,391,771",241.99,"585,330","1,028,211","157,560","7,234","29,108,090",335.32,0.803,,,,,,
50160,WASHINGTON               ,KING                   ,"155,497","527,358,155",282.62,"468,636,855",251.15,"18,704,621","33,854,833","6,161,844","131,562","518,229,969",328.25,0.923,,,,,,
50170,WASHINGTON               ,KITSAP                 ,"28,692","98,828,170",287.04,"90,749,996",263.58,"1,821,897","5,775,038","481,237","25,328","101,445,452",333.77,0.904,,,,,,
50180,WASHINGTON               ,KITTITAS               ,"5,209","16,556,507",264.87,"15,189,517",243.00,"411,038","834,191","121,760","4,806","19,808,436",343.47,0.827,,,,,,
50190,WASHINGTON               ,KLICKITAT              ,"3,758","12,946,611",287.09,"11,583,410",256.86,"435,114","789,321","138,765","3,528","14,941,614",352.93,0.759,,,,,,
50200,WASHINGTON               ,LEWIS                  ,"9,946","43,481,404",364.31,"39,835,266",333.76,"677,037","2,808,655","160,445","9,162","33,818,928",307.60,0.916,,,,,,
50210,WASHINGTON               ,LINCOLN                ,"1,974","9,302,309",392.70,"8,546,408",360.79,"112,701","589,636","53,562","1,879","9,518,172",422.13,0.828,,,,,,
50220,WASHINGTON               ,MASON                  ,"8,755","32,297,585",307.42,"30,084,235",286.35,"591,557","1,498,155","123,637","8,029","32,006,530",332.20,0.851,,,,,,
50230,WASHINGTON               ,OKANOGAN               ,"6,646","20,385,139",255.61,"18,825,002",236.04,"218,210","1,279,000","62,926","6,107","23,875,020",325.79,0.777,,,,,,
50240,WASHINGTON               ,PACIFIC                ,"4,810","20,325,107",352.13,"18,649,608",323.10,"508,580","1,013,781","153,136","4,559","21,900,486",400.32,0.879,,,,,,
50250,WASHINGTON               ,PEND OREILLE           ,"2,056","7,173,807",290.77,"6,438,482",260.96,"93,915","602,589","38,820","1,892","7,408,764",326.32,0.811,,,,,,
50260,WASHINGTON               ,PIERCE                 ,"68,415","265,796,869",323.76,"237,591,270",289.40,"3,518,878","23,720,891","965,829","61,279","241,148,766",327.94,0.937,,,,,,
50270,WASHINGTON               ,SAN JUAN               ,"3,106","8,268,151",221.83,"7,522,047",201.81,"198,470","495,657","51,976","2,851","10,540,561",308.10,0.735,,,,,,
50280,WASHINGTON               ,SKAGIT                 ,"13,585","47,969,355",294.25,"44,107,372",270.56,"832,440","2,832,244","197,297","12,342","53,129,230",358.73,0.850,,,,,,
50290,WASHINGTON               ,SKAMANIA               ,"1,164","4,833,179",346.02,"4,434,008",317.44,"99,955","256,727","42,488","1,031","4,261,331",344.43,0.775,,,,,,
50300,WASHINGTON               ,SNOHOMISH              ,"43,126","137,168,600",265.05,"123,995,530",239.60,"2,875,965","9,551,042","746,062","36,105","136,509,852",315.08,0.916,,,,,,
50310,WASHINGTON               ,SPOKANE                ,"45,270","173,958,773",320.22,"154,264,598",283.97,"2,176,985","16,362,967","1,154,220","40,513","170,916,727",351.57,0.964,,,,,,
50320,WASHINGTON               ,STEVENS                ,"6,259","21,514,092",286.44,"19,779,601",263.35,"196,128","1,433,217","105,144","5,813","22,554,508",323.33,0.862,,,,,,
50330,WASHINGTON               ,THURSTON               ,"23,943","74,875,562",260.60,"67,680,192",235.56,"1,800,695","5,093,506","301,169","21,018","73,828,650",292.72,0.893,,,,,,
