"AGED -- 2007 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) AND 2007 DEMOGRAPHIC FACTORS "
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE
PERSONS AGED 65 AND OVER

 STATE , CODE , COUNTY ,PART A ENROLLMENT ,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME ,PART A DSH ,PART A GME ,PART A DEMOG FACTORS,PART B ENROLLMENT ,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA ,PART B DEMOG FACTORS,AGED & DBLD MEAN RISK SCORES

ALABAMA                  ,01000,AUTAUGA                ,"4,579","18,053,515",328.56,"16,260,018",295.92,"210,049","1,510,477","72,971",0.896,"4,323","16,652,361",320.96,0.941,0.910
ALABAMA                  ,01010,BALDWIN                ,"22,130","84,948,302",319.88,"81,682,660",307.59,"366,969","2,700,756","197,917",0.899,"21,210","76,422,234",300.26,0.943,0.944
ALABAMA                  ,01020,BARBOUR                ,"2,859","11,565,606",337.11,"10,794,429",314.63,"67,575","676,074","27,528",1.063,"2,800","9,727,886",289.43,1.032,1.016
ALABAMA                  ,01030,BIBB                   ,"2,044","10,453,847",426.20,"9,567,147",390.05,"180,590","639,236","66,874",0.953,"1,955","7,389,636",314.98,0.975,0.980
ALABAMA                  ,01040,BLOUNT                 ,"4,086","19,736,686",402.53,"18,591,927",379.18,"316,160","626,475","202,124",0.972,"3,887","13,405,269",287.37,0.982,1.005
ALABAMA                  ,01050,BULLOCK                ,983,"4,461,273",378.20,"4,063,035",344.44,"32,224","355,336","10,678",1.122,939,"3,004,798",266.64,1.051,0.946
ALABAMA                  ,01060,BUTLER                 ,"2,979","16,700,847",467.18,"15,039,341",420.70,"156,437","1,459,234","45,835",1.084,"2,904","10,609,633",304.36,1.040,1.024
ALABAMA                  ,01070,CALHOUN                ,"15,936","79,021,641",413.22,"72,766,977",380.52,"1,108,147","4,676,350","470,167",0.933,"15,213","55,161,275",302.15,0.962,1.012
ALABAMA                  ,01080,CHAMBERS               ,"4,945","21,174,638",356.84,"19,158,290",322.86,"156,140","1,820,119","40,089",1.015,"4,809","15,234,556",263.97,1.002,1.050
ALABAMA                  ,01090,CHEROKEE               ,"3,233","14,780,893",380.99,"13,956,534",359.74,"93,566","690,462","40,331",0.966,"3,154","10,698,446",282.65,0.978,0.947
ALABAMA                  ,01100,CHILTON                ,"3,494","17,926,472",427.55,"16,921,018",403.57,"115,105","824,613","65,736",0.969,"3,374","13,934,840",344.17,0.979,1.009
ALABAMA                  ,01110,CHOCTAW                ,"1,972","9,287,770",392.49,"8,675,050",366.59,"26,069","572,756","13,895",1.052,"1,953","6,489,982",276.83,1.022,0.937
ALABAMA                  ,01120,CLARKE                 ,"3,747","18,680,841",415.46,"17,619,074",391.85,"78,075","942,050","41,642",0.999,"3,629","12,112,326",278.10,0.997,0.915
ALABAMA                  ,01130,CLAY                   ,"2,182","10,451,451",399.15,"9,674,230",369.47,"168,564","523,268","85,389",1.052,"2,131","6,993,852",273.41,1.025,1.007
ALABAMA                  ,01140,CLEBURNE               ,"1,957","8,552,235",364.17,"7,843,799",334.01,"124,378","537,255","46,803",0.975,"1,920","6,320,111",274.30,0.983,0.990
ALABAMA                  ,01150,COFFEE                 ,"6,291","24,566,726",325.42,"22,878,145",303.05,"108,076","1,535,327","45,178",0.977,"6,136","18,910,388",256.81,0.981,0.975
ALABAMA                  ,01160,COLBERT                ,"8,549","39,689,939",386.89,"37,485,729",365.40,"186,646","1,944,140","73,424",0.959,"8,362","31,478,032",313.69,0.973,0.989
ALABAMA                  ,01170,CONECUH                ,"1,921","9,540,461",413.87,"8,801,626",381.82,"34,503","695,000","9,332",1.033,"1,864","6,982,199",312.01,1.014,0.973
ALABAMA                  ,01180,COOSA                  ,"1,473","6,325,286",357.85,"5,941,272",336.12,"45,339","311,502","27,173",0.980,"1,423","4,808,524",281.45,0.984,1.001
ALABAMA                  ,01190,COVINGTON              ,"6,411","30,766,789",399.92,"28,425,322",369.49,"143,996","2,141,693","55,778",1.022,"6,250","22,163,707",295.49,1.006,1.023
ALABAMA                  ,01200,CRENSHAW               ,"2,069","10,097,268",406.69,"9,191,826",370.22,"70,748","813,093","21,601",1.088,"2,021","6,500,922",267.95,1.041,0.952
ALABAMA                  ,01210,CULLMAN                ,"11,111","49,735,738",373.02,"46,392,304",347.95,"673,429","2,368,832","301,173",0.988,"10,733","40,807,042",316.82,0.992,1.024
ALABAMA                  ,01220,DALE                   ,"7,817","35,409,268",377.48,"33,291,517",354.91,"143,234","1,925,622","48,895",0.941,"7,613","24,761,630",271.04,0.962,0.968
ALABAMA                  ,01230,DALLAS                 ,"5,488","27,508,114",417.70,"22,845,193",346.90,"568,592","3,820,523","273,806",1.044,"5,352","19,450,678",302.85,1.027,1.021
ALABAMA                  ,01240,DE KALB                ,"8,560","37,172,951",361.89,"34,481,675",335.69,"346,373","2,198,347","146,556",1.009,"8,313","28,233,110",283.01,1.005,0.948
ALABAMA                  ,01250,ELMORE                 ,"7,660","33,675,724",366.36,"30,311,566",329.76,"341,438","2,907,466","115,254",0.911,"7,248","26,855,464",308.76,0.949,0.937
ALABAMA                  ,01260,ESCAMBIA               ,"5,172","22,351,543",360.14,"20,966,874",337.83,"109,869","1,234,631","40,169",0.978,"5,023","18,992,462",315.09,0.988,0.994
ALABAMA                  ,01270,ETOWAH                 ,"14,310","71,466,345",416.18,"67,911,905",395.48,"487,511","2,854,701","212,228",0.975,"13,893","50,495,990",302.88,0.986,1.035
ALABAMA                  ,01280,FAYETTE                ,"2,451","10,640,664",361.78,"9,607,494",326.65,"157,343","829,227","46,600",1.032,"2,393","7,670,618",267.11,1.010,0.981
ALABAMA                  ,01290,FRANKLIN               ,"4,766","24,233,499",423.72,"22,763,842",398.02,"141,084","1,272,647","55,926",0.991,"4,650","17,890,534",320.60,0.997,0.997
ALABAMA                  ,01300,GENEVA                 ,"4,212","19,324,432",382.33,"18,148,120",359.06,"79,194","1,061,905","35,213",1.008,"4,103","13,602,964",276.26,0.998,0.994
ALABAMA                  ,01310,GREENE                 ,"1,217","6,554,064",448.79,"5,855,497",400.95,"112,388","547,271","38,908",1.124,"1,192","4,779,297",333.91,1.063,1.019
ALABAMA                  ,01320,HALE                   ,"2,373","12,792,082",449.22,"11,492,097",403.57,"246,936","973,779","79,270",1.057,"2,318","8,127,648",292.14,1.035,0.954
ALABAMA                  ,01330,HENRY                  ,"2,384","9,082,036",317.46,"8,460,149",295.73,"27,900","585,866","8,121",1.027,"2,294","7,090,873",257.55,1.005,0.978
ALABAMA                  ,01340,HOUSTON                ,"11,057","41,643,509",313.85,"38,751,985",292.06,"122,061","2,718,153","51,310",0.979,"10,694","33,294,240",259.44,0.985,0.943
ALABAMA                  ,01350,JACKSON                ,"8,175","37,726,622",384.57,"34,750,720",354.24,"437,916","2,408,064","129,922",0.955,"7,904","27,710,589",292.12,0.974,0.975
ALABAMA                  ,01360,JEFFERSON              ,"58,772","280,161,880",397.24,"262,226,853",371.81,"5,767,371","8,194,517","3,973,139",0.932,"55,100","191,472,876",289.58,0.970,0.965
ALABAMA                  ,01370,LAMAR                  ,"2,589","12,509,938",402.66,"11,370,326",365.98,"169,835","903,416","66,361",1.015,"2,542","8,695,555",284.96,1.003,0.959
ALABAMA                  ,01380,LAUDERDALE             ,"13,991","50,826,806",302.74,"47,881,934",285.19,"286,640","2,552,120","106,112",0.957,"13,627","43,858,084",268.19,0.974,0.970
ALABAMA                  ,01390,LAWRENCE               ,"3,609","18,451,186",426.05,"17,252,557",398.37,"135,384","1,019,637","43,608",1.030,"3,537","12,987,909",305.99,1.016,1.074
ALABAMA                  ,01400,LEE                    ,"9,442","33,958,276",299.71,"31,105,549",274.53,"186,115","2,595,875","70,737",0.953,"9,034","27,110,760",250.08,0.977,0.924
ALABAMA                  ,01410,LIMESTONE              ,"7,379","29,437,359",332.45,"27,209,950",307.29,"289,117","1,861,357","76,935",0.959,"7,105","26,028,460",305.26,0.976,0.954
ALABAMA                  ,01420,LOWNDES                ,967,"4,776,657",411.64,"4,220,048",363.67,"72,960","461,991","21,658",1.093,935,"3,584,064",319.12,1.042,0.953
ALABAMA                  ,01430,MACON                  ,"2,309","10,290,971",371.41,"9,544,299",344.46,"70,919","651,698","24,055",1.085,"2,023","6,448,826",265.61,1.065,0.944
ALABAMA                  ,01440,MADISON                ,"34,840","127,896,241",305.91,"120,299,256",287.74,"1,710,438","5,379,448","507,099",0.888,"32,541","115,285,893",295.23,0.941,0.956
ALABAMA                  ,01450,MARENGO                ,"2,537","13,142,420",431.69,"12,124,546",398.26,"137,124","808,040","72,710",1.064,"2,502","8,188,152",272.69,1.032,0.978
ALABAMA                  ,01460,MARION                 ,"4,479","20,257,466",376.90,"18,615,956",346.36,"306,881","1,204,947","129,682",0.998,"4,372","15,119,583",288.19,0.996,0.964
ALABAMA                  ,01470,MARSHALL               ,"13,121","56,428,508",358.39,"52,580,163",333.94,"535,445","3,099,760","213,140",0.957,"12,490","46,402,070",309.59,0.978,1.016
ALABAMA                  ,01480,MOBILE                 ,"33,414","152,107,630",379.35,"143,446,142",357.75,"1,429,539","6,044,374","1,187,575",0.942,"31,730","106,882,292",280.70,0.970,0.973
ALABAMA                  ,01490,MONROE                 ,"3,039","14,474,053",396.90,"13,596,833",372.84,"54,181","802,449","20,590",1.030,"2,950","10,142,439",286.49,1.011,0.919
ALABAMA                  ,01500,MONTGOMERY             ,"21,511","90,418,599",350.28,"80,247,328",310.88,"1,097,701","8,681,183","392,387",0.955,"20,196","73,804,924",304.53,0.978,0.927
ALABAMA                  ,01510,MORGAN                 ,"15,669","64,903,158",345.18,"60,262,521",320.50,"576,428","3,881,783","182,426",0.934,"15,032","52,710,569",292.20,0.964,0.993
ALABAMA                  ,01520,PERRY                  ,"1,361","6,491,235",397.45,"5,584,000",341.91,"140,096","703,319","63,820",1.168,"1,315","4,951,571",313.69,1.093,1.034
ALABAMA                  ,01530,PICKENS                ,"3,025","13,166,428",362.71,"11,888,701",327.51,"164,695","1,058,230","54,802",1.026,"2,969","10,723,711",300.94,1.016,0.941
ALABAMA                  ,01540,PIKE                   ,"3,523","16,136,208",381.69,"14,519,958",343.46,"189,323","1,369,488","57,439",1.015,"3,393","12,276,192",301.48,1.004,0.934
ALABAMA                  ,01550,RANDOLPH               ,"3,342","14,183,229",353.66,"13,145,257",327.78,"115,987","879,452","42,533",1.005,"3,273","11,413,012",290.50,0.996,0.978
ALABAMA                  ,01560,RUSSELL                ,"6,226","27,620,007",369.69,"25,867,597",346.23,"217,890","1,431,092","103,428",0.957,"6,008","19,569,672",271.44,0.973,1.009
ALABAMA                  ,01570,ST CLAIR               ,"5,433","25,291,688",387.93,"23,830,322",365.52,"431,350","704,120","325,896",0.921,"5,116","18,140,570",295.46,0.964,0.945
ALABAMA                  ,01580,SHELBY                 ,"8,709","40,038,555",383.11,"37,920,912",362.85,"389,100","1,528,315","200,228",0.872,"8,143","30,433,068",311.44,0.937,0.931
ALABAMA                  ,01590,SUMTER                 ,"1,508","7,738,871",427.66,"7,152,906",395.28,"66,834","497,527","21,604",1.096,"1,510","4,626,744",255.31,1.049,0.926
ALABAMA                  ,01600,TALLADEGA              ,"9,333","45,527,271",406.51,"41,757,247",372.85,"498,910","2,996,660","274,454",0.973,"9,079","30,888,079",283.48,0.982,0.996
ALABAMA                  ,01610,TALLAPOOSA             ,"5,990","23,498,768",326.92,"21,924,887",305.02,"140,401","1,374,710","58,770",1.003,"5,784","22,600,406",325.59,1.001,1.024
ALABAMA                  ,01620,TUSCALOOSA             ,"17,718","88,184,575",414.76,"77,994,506",366.83,"1,973,998","7,517,379","698,692",0.974,"17,008","61,367,378",300.67,0.994,0.970
ALABAMA                  ,01630,WALKER                 ,"8,894","50,013,414",468.61,"45,470,511",426.04,"947,667","2,999,443","595,793",0.932,"8,614","36,625,924",354.32,0.967,1.032
ALABAMA                  ,01640,WASHINGTON             ,"2,151","9,753,409",377.86,"9,328,650",361.41,"39,034","354,766","30,959",0.983,"2,112","7,155,929",282.31,0.990,0.913
ALABAMA                  ,01650,WILCOX                 ,"1,528","7,485,792",408.26,"6,601,361",360.02,"117,261","716,187","50,983",1.122,"1,504","4,707,715",260.77,1.058,0.928
ALABAMA                  ,01660,WINSTON                ,"3,647","19,746,623",451.21,"18,208,985",416.07,"243,453","1,171,014","123,171",1.004,"3,536","13,585,985",320.18,1.003,1.044
ALASKA                   ,02010,ALEUTIAN               ,203,"771,713",316.80,"675,531",277.31,"2,149","92,898","1,135",0.842,148,"458,975",258.00,0.905,0.782
ALASKA                   ,02020,ANCHORAGE              ,"17,983","62,449,736",289.39,"54,362,486",251.92,"1,011,961","6,722,098","353,191",0.906,"16,456","45,894,717",232.41,0.952,0.863
ALASKA                   ,02030,ANGOON                 ,74,"182,672",205.71,"153,530",172.89,"3,855","24,247","1,040",0.839,66,"173,756",217.18,0.901,0.874
ALASKA                   ,02040,BARROW-NORTH SLOPE     ,310,"1,890,347",508.16,"1,635,091",439.54,"2,242","252,194",820,0.823,266,"1,015,710",317.41,0.899,0.861
ALASKA                   ,02050,BETHEL                 ,633,"2,947,954",388.09,"2,603,793",342.78,"1,433","342,148",580,1.291,545,"1,853,666",283.35,1.190,0.847
ALASKA                   ,02060,BRISTOL BAY BOROUGH    ,539,"1,806,659",279.32,"1,595,262",246.64,"26,620","178,309","6,468",0.752,491,"1,308,661",221.96,0.853,0.747
ALASKA                   ,02070,BRISTOL BAY            ,385,"2,649,894",573.57,"2,462,360",532.98,"4,464","182,145",925,1.067,316,"956,834",252.07,1.076,0.877
ALASKA                   ,02080,CORDOVA-MC CARTHY      ,193,"897,979",387.73,"838,742",362.15,"8,422","47,221","3,594",0.826,177,"799,331",374.75,0.904,0.831
ALASKA                   ,02090,FAIRBANKS              ,"4,796","16,059,999",279.05,"14,458,841",251.23,"127,562","1,430,821","42,775",0.889,"4,481","12,535,733",233.12,0.941,0.854
ALASKA                   ,02100,HAINES                 ,302,"793,831",219.05,"677,373",186.91,"16,497","94,439","5,522",0.932,286,"1,082,170",314.86,0.969,0.894
ALASKA                   ,02110,JUNEAU                 ,"2,646","9,209,308",290.04,"8,176,761",257.52,"233,975","742,496","56,076",0.897,"2,427","7,749,794",266.09,0.945,0.870
ALASKA                   ,02120,KENAI-COOK INLET       ,"4,672","18,247,191",325.47,"16,508,305",294.45,"195,047","1,488,997","54,842",0.831,"4,430","13,625,171",256.29,0.906,0.861
ALASKA                   ,02130,KETCHIKAN              ,"1,275","5,609,344",366.62,"5,259,407",343.75,"115,634","198,834","35,469",0.931,"1,215","4,895,008",335.51,0.969,0.944
ALASKA                   ,02140,KOBUK                  ,371,"2,251,923",505.82,"2,069,967",464.95,"1,865","179,511",580,0.878,296,"1,315,222",370.18,0.947,0.752
ALASKA                   ,02150,KODIAK                 ,415,"2,258,153",453.44,"2,134,620",428.64,"27,380","91,060","5,093",1.038,364,"1,313,864",300.38,1.029,0.871
ALASKA                   ,02160,KUSKOKWIN              ,169,"818,590",403.64,"693,108",341.77,"3,802","120,376","1,304",0.833,137,"503,737",306.23,0.901,0.799
ALASKA                   ,02170,MATANUSKA              ,"5,081","17,360,621",284.73,"15,552,102",255.07,"168,119","1,594,876","45,524",0.890,"4,743","13,892,850",244.08,0.941,0.894
ALASKA                   ,02180,NOME                   ,538,"2,551,954",395.28,"2,366,718",366.59,"2,813","181,379","1,044",1.117,464,"1,655,637",297.24,1.082,0.843
ALASKA                   ,02190,OUTER KETCHIKAN        ,177,"760,466",358.03,"690,177",324.94,"25,759","39,940","4,590",0.797,153,"570,120",309.67,0.896,0.917
ALASKA                   ,02200,PRINCE OF WALES        ,265,"907,817",285.48,"790,927",248.72,"26,207","85,474","5,209",0.805,244,"1,069,348",364.72,0.898,0.937
ALASKA                   ,02210,SEWARD                 ,441,"1,587,961",300.07,"1,445,661",273.18,"17,960","118,767","5,573",0.848,418,"1,243,721",247.90,0.919,0.857
ALASKA                   ,02220,SITKA                  ,846,"4,516,310",444.87,"4,181,491",411.89,"77,952","237,359","19,508",0.889,763,"3,577,955",390.65,0.949,0.933
ALASKA                   ,02230,SKAGWAY-YAKUTAT        ,308,"1,055,755",285.65,"921,793",249.40,"26,034","103,268","4,660",0.810,284,"766,922",224.51,0.892,0.830
ALASKA                   ,02240,SOUTHEAST FAIRBANKS    ,511,"1,712,637",279.30,"1,494,215",243.67,"21,284","190,299","6,839",0.959,478,"1,195,934",208.42,0.991,0.835
ALASKA                   ,02250,UPPER YUKON            ,142,"452,092",265.31,"405,191",237.79,"4,245","41,752",904,0.829,128,"259,659",168.72,0.905,0.859
ALASKA                   ,02260,VALDZ-CHITNA-WHITIER   ,617,"3,455,213",466.67,"3,248,742",438.78,"22,810","175,811","7,850",0.817,553,"1,628,657",245.17,0.893,0.741
ALASKA                   ,02270,WADE HAMPTON           ,394,"1,620,222",342.69,"1,406,670",297.52,262,"213,174",116,1.295,359,"1,419,847",328.82,1.197,0.969
ALASKA                   ,02280,WRANGELL-PETERSBURG    ,686,"3,173,336",385.49,"2,885,980",350.58,"96,735","168,304","22,317",0.947,655,"2,530,836",321.54,0.970,0.881
ALASKA                   ,02290,YUKON-KOYUKUK          ,418,"1,782,588",355.38,"1,607,147",320.40,"7,453","164,835","3,153",1.198,379,"1,058,773",232.24,1.128,0.853
ALASKA                   ,02990,STATEWIDE              ,1,0,0.00,0,0.00,0,0,0,1.000,1,0,0.00,1.000,0.000
ARIZONA                  ,03000,APACHE                 ,"5,803","21,482,751",308.50,"18,643,985",267.73,"529,650","2,176,171","132,945",1.083,"5,626","16,498,330",244.34,1.082,0.000
ARIZONA                  ,03010,COCHISE                ,"15,304","53,704,250",292.43,"47,148,431",256.73,"1,440,007","4,687,566","428,246",0.907,"14,525","47,398,226",271.93,0.957,0.000
ARIZONA                  ,03020,COCONINO               ,"11,644","44,071,117",315.41,"38,623,125",276.42,"470,358","4,845,396","132,238",0.910,"11,167","36,629,022",273.33,0.956,0.000
ARIZONA                  ,03030,GILA                   ,"9,325","44,639,830",398.93,"40,266,269",359.84,"909,302","3,290,547","173,712",0.908,"8,956","31,205,112",290.35,0.950,0.000
ARIZONA                  ,03040,GRAHAM                 ,"2,945","10,329,010",292.28,"9,145,102",258.77,"184,875","937,167","61,866",0.955,"2,835","8,254,267",242.56,0.979,0.000
ARIZONA                  ,03050,GREENLEE               ,714,"2,816,184",328.69,"2,519,492",294.06,"38,711","245,624","12,357",0.896,688,"1,865,755",225.88,0.941,0.000
ARIZONA                  ,03055,LA PAZ                 ,"3,383","14,997,403",369.43,"13,774,784",339.31,"187,997","995,286","39,336",0.929,"3,143","10,958,615",290.52,0.974,0.000
ARIZONA                  ,03060,MARICOPA               ,"216,517","994,651,974",382.82,"923,818,911",355.56,"14,191,230","50,879,648","5,762,185",0.876,"200,138","733,535,647",305.43,0.944,0.000
ARIZONA                  ,03070,MOHAVE                 ,"31,331","128,517,466",341.83,"116,629,141",310.21,"2,115,542","9,046,941","725,842",0.871,"30,010","104,137,603",289.17,0.928,0.000
ARIZONA                  ,03080,NAVAJO                 ,"10,388","42,048,572",337.32,"37,156,045",298.07,"733,220","3,982,289","177,018",0.946,"9,989","33,037,075",275.60,0.983,0.000
ARIZONA                  ,03090,PIMA                   ,"75,462","286,138,760",315.99,"250,824,023",276.99,"7,705,741","24,772,482","2,836,514",0.892,"69,691","238,341,440",285.00,0.954,0.000
ARIZONA                  ,03100,PINAL                  ,"17,478","76,395,395",364.25,"70,095,060",334.21,"919,265","5,099,515","281,555",0.864,"16,343","58,270,460",297.12,0.933,0.000
ARIZONA                  ,03110,SANTA CRUZ             ,"2,892","7,744,121",223.15,"6,658,937",191.88,"245,909","749,600","89,675",0.910,"2,747","7,140,069",216.59,0.989,0.000
ARIZONA                  ,03120,YAVAPAI                ,"33,597","120,929,736",299.95,"111,540,430",276.66,"1,403,445","7,675,564","310,297",0.904,"31,981","100,073,240",260.76,0.947,0.000
ARIZONA                  ,03130,YUMA                   ,"18,013","67,909,063",314.17,"61,669,799",285.30,"485,152","5,615,701","138,411",0.929,"17,368","57,443,576",275.61,0.974,0.000
ARKANSAS                 ,04000,ARKANSAS               ,"3,014","13,363,823",369.49,"12,292,720",339.88,"146,362","872,204","52,537",1.032,"2,873","10,695,329",310.15,1.028,0.000
ARKANSAS                 ,04010,ASHLEY                 ,"3,155","15,713,605",415.05,"14,712,279",388.60,"140,406","804,581","56,339",1.014,"3,069","10,867,389",295.08,1.008,0.000
ARKANSAS                 ,04020,BAXTER                 ,"9,476","33,258,118",292.48,"31,648,621",278.32,"206,566","1,331,922","71,009",0.930,"9,254","30,084,709",270.89,0.961,0.000
ARKANSAS                 ,04030,BENTON                 ,"18,890","70,094,902",309.22,"66,653,624",294.04,"537,063","2,768,012","136,203",0.923,"17,941","53,495,795",248.48,0.960,0.000
ARKANSAS                 ,04040,BOONE                  ,"5,768","20,450,842",295.46,"18,961,911",273.95,"137,898","1,321,893","29,140",0.961,"5,534","16,674,322",251.05,0.981,0.000
ARKANSAS                 ,04050,BRADLEY                ,"1,786","8,158,700",380.68,"7,690,818",358.85,"57,098","381,847","28,937",1.053,"1,741","7,574,458",362.36,1.033,0.000
ARKANSAS                 ,04060,CALHOUN                ,713,"3,365,729",393.38,"3,088,407",360.96,"42,332","222,125","12,865",1.023,692,"2,779,799",334.43,1.020,0.000
ARKANSAS                 ,04070,CARROLL                ,"3,675","12,117,724",274.78,"11,545,453",261.80,"111,327","442,140","18,804",0.932,"3,503","10,328,312",245.67,0.962,0.000
ARKANSAS                 ,04080,CHICOT                 ,"1,974","9,747,271",411.49,"9,129,909",385.42,"80,055","493,208","44,099",1.067,"1,886","6,904,483",305.05,1.034,0.000
ARKANSAS                 ,04090,CLARK                  ,"3,041","11,284,795",309.24,"10,763,744",294.96,"49,655","452,610","18,786",0.989,"2,917","9,459,063",270.22,1.000,0.000
ARKANSAS                 ,04100,CLAY                   ,"2,947","12,880,933",364.24,"11,879,326",335.92,"126,386","833,543","41,678",1.013,"2,838","10,334,895",303.38,1.004,0.000
ARKANSAS                 ,04110,CLEBURNE               ,"5,102","18,430,124",301.03,"17,284,619",282.32,"123,036","969,427","53,042",0.945,"4,967","16,755,193",281.06,0.969,0.000
ARKANSAS                 ,04120,CLEVELAND              ,"1,190","4,601,251",322.22,"4,084,584",286.04,"82,601","383,963","50,103",0.990,"1,145","4,117,708",299.45,0.991,0.000
ARKANSAS                 ,04130,COLUMBIA               ,"3,724","18,872,532",422.32,"17,673,534",395.49,"88,887","1,081,207","28,904",1.024,"3,627","12,929,889",297.04,1.010,0.000
ARKANSAS                 ,04140,CONWAY                 ,"3,170","13,125,622",345.05,"12,375,687",325.33,"92,088","618,505","39,342",1.005,"3,057","9,861,956",268.77,1.000,0.000
ARKANSAS                 ,04150,CRAIGHEAD              ,"9,969","37,865,095",316.52,"34,401,058",287.57,"504,451","2,764,191","195,395",0.966,"9,569","30,543,723",265.99,0.984,0.000
ARKANSAS                 ,04160,CRAWFORD               ,"5,719","22,027,803",320.97,"20,388,341",297.08,"215,080","1,359,287","65,095",0.961,"5,435","16,719,920",256.32,0.988,0.000
ARKANSAS                 ,04170,CRITTENDEN             ,"4,398","22,432,435",425.05,"18,590,304",352.25,"677,699","2,827,234","337,198",1.002,"4,137","13,687,597",275.67,1.009,0.000
ARKANSAS                 ,04180,CROSS                  ,"2,296","9,299,281",337.52,"8,633,902",313.37,"111,123","506,156","48,100",1.044,"2,221","7,526,514",282.30,1.024,0.000
ARKANSAS                 ,04190,DALLAS                 ,"1,235","5,563,255",375.39,"5,243,594",353.82,"31,452","271,719","16,490",1.083,"1,207","4,459,691",307.80,1.051,0.000
ARKANSAS                 ,04200,DESHA                  ,"1,837","10,155,718",460.70,"9,319,653",422.78,"153,409","609,508","73,148",1.080,"1,755","6,694,270",317.81,1.056,0.000
ARKANSAS                 ,04210,DREW                   ,"2,177","10,993,019",420.80,"9,993,806",382.55,"124,093","821,575","53,545",1.040,"2,101","7,839,628",310.89,1.019,0.000
ARKANSAS                 ,04220,FAULKNER               ,"9,607","34,223,351",296.86,"31,906,899",276.77,"263,494","1,937,714","115,244",0.926,"9,175","30,174,454",274.05,0.956,0.000
ARKANSAS                 ,04230,FRANKLIN               ,"2,325","7,737,377",277.33,"7,361,658",263.86,"44,367","318,570","12,782",1.036,"2,238","6,658,722",247.93,1.027,0.000
ARKANSAS                 ,04240,FULTON                 ,"2,139","8,074,589",314.58,"7,638,060",297.57,"29,668","391,778","15,083",0.986,"2,067","6,889,097",277.70,0.995,0.000
ARKANSAS                 ,04250,GARLAND                ,"20,804","80,882,019",323.98,"76,188,828",305.19,"353,688","4,203,302","136,201",0.919,"20,132","70,206,586",290.61,0.956,0.000
ARKANSAS                 ,04260,GRANT                  ,"2,058","10,346,259",418.94,"9,634,545",390.13,"78,050","599,418","34,246",0.933,"1,979","7,210,874",303.59,0.964,0.000
ARKANSAS                 ,04270,GREENE                 ,"4,913","21,712,173",368.28,"19,775,721",335.43,"162,801","1,706,605","67,046",0.989,"4,750","14,677,633",257.46,0.996,0.000
ARKANSAS                 ,04280,HEMPSTEAD              ,"2,575","12,651,866",409.45,"11,865,374",383.99,"84,734","671,205","30,553",1.025,"2,468","7,872,862",265.77,1.023,0.000
ARKANSAS                 ,04290,HOT SPRING             ,"4,349","19,362,113",371.01,"18,224,757",349.21,"110,747","987,369","39,240",0.966,"4,213","14,842,783",293.57,0.982,0.000
ARKANSAS                 ,04300,HOWARD                 ,"2,008","8,542,122",354.50,"8,133,042",337.53,"51,729","339,176","18,175",1.034,"1,927","6,524,537",282.15,1.034,0.000
ARKANSAS                 ,04310,INDEPENDENCE           ,"5,155","23,697,614",383.08,"21,352,194",345.17,"138,738","2,151,136","55,546",0.987,"4,972","17,969,936",301.14,0.990,0.000
ARKANSAS                 ,04320,IZARD                  ,"2,451","9,663,347",328.55,"9,042,369",307.44,"85,665","505,831","29,482",0.994,"2,362","8,085,978",285.27,1.004,0.000
ARKANSAS                 ,04330,JACKSON                ,"3,005","15,837,172",439.19,"14,528,595",402.90,"119,458","1,124,868","64,251",1.044,"2,901","10,098,350",290.04,1.025,0.000
ARKANSAS                 ,04340,JEFFERSON              ,"8,370","34,810,598",346.58,"30,146,290",300.14,"803,275","3,416,115","444,918",1.020,"7,866","24,553,947",260.12,1.016,0.000
ARKANSAS                 ,04350,JOHNSON                ,"2,934","10,150,711",288.31,"9,355,456",265.72,"70,781","705,595","18,879",1.005,"2,793","7,945,989",237.03,1.008,0.000
ARKANSAS                 ,04360,LAFAYETTE              ,"1,122","5,117,159",380.06,"4,806,157",356.96,"42,930","253,062","15,010",1.073,"1,080","3,656,384",282.04,1.041,0.000
ARKANSAS                 ,04370,LAWRENCE               ,"3,014","12,253,680",338.80,"11,373,759",314.47,"106,132","730,297","43,492",1.053,"2,931","9,922,718",282.09,1.030,0.000
ARKANSAS                 ,04380,LEE                    ,"1,072","4,829,669",375.44,"4,328,023",336.44,"79,052","391,570","31,024",1.194,"1,002","3,606,563",299.80,1.110,0.000
ARKANSAS                 ,04390,LINCOLN                ,"1,352","6,068,317",374.03,"5,204,524",320.79,"159,100","635,430","69,263",1.098,"1,270","4,495,751",294.88,1.066,0.000
ARKANSAS                 ,04400,LITTLE RIVER           ,"1,958","9,936,935",422.92,"9,420,485",400.94,"81,100","409,139","26,211",0.983,"1,885","7,967,691",352.19,0.991,0.000
