"AGED -- 2007 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) AND 2007 DEMOGRAPHIC FACTORS "
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE
PERSONS AGED 65 AND OVER

 STATE , CODE , COUNTY ,PART A ENROLLMENT ,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME ,PART A DSH ,PART A GME ,PART A DEMOG FACTORS,PART B ENROLLMENT ,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA ,PART B DEMOG FACTORS,AGED & DBLD MEAN RISK SCORES
GEORGIA                  ,11600,HOUSTON                ,"12,014","57,696,354",400.20,"50,813,629",352.46,"1,218,138","5,254,084","410,503",0.895,"11,722","46,237,597",328.70,0.941,1.064
GEORGIA                  ,11601,IRWIN                  ,964,"3,558,594",307.62,"3,065,843",265.03,"42,907","438,397","11,447",1.107,938,"2,897,204",257.16,1.058,1.032
GEORGIA                  ,11610,JACKSON                ,"5,823","20,663,414",295.72,"18,838,802",269.60,"154,321","1,637,988","32,303",0.903,"5,555","19,106,324",286.59,0.947,0.945
GEORGIA                  ,11611,JASPER                 ,"1,118","5,263,021",392.29,"4,779,450",356.25,"100,345","352,034","31,192",0.973,"1,073","4,440,069",344.81,0.983,0.989
GEORGIA                  ,11612,JEFF DAVIS             ,"1,526","7,906,716",431.78,"7,459,251",407.34,"67,727","354,856","24,882",1.013,"1,492","5,522,904",308.32,1.007,1.054
GEORGIA                  ,11620,JEFFERSON              ,"2,158","9,276,370",358.22,"8,186,218",316.12,"184,646","820,254","85,252",1.083,"2,138","6,556,656",255.56,1.046,1.008
GEORGIA                  ,11630,JENKINS                ,935,"4,316,747",384.74,"3,806,629",339.27,"115,440","347,319","47,359",1.087,933,"2,903,455",259.24,1.041,0.955
GEORGIA                  ,11640,JOHNSON                ,"1,050","5,124,028",406.67,"4,571,671",362.83,"80,896","441,029","30,432",1.108,"1,028","3,739,386",302.93,1.068,1.079
GEORGIA                  ,11650,JONES                  ,"1,473","7,442,629",421.06,"6,468,038",365.92,"191,357","702,499","80,735",0.944,"1,409","5,000,574",295.72,0.978,0.962
GEORGIA                  ,11651,LAMAR                  ,"1,613","7,669,315",396.22,"6,762,453",349.37,"150,452","715,796","40,614",0.961,"1,569","5,363,590",284.87,0.984,0.932
GEORGIA                  ,11652,LANIER                 ,721,"2,422,780",280.03,"2,217,523",256.30,"14,000","188,022","3,235",1.048,702,"2,585,891",306.64,1.035,1.099
GEORGIA                  ,11660,LAURENS                ,"5,632","23,460,703",347.13,"20,337,156",300.92,"469,576","2,505,953","148,018",1.034,"5,455","19,366,208",295.80,1.023,1.006
GEORGIA                  ,11670,LEE                    ,"1,678","5,569,823",276.61,"4,726,466",234.73,"70,210","717,521","55,626",0.904,"1,627","5,681,220",290.84,0.938,0.923
GEORGIA                  ,11680,LIBERTY                ,"2,692","9,679,862",299.65,"8,852,463",274.04,"154,843","599,884","72,672",0.902,"2,621","9,318,019",296.23,0.949,0.964
GEORGIA                  ,11690,LINCOLN                ,"1,032","4,212,083",340.12,"3,712,144",299.75,"121,732","337,804","40,403",0.937,998,"3,325,357",277.41,0.955,0.954
GEORGIA                  ,11691,LONG                   ,564,"2,808,599",414.98,"2,566,411",379.20,"46,887","177,057","18,244",1.011,552,"2,176,565",328.39,0.990,1.101
GEORGIA                  ,11700,LOWNDES                ,"9,730","34,568,611",296.07,"30,434,785",260.66,"225,822","3,838,215","69,789",0.942,"9,474","33,770,418",297.04,0.969,1.034
GEORGIA                  ,11701,LUMPKIN                ,"2,333","9,086,704",324.57,"8,401,550",300.10,"34,426","640,391","10,337",0.945,"2,246","8,684,133",322.10,0.977,0.939
GEORGIA                  ,11702,MC DUFFIE              ,"2,228","8,870,493",331.78,"7,767,783",290.54,"192,154","836,502","74,054",0.987,"2,152","7,535,007",291.78,0.995,1.004
GEORGIA                  ,11703,MC INTOSH              ,"1,382","4,441,728",267.83,"4,021,553",242.50,"78,369","318,128","23,678",0.917,"1,349","4,643,935",286.73,0.949,0.976
GEORGIA                  ,11710,MACON                  ,"1,227","5,539,401",376.22,"4,890,050",332.11,"99,757","513,092","36,502",1.082,"1,186","4,204,778",295.43,1.064,1.046
GEORGIA                  ,11720,MADISON                ,"2,866","10,147,501",295.05,"9,236,565",268.57,"66,961","828,093","15,882",0.949,"2,773","8,649,791",259.88,0.969,0.942
GEORGIA                  ,11730,MARION                 ,527,"1,895,062",299.66,"1,765,585",279.19,"12,735","108,964","7,778",1.129,519,"1,891,277",303.19,1.084,1.052
GEORGIA                  ,11740,MERIWETHER             ,"2,224","8,549,482",320.35,"7,929,769",297.13,"151,563","429,829","38,321",1.021,"2,161","6,967,425",268.67,1.011,0.985
GEORGIA                  ,11741,MILLER                 ,863,"3,922,708",378.79,"3,640,533",351.54,"22,373","248,914","10,888",1.114,849,"2,843,663",278.98,1.053,1.029
GEORGIA                  ,11750,MITCHELL               ,"2,348","9,898,697",351.32,"8,877,112",315.06,"71,043","908,733","41,809",1.042,"2,324","7,646,635",274.19,1.018,0.967
GEORGIA                  ,11760,MONROE                 ,"2,129","9,554,315",373.98,"8,399,422",328.77,"279,649","767,213","108,031",1.011,"2,069","6,539,821",263.30,1.014,0.885
GEORGIA                  ,11770,MONTGOMERY             ,967,"4,160,463",358.54,"3,843,386",331.21,"39,615","260,066","17,396",0.939,937,"3,459,883",307.41,0.963,0.944
GEORGIA                  ,11771,MORGAN                 ,"2,077","6,621,582",265.67,"6,161,944",247.23,"42,394","403,993","13,251",0.947,"2,012","6,682,977",276.75,0.968,0.957
GEORGIA                  ,11772,MURRAY                 ,"3,187","12,034,404",314.67,"11,015,586",288.03,"78,553","917,580","22,685",0.934,"3,067","10,271,963",279.05,0.966,0.952
GEORGIA                  ,11780,MUSCOGEE               ,"19,185","70,207,847",304.96,"66,176,423",287.45,"601,299","3,160,050","270,075",0.942,"18,652","62,590,242",279.64,0.968,0.996
GEORGIA                  ,11790,NEWTON                 ,"7,495","30,436,533",338.41,"27,554,828",306.37,"564,482","2,182,638","134,585",0.886,"7,136","25,107,252",293.16,0.938,0.947
GEORGIA                  ,11800,OCONEE                 ,"2,616","9,345,413",297.70,"8,570,356",273.01,"37,519","726,656","10,882",0.900,"2,493","7,522,481",251.40,0.945,0.930
GEORGIA                  ,11801,OGLETHORPE             ,943,"3,217,688",284.35,"2,918,564",257.91,"18,008","274,804","6,312",1.062,910,"2,774,243",254.00,1.047,0.937
GEORGIA                  ,11810,PAULDING               ,"5,199","20,974,643",336.20,"19,629,282",314.63,"105,114","1,199,093","41,154",0.898,"4,932","20,937,453",353.76,0.943,0.972
GEORGIA                  ,11811,PEACH                  ,"3,102","14,617,153",392.68,"12,850,517",345.22,"358,300","1,281,529","126,807",0.888,"2,983","10,906,786",304.60,0.931,0.990
GEORGIA                  ,11812,PICKENS                ,"3,773","12,708,022",280.68,"11,904,091",262.92,"116,709","659,036","28,186",0.876,"3,643","13,578,453",310.56,0.931,0.882
GEORGIA                  ,11820,PIERCE                 ,"2,212","7,907,363",297.90,"7,123,677",268.37,"86,849","656,612","40,225",0.980,"2,183","8,457,725",322.80,0.984,1.035
GEORGIA                  ,11821,PIKE                   ,"1,685","7,516,900",371.76,"6,719,493",332.32,"128,001","635,003","34,403",0.935,"1,626","5,508,328",282.22,0.958,0.952
GEORGIA                  ,11830,POLK                   ,"5,003","23,325,206",388.52,"21,781,213",362.80,"261,143","1,127,928","154,922",0.963,"4,863","20,701,363",354.69,0.978,0.966
GEORGIA                  ,11831,PULASKI                ,"1,317","5,381,287",340.50,"4,733,728",299.53,"103,105","502,279","42,175",0.983,"1,293","4,701,553",303.01,0.990,1.065
GEORGIA                  ,11832,PUTNAM                 ,"2,750","9,773,044",296.15,"8,842,251",267.95,"193,690","667,193","69,910",0.891,"2,657","10,357,470",324.76,0.940,0.947
GEORGIA                  ,11833,QUITMAN                ,167,"593,237",296.03,"543,170",271.04,"7,326","38,982","3,759",1.186,162,"575,666",295.52,1.100,0.988
GEORGIA                  ,11834,RABUN                  ,"2,749","9,476,325",287.27,"8,819,548",267.36,"67,409","572,759","16,609",0.949,"2,679","10,501,957",326.56,0.974,0.945
GEORGIA                  ,11835,RANDOLPH               ,954,"2,778,481",242.70,"2,480,531",216.68,"23,104","255,815","19,031",1.110,944,"3,408,409",300.70,1.049,0.958
GEORGIA                  ,11840,RICHMOND               ,"18,272","67,590,257",308.26,"59,001,688",269.09,"1,849,464","5,973,844","765,261",0.947,"17,301","51,266,370",246.93,0.977,0.932
GEORGIA                  ,11841,ROCKDALE               ,"6,317","25,860,716",341.15,"23,214,302",306.24,"487,409","2,040,707","118,298",0.888,"6,039","23,555,061",325.01,0.943,0.935
GEORGIA                  ,11842,SCHLEY                 ,417,"1,577,149",315.18,"1,392,617",278.30,"24,550","148,384","11,598",0.966,410,"1,190,339",241.45,0.971,1.021
GEORGIA                  ,11850,SCREVEN                ,"1,856","7,489,583",336.28,"6,423,477",288.41,"176,000","832,831","57,275",1.030,"1,820","6,249,659",286.12,1.014,1.029
GEORGIA                  ,11851,SEMINOLE               ,"1,320","5,852,816",369.50,"5,375,978",339.39,"10,538","460,511","5,789",1.022,"1,302","4,154,146",265.80,1.007,0.969
GEORGIA                  ,11860,SPALDING               ,"6,459","30,771,069",397.01,"27,693,558",357.30,"462,797","2,498,610","116,104",0.950,"6,233","21,147,661",282.70,0.973,0.899
GEORGIA                  ,11861,STEPHENS               ,"4,203","16,211,866",321.43,"14,930,655",296.03,"170,974","1,061,342","48,895",0.945,"4,083","15,038,926",306.90,0.956,0.981
GEORGIA                  ,11862,STEWART                ,630,"2,855,108",377.66,"2,719,260",359.69,"16,581","111,775","7,492",1.138,623,"2,073,749",277.28,1.088,1.020
GEORGIA                  ,11870,SUMTER                 ,"3,217","12,126,969",314.14,"10,575,837",273.96,"134,801","1,324,140","92,191",1.089,"3,166","9,738,585",256.30,1.059,1.050
GEORGIA                  ,11880,TALBOT                 ,735,"3,157,600",358.00,"2,931,747",332.40,"55,295","151,611","18,947",0.980,720,"2,376,352",274.79,0.986,0.989
GEORGIA                  ,11881,TALIAFERRO             ,252,"981,807",324.67,"864,333",285.82,"33,301","68,309","15,864",1.017,246,"820,636",277.71,0.997,1.029
GEORGIA                  ,11882,TATTNALL               ,"2,434","12,242,577",419.15,"11,185,490",382.96,"152,360","848,880","55,847",1.036,"2,378","8,435,952",295.52,1.025,1.009
GEORGIA                  ,11883,TAYLOR                 ,"1,046","4,887,216",389.36,"4,382,497",349.15,"86,948","381,604","36,167",0.970,"1,023","3,782,197",307.82,0.977,1.025
GEORGIA                  ,11884,TELFAIR                ,"1,681","9,351,184",463.57,"8,462,655",419.52,"179,995","652,552","55,982",1.071,"1,656","7,901,204",397.53,1.043,1.088
GEORGIA                  ,11885,TERRELL                ,"1,101","3,858,032",292.01,"3,323,270",251.53,"36,404","466,667","31,691",1.066,"1,086","3,432,810",263.21,1.029,0.955
GEORGIA                  ,11890,THOMAS                 ,"6,263","24,653,722",328.03,"22,097,993",294.03,"165,534","2,349,472","40,723",0.976,"6,080","18,888,579",258.89,0.982,0.950
GEORGIA                  ,11900,TIFT                   ,"4,501","16,841,555",311.81,"14,291,968",264.61,"202,855","2,301,245","45,487",0.984,"4,393","14,802,161",280.79,0.991,1.000
GEORGIA                  ,11901,TOOMBS                 ,"3,479","13,910,865",333.21,"12,736,302",305.08,"189,639","925,433","59,491",1.035,"3,405","11,528,677",282.09,1.025,1.029
GEORGIA                  ,11902,TOWNS                  ,"2,570","6,418,159",208.11,"5,939,524",192.59,"97,912","352,223","28,500",0.926,"2,522","9,078,443",299.98,0.955,0.870
GEORGIA                  ,11903,TREUTLEN               ,745,"3,030,508",338.98,"2,682,806",300.09,"42,148","286,685","18,869",1.096,733,"2,515,575",285.83,1.048,1.059
GEORGIA                  ,11910,TROUP                  ,"6,455","22,991,425",296.82,"20,296,806",262.03,"588,031","1,970,522","136,066",0.985,"6,274","19,843,830",263.55,0.991,0.970
GEORGIA                  ,11911,TURNER                 ,"1,227","4,888,477",332.01,"4,182,351",284.05,"43,599","648,079","14,448",1.035,"1,216","4,212,299",288.45,1.015,1.009
GEORGIA                  ,11912,TWIGGS                 ,951,"4,643,386",406.89,"4,001,726",350.66,"116,274","469,035","56,351",1.042,911,"3,317,711",303.18,1.035,1.017
GEORGIA                  ,11913,UNION                  ,"4,078","10,714,405",218.95,"9,807,696",200.42,"175,425","690,130","41,154",0.921,"4,003","14,545,664",302.76,0.953,0.887
GEORGIA                  ,11920,UPSON                  ,"2,987","12,465,551",347.77,"10,850,999",302.73,"225,062","1,321,482","68,008",1.003,"2,910","8,261,450",236.52,1.012,0.949
GEORGIA                  ,11921,WALKER                 ,"9,261","43,760,059",393.77,"40,098,636",360.82,"478,108","3,027,225","156,090",0.938,"8,930","31,269,412",291.78,0.967,0.980
GEORGIA                  ,11930,WALTON                 ,"8,185","35,840,530",364.90,"33,276,212",338.79,"335,099","2,142,544","86,675",0.896,"7,817","29,384,977",313.23,0.941,0.969
GEORGIA                  ,11940,WARE                   ,"5,316","23,531,342",368.88,"21,206,333",332.43,"262,245","1,956,601","106,163",1.030,"5,244","22,086,088",350.92,1.021,1.064
GEORGIA                  ,11941,WARREN                 ,747,"2,580,160",287.84,"2,211,042",246.66,"76,648","247,708","44,762",1.163,746,"2,383,033",266.20,1.085,1.083
GEORGIA                  ,11950,WASHINGTON             ,"1,979","8,574,956",361.08,"7,578,052",319.10,"177,112","747,681","72,111",1.055,"1,949","6,103,045",260.84,1.038,1.010
GEORGIA                  ,11960,WAYNE                  ,"3,219","14,659,300",379.50,"13,212,995",342.06,"254,637","1,111,767","79,901",0.976,"3,164","11,759,775",309.70,0.990,0.987
GEORGIA                  ,11961,WEBSTER                ,193,"1,043,471",450.55,"941,822",406.66,"21,408","76,080","4,161",1.042,186,"585,845",262.24,1.010,0.926
GEORGIA                  ,11962,WHEELER                ,621,"3,818,891",512.47,"3,617,211",485.40,"22,750","169,655","9,275",1.104,609,"2,457,351",336.07,1.051,1.139
GEORGIA                  ,11963,WHITE                  ,"3,432","12,469,431",302.77,"11,409,681",277.04,"70,278","968,230","21,242",0.930,"3,328","12,174,019",304.78,0.964,0.945
GEORGIA                  ,11970,WHITFIELD              ,"9,555","37,697,192",328.77,"33,947,023",296.07,"363,970","3,294,289","91,910",0.926,"9,095","29,795,829",273.00,0.960,0.929
GEORGIA                  ,11971,WILCOX                 ,"1,100","4,415,340",334.50,"3,911,463",296.32,"71,977","408,420","23,480",1.073,"1,081","3,690,103",284.29,1.047,1.060
GEORGIA                  ,11972,WILKES                 ,"1,687","8,563,902",423.03,"7,744,962",382.58,"221,608","528,668","68,664",1.010,"1,635","5,373,089",273.70,0.995,1.007
GEORGIA                  ,11973,WILKINSON              ,"1,340","6,304,017",392.04,"5,337,866",331.96,"183,392","714,507","68,252",0.929,"1,306","4,706,307",300.24,0.954,0.975
GEORGIA                  ,11980,WORTH                  ,"2,116","8,116,698",319.66,"7,140,843",281.22,"74,508","846,043","55,304",0.986,"2,074","6,994,976",280.96,0.980,0.980
HAWAII                   ,12010,HAWAII                 ,"14,001","41,131,878",244.82,"37,326,779",222.17,"684,814","2,929,040","191,245",0.928,"12,619","31,761,371",209.74,0.964,0.885
HAWAII                   ,12020,HONOLULU               ,"74,088","195,826,331",220.26,"172,749,457",194.31,"5,323,176","15,333,394","2,420,304",0.950,"64,418","162,520,280",210.24,0.986,0.884
HAWAII                   ,12030,KALAWAO                ,26,"104,310",334.33,"94,086",301.56,"3,233","5,762","1,229",1.129,22,"134,038",492.72,1.081,2.031
HAWAII                   ,12040,KAUAI                  ,"5,445","14,251,516",218.11,"13,631,889",208.63,"174,640","396,037","48,950",0.929,"4,856","12,296,132",211.01,0.967,0.864
HAWAII                   ,12050,MAUI                   ,"8,032","22,601,429",234.49,"20,959,980",217.46,"249,136","1,308,678","83,635",0.909,"6,779","17,665,177",217.15,0.967,0.833
IDAHO                    ,13000,ADA                    ,"24,349","83,522,438",285.85,"78,693,804",269.33,"651,522","3,941,479","235,633",0.961,"22,480","66,238,842",245.54,0.984,0.900
IDAHO                    ,13010,ADAMS                  ,652,"1,644,558",210.19,"1,545,631",197.55,"16,869","76,255","5,803",0.921,625,"1,632,761",217.41,0.956,0.778
IDAHO                    ,13020,BANNOCK                ,"6,512","22,770,363",291.39,"20,404,817",261.12,"589,787","1,558,392","217,367",0.976,"6,229","20,401,302",272.89,0.988,0.852
IDAHO                    ,13030,BEAR LAKE              ,794,"3,031,844",318.20,"2,859,999",300.17,"49,820","109,604","12,421",1.014,768,"2,827,087",306.39,1.007,0.840
IDAHO                    ,13040,BENEWAH                ,"1,382","4,741,543",285.91,"4,515,712",272.29,"25,076","188,171","12,584",0.993,"1,308","4,521,525",288.00,1.011,0.814
IDAHO                    ,13050,BINGHAM                ,"3,875","13,181,227",283.47,"12,415,464",267.00,"223,321","484,725","57,717",0.955,"3,685","11,609,990",262.54,0.977,0.869
IDAHO                    ,13060,BLAINE                 ,"1,925","6,130,956",265.41,"5,781,967",250.30,"95,056","220,245","33,688",0.859,"1,813","6,153,933",282.74,0.922,0.765
IDAHO                    ,13070,BOISE                  ,423,"1,183,865",233.23,"1,109,876",218.65,"12,144","57,645","4,200",0.918,379,"980,880",215.20,0.962,0.783
IDAHO                    ,13080,BONNER                 ,"4,761","14,457,632",253.06,"13,543,776",237.06,"96,737","777,154","39,965",0.954,"4,519","12,450,388",229.55,0.975,0.827
IDAHO                    ,13090,BONNEVILLE             ,"9,426","30,801,563",272.31,"29,219,891",258.33,"267,156","1,260,647","53,869",0.955,"9,087","28,826,834",264.35,0.978,0.909
IDAHO                    ,13100,BOUNDARY               ,"1,355","3,347,157",205.85,"3,171,769",195.07,"25,839","139,850","9,699",0.993,"1,265","3,432,428",225.97,0.999,0.808
IDAHO                    ,13110,BUTTE                  ,464,"1,583,102",284.32,"1,549,608",278.31,"2,378","29,947","1,169",1.007,448,"1,310,530",243.27,1.009,0.893
IDAHO                    ,13120,CAMAS                  ,128,"573,604",373.44,"531,556",346.07,"9,662","29,417","2,969",0.901,119,"454,231",317.88,0.940,0.899
IDAHO                    ,13130,CANYON                 ,"10,767","39,911,598",308.90,"36,967,005",286.11,"210,290","2,666,829","67,474",1.034,"9,952","28,793,229",241.09,1.034,0.909
IDAHO                    ,13140,CARIBOU                ,901,"3,055,422",282.60,"2,838,713",262.55,"69,297","126,142","21,270",0.987,873,"2,837,036",270.58,0.981,0.870
IDAHO                    ,13150,CASSIA                 ,"2,321","7,133,126",256.11,"6,862,988",246.41,"58,944","197,227","13,967",1.028,"2,212","6,175,720",232.60,1.018,0.937
IDAHO                    ,13160,CLARK                  ,97,"166,147",142.74,"155,390",133.50,327,"10,154",276,0.918,94,"216,841",191.56,0.947,0.759
IDAHO                    ,13170,CLEARWATER             ,"1,420","4,724,526",277.26,"4,408,636",258.72,"48,171","252,764","14,955",1.008,"1,354","5,628,608",346.33,1.013,0.899
IDAHO                    ,13180,CUSTER                 ,606,"1,951,212",268.32,"1,860,467",255.84,"12,166","74,590","3,989",0.952,577,"1,833,818",264.62,0.971,0.782
IDAHO                    ,13190,ELMORE                 ,"2,136","6,592,775",257.21,"6,232,751",243.16,"53,436","289,779","16,809",0.933,"2,046","6,090,229",247.98,0.968,0.877
IDAHO                    ,13200,FRANKLIN               ,"1,119","3,015,333",224.56,"2,869,811",213.72,"38,281","98,247","8,994",0.962,"1,063","3,511,757",275.24,0.977,0.788
IDAHO                    ,13210,FREMONT                ,"1,455","3,700,724",211.95,"3,401,438",194.81,"52,374","236,471","10,441",0.955,"1,379","3,734,330",225.67,0.984,0.826
IDAHO                    ,13220,GEM                    ,"1,834","6,342,561",288.19,"6,033,094",274.13,"44,823","253,797","10,847",1.024,"1,739","4,752,369",227.61,1.018,0.827
IDAHO                    ,13230,GOODING                ,"1,909","6,365,942",277.89,"6,035,010",263.45,"27,497","297,252","6,183",0.993,"1,826","5,891,099",268.80,0.998,0.891
IDAHO                    ,13240,IDAHO                  ,"2,215","7,784,324",292.86,"7,451,403",280.34,"46,108","271,183","15,630",1.038,"2,115","6,722,411",264.87,1.025,0.808
IDAHO                    ,13250,JEFFERSON              ,"2,017","5,976,399",246.92,"5,603,750",231.52,"71,566","287,680","13,403",0.910,"1,914","6,082,624",264.73,0.948,0.889
IDAHO                    ,13260,JEROME                 ,"1,873","5,692,079",253.25,"5,383,103",239.50,"12,876","291,817","4,283",0.976,"1,788","5,066,836",236.06,0.990,0.867
IDAHO                    ,13270,KOOTENAI               ,"14,652","47,639,136",270.95,"45,483,873",258.69,"250,587","1,831,691","72,985",0.946,"13,807","42,430,548",256.09,0.972,0.884
IDAHO                    ,13280,LATAH                  ,"3,205","12,375,812",321.78,"11,881,779",308.94,"73,381","396,217","24,435",0.977,"3,033","9,792,506",268.99,0.995,0.861
IDAHO                    ,13290,LEMHI                  ,"1,460","3,610,388",206.07,"3,442,687",196.50,"30,610","130,215","6,876",0.976,"1,418","4,824,421",283.41,0.980,0.876
IDAHO                    ,13300,LEWIS                  ,"1,077","3,264,084",252.56,"3,091,931",239.24,"26,501","138,076","7,576",0.962,"1,031","3,631,134",293.31,0.980,0.818
IDAHO                    ,13310,LINCOLN                ,463,"1,745,428",314.15,"1,648,820",296.76,"5,517","89,201","1,890",1.054,446,"1,343,691",251.02,1.042,0.859
IDAHO                    ,13320,MADISON                ,"1,329","3,982,275",249.70,"3,685,113",231.07,"55,045","232,130","9,987",0.967,"1,253","3,694,567",245.70,0.985,0.817
IDAHO                    ,13330,MINIDOKA               ,"2,363","6,081,803",214.48,"5,836,431",205.83,"61,002","169,013","15,357",1.012,"2,249","6,061,213",224.50,1.012,0.884
IDAHO                    ,13340,NEZ PERCE              ,"5,501","20,214,408",306.22,"19,055,040",288.66,"148,173","967,937","43,258",1.026,"5,301","17,918,085",281.68,1.013,0.990
IDAHO                    ,13350,ONEIDA                 ,565,"3,204,750",472.68,"3,048,989",449.70,"40,113","103,271","12,377",1.003,544,"2,210,934",338.11,1.005,0.822
IDAHO                    ,13360,OWYHEE                 ,817,"2,654,524",270.76,"2,416,392",246.47,"27,108","201,819","9,205",1.059,750,"2,069,789",229.88,1.046,0.864
IDAHO                    ,13370,PAYETTE                ,"2,315","8,038,468",289.36,"7,489,232",269.59,"58,271","478,041","12,924",1.006,"2,205","6,181,103",233.58,1.012,0.907
IDAHO                    ,13380,POWER                  ,669,"2,434,403",303.24,"2,210,538",275.35,"62,751","143,635","17,479",1.034,646,"1,774,894",228.84,1.021,0.820
IDAHO                    ,13390,SHOSHONE               ,"2,068","9,109,472",367.08,"8,615,078",347.16,"54,315","421,717","18,362",1.055,"2,004","6,974,802",289.94,1.042,0.960
IDAHO                    ,13400,TETON                  ,517,"1,964,270",316.61,"1,846,652",297.66,"48,624","57,128","11,866",0.921,497,"1,850,370",310.05,0.956,0.794
IDAHO                    ,13410,TWIN FALLS             ,"9,072","28,551,216",262.26,"26,675,325",245.03,"151,192","1,687,830","36,869",1.004,"8,671","23,826,816",228.99,1.006,0.919
IDAHO                    ,13420,VALLEY                 ,"1,214","4,723,480",324.24,"4,473,516",307.08,"59,150","177,834","12,980",0.898,"1,153","4,226,072",305.20,0.949,0.869
IDAHO                    ,13430,WASHINGTON             ,"1,374","4,962,599",300.98,"4,797,262",290.95,"21,185","137,614","6,538",1.028,"1,304","3,573,781",228.33,1.025,0.837
ILLINOIS                 ,14000,ADAMS                  ,"10,525","40,009,447",316.78,"37,802,714",299.31,"1,147,474","551,276","507,983",1.042,"10,113","32,070,254",264.25,1.042,1.031
ILLINOIS                 ,14010,ALEXANDER              ,"1,313","5,745,054",364.63,"5,327,183",338.11,"66,024","326,455","25,392",1.075,"1,275","4,523,784",295.60,1.047,0.955
ILLINOIS                 ,14020,BOND                   ,"2,474","10,326,866",347.85,"9,547,276",321.59,"239,953","412,486","127,151",0.997,"2,401","8,230,017",285.60,1.004,0.952
ILLINOIS                 ,14030,BOONE                  ,"4,406","17,924,262",339.01,"17,073,024",322.91,"248,125","539,304","63,809",0.922,"4,203","13,123,726",260.15,0.967,0.938
ILLINOIS                 ,14040,BROWN                  ,731,"2,687,844",306.41,"2,494,607",284.38,"97,246","57,248","38,743",1.068,709,"2,082,928",244.62,1.042,0.911
ILLINOIS                 ,14050,BUREAU                 ,"5,564","21,611,870",323.69,"20,277,694",303.70,"517,699","653,149","163,328",0.977,"5,441","17,170,817",262.96,0.990,0.956
ILLINOIS                 ,14060,CALHOUN                ,912,"4,437,277",405.45,"4,086,048",373.36,"156,583","131,275","63,371",1.000,898,"3,343,138",309.98,1.002,1.016
ILLINOIS                 ,14070,CARROLL                ,"2,919","11,408,795",325.71,"10,535,349",300.77,"363,333","446,593","63,520",0.964,"2,840","8,616,937",252.77,0.989,0.958
ILLINOIS                 ,14080,CASS                   ,"2,034","7,273,266",297.99,"6,610,584",270.84,"311,303","235,944","115,435",1.024,"1,990","5,958,265",249.48,1.027,0.929
ILLINOIS                 ,14090,CHAMPAIGN              ,"14,617","54,552,040",311.01,"49,265,444",280.87,"1,756,570","2,915,964","614,062",0.954,"13,380","43,938,402",273.65,0.987,0.988
ILLINOIS                 ,14100,CHRISTIAN              ,"5,578","22,111,267",330.33,"20,464,296",305.73,"743,718","663,928","239,325",0.999,"5,434","19,149,691",293.66,1.007,0.942
ILLINOIS                 ,14110,CLARK                  ,"2,226","8,388,062",314.02,"7,722,797",289.11,"172,432","421,950","70,883",1.039,"2,152","7,570,969",293.06,1.027,0.996
ILLINOIS                 ,14120,CLAY                   ,"2,426","9,576,307",328.95,"9,058,789",311.17,"198,801","256,496","62,221",1.054,"2,387","9,840,541",343.47,1.031,1.000
ILLINOIS                 ,14130,CLINTON                ,"4,447","18,904,399",354.25,"17,692,884",331.55,"485,105","476,235","250,175",0.972,"4,329","15,176,417",292.10,0.992,0.929
ILLINOIS                 ,14140,COLES                  ,"6,473","24,434,746",314.57,"22,851,022",294.18,"405,573","1,047,932","130,219",1.011,"6,237","21,334,118",285.02,1.018,1.066
ILLINOIS                 ,14141,COOK                   ,"494,850","2,779,428,255",468.06,"2,373,633,847",399.72,"167,246,478","166,485,163","72,062,767",0.993,"463,411","2,032,330,813",365.47,1.027,1.001
ILLINOIS                 ,14150,CRAWFORD               ,"3,272","11,761,875",299.56,"11,237,083",286.19,"141,521","339,614","43,657",0.984,"3,213","9,725,669",252.20,0.994,0.891
ILLINOIS                 ,14160,CUMBERLAND             ,"1,399","4,946,999",294.67,"4,630,840",275.84,"102,342","184,837","28,980",1.004,"1,360","4,635,252",283.90,0.996,1.030
ILLINOIS                 ,14170,DE KALB                ,"9,664","42,503,641",366.51,"41,073,843",354.18,"645,946","648,898","134,954",0.944,"9,254","32,383,782",291.61,0.979,0.973
ILLINOIS                 ,14180,DE WITT                ,"2,232","7,875,816",294.05,"7,461,763",278.59,"143,327","217,869","52,857",0.972,"2,149","8,004,411",310.38,0.993,0.983
ILLINOIS                 ,14190,DOUGLAS                ,"1,938","7,430,614",319.51,"6,774,280",291.29,"198,963","392,264","65,107",1.037,"1,837","6,057,032",274.63,1.036,0.988
ILLINOIS                 ,14250,DU PAGE                ,"90,058","405,091,990",374.84,"387,589,740",358.65,"9,273,372","5,455,671","2,773,207",0.913,"84,329","313,013,327",309.32,0.971,0.944
ILLINOIS                 ,14310,EDGAR                  ,"2,980","12,194,212",341.00,"11,393,404",318.61,"236,390","490,812","73,606",1.032,"2,849","10,241,544",299.49,1.022,1.003
