"AGED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) , FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B , PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,
04450,ARKANSAS,MILLER,"5,149","23,084,646",373.61,"20,946,757",339.01,"214,130","1,834,565","89,192","4,842","19,930,476",343.01,1.023,,,,
04460,ARKANSAS,MISSISSIPPI,"4,784","24,140,677",420.51,"21,396,168",372.70,"371,520","2,265,021","107,967","4,536","17,934,721",329.49,0.975,,,,
04470,ARKANSAS,MONROE,"1,331","5,830,315",365.03,"5,310,673",332.50,"34,420","467,523","17,697","1,277","5,027,652",328.09,0.964,,,,
04480,ARKANSAS,MONTGOMERY,"1,574","5,736,381",303.71,"5,384,813",285.09,"16,915","328,000","6,652","1,485","4,927,242",276.50,0.901,,,,
04490,ARKANSAS,NEVADA,"1,304","5,742,896",367.01,"5,299,711",338.68,"38,158","387,627","17,399","1,247","4,391,762",293.49,1.044,,,,
04500,ARKANSAS,NEWTON,"1,183","3,718,142",261.91,"3,378,580",238.00,"38,485","292,591","8,484","1,123","3,429,708",254.50,0.839,,,,
04510,ARKANSAS,OUACHITA,"3,727","15,496,471",346.49,"14,433,332",322.72,"92,916","929,897","40,325","3,572","13,261,347",309.38,0.958,,,,
04520,ARKANSAS,PERRY,"1,523","5,275,511",288.66,"4,905,126",268.39,"37,445","309,471","23,467","1,413","5,113,149",301.55,0.968,,,,
04530,ARKANSAS,PHILLIPS,"2,545","11,568,457",378.80,"10,234,656",335.12,"170,487","1,093,261","70,052","2,392","8,850,341",308.33,0.959,,,,
04540,ARKANSAS,PIKE,"1,722","6,138,170",297.05,"5,712,466",276.45,"24,843","388,716","12,144","1,658","5,739,066",288.45,0.902,,,,
04550,ARKANSAS,POINSETT,"3,396","16,702,696",409.86,"15,092,333",370.35,"227,698","1,291,652","91,011","3,272","14,012,031",356.87,1.033,,,,
04560,ARKANSAS,POLK,"3,658","14,550,824",331.48,"13,651,966",311.01,"83,203","786,498","29,156","3,455","12,475,085",300.89,0.899,,,,
04570,ARKANSAS,POPE,"6,931","25,818,282",310.42,"23,507,420",282.64,"156,355","2,076,006","78,500","6,621","23,525,951",296.10,0.913,,,,
04580,ARKANSAS,PRAIRIE,"1,378","6,030,762",364.71,"5,587,430",337.89,"32,915","396,886","13,529","1,328","5,133,025",322.10,1.027,,,,
04590,ARKANSAS,PULASKI,"44,692","178,885,197",333.55,"161,921,817",301.92,"2,552,643","12,888,979","1,521,757","40,550","161,901,842",332.72,0.965,,,,
04600,ARKANSAS,RANDOLPH,"2,410","10,097,531",349.15,"9,083,221",314.08,"162,737","804,803","46,769","2,306","10,013,159",361.85,0.894,,,,
04610,ARKANSAS,ST  FRANCIS,"2,993","12,069,114",336.04,"10,582,743",294.65,"267,170","1,118,458","100,742","2,828","10,675,559",314.58,0.945,,,,
04620,ARKANSAS,SALINE,"7,324","30,688,924",349.18,"28,480,505",324.05,"240,574","1,848,369","119,476","6,983","29,721,665",354.69,0.954,,,,
04630,ARKANSAS,SCOTT,"1,527","5,003,411",273.05,"4,660,242",254.32,"43,077","284,412","15,678","1,451","5,128,587",294.54,0.890,,,,
04640,ARKANSAS,SEARCY,"1,505","4,693,810",259.90,"4,397,112",243.47,"37,847","242,824","16,025","1,425","5,052,784",295.48,0.958,,,,
04650,ARKANSAS,SEBASTIAN,"12,266","50,519,882",343.22,"46,475,187",315.75,"413,000","3,465,165","166,528","11,404","42,347,358",309.45,0.945,,,,
04660,ARKANSAS,SEVIER,"1,905","9,472,907",414.39,"8,884,871",388.66,"69,807","489,487","28,740","1,812","7,836,330",360.39,1.025,,,,
04670,ARKANSAS,SHARP,"3,590","15,857,641",368.10,"14,282,589",331.54,"112,641","1,425,263","37,146","3,456","14,522,838",350.18,0.984,,,,
04680,ARKANSAS,STONE,"2,254","11,195,240",413.90,"10,577,222",391.05,"37,788","562,878","17,351","2,144","8,851,104",344.03,0.948,,,,
04690,ARKANSAS,UNION,"6,151","27,719,643",375.54,"25,484,286",345.26,"307,864","1,792,208","135,283","5,885","22,365,016",316.70,0.918,,,,
04700,ARKANSAS,VAN BUREN,"3,011","10,107,763",279.75,"9,519,664",263.47,"55,793","497,447","34,857","2,871","12,479,537",362.23,0.905,,,,
04710,ARKANSAS,WASHINGTON,"17,500","63,038,410",300.18,"58,841,558",280.20,"845,799","3,007,053","343,998","15,784","55,343,228",292.19,0.908,,,,
04720,ARKANSAS,WHITE,"10,286","47,766,756",386.99,"43,925,097",355.86,"223,492","3,503,341","114,825","9,698","36,552,636",314.09,0.979,,,,
04730,ARKANSAS,WOODRUFF,"1,189","4,535,790",317.90,"4,132,003",289.60,"19,994","369,369","14,423","1,139","4,459,657",326.28,1.050,,,,
04740,ARKANSAS,YELL,"2,911","15,066,527",431.31,"13,962,993",399.72,"100,487","968,021","35,025","2,782","10,796,300",323.40,1.009,,,,
05000,CALIFORNIA,ALAMEDA,"83,003","448,982,548",450.77,"390,610,991",392.17,"6,559,761","48,290,665","3,521,129","75,216","319,075,451",353.51,0.987,,,,
05010,CALIFORNIA,ALPINE,131,"479,417",304.97,"419,214",266.68,"35,036","18,510","6,656",125,"436,917",291.28,0.879,,,,
05020,CALIFORNIA,AMADOR,"5,821","22,494,218",322.03,"20,053,325",287.08,"410,562","1,927,827","102,502","5,468","21,343,154",325.27,0.882,,,,
05030,CALIFORNIA,BUTTE,"31,224","149,755,055",399.68,"135,771,251",362.36,"1,198,127","12,508,194","277,481","30,136","121,326,485",335.50,0.998,,,,
05040,CALIFORNIA,CALAVERAS,"7,636","30,983,451",338.13,"28,279,554",308.62,"502,345","2,098,775","102,775","7,222","27,456,234",316.81,0.854,,,,
05050,CALIFORNIA,COLUSA,"2,368","9,844,503",346.44,"8,752,580",308.02,"245,357","791,065","55,500","2,228","8,190,859",306.36,0.939,,,,
05060,CALIFORNIA,CONTRA COSTA,"66,504","320,159,725",401.18,"296,017,282",370.93,"3,454,455","19,079,555","1,608,431","58,142","261,479,060",374.77,0.946,,,,
05070,CALIFORNIA,DEL NORTE,"3,496","15,301,748",364.74,"14,064,704",335.26,"90,871","1,122,373","23,798","3,402","13,873,028",339.83,0.942,,,,
05080,CALIFORNIA,EL DORADO,"17,587","73,430,804",347.94,"66,855,638",316.79,"1,177,381","5,077,809","319,975","15,856","65,502,961",344.26,0.887,,,,
05090,CALIFORNIA,FRESNO,"62,094","264,013,101",354.32,"223,633,832",300.13,"5,395,690","33,202,844","1,780,734","59,544","257,085,822",359.80,0.988,,,,
05100,CALIFORNIA,GLENN,"3,562","15,005,368",351.05,"14,018,575",327.97,"119,986","842,312","24,493","3,440","13,359,903",323.64,0.919,,,,
05110,CALIFORNIA,HUMBOLDT,"16,729","64,883,281",323.21,"58,605,571",291.94,"896,512","5,218,437","162,759","15,955","58,467,683",305.38,0.878,,,,
05120,CALIFORNIA,IMPERIAL,"17,409","78,412,349",375.34,"64,557,706",309.02,"1,748,211","11,729,984","376,447","16,458","73,045,302",369.86,1.023,,,,
05130,CALIFORNIA,INYO,"2,537","12,869,584",422.73,"12,328,054",404.94,"86,109","426,958","28,461","2,461","11,832,509",400.67,0.843,,,,
05140,CALIFORNIA,KERN,"43,892","214,913,946",408.04,"187,701,798",356.37,"2,153,295","24,377,804","681,048","41,153","195,151,858",395.18,1.020,,,,
05150,CALIFORNIA,KINGS,"9,443","43,932,349",387.70,"37,389,069",329.95,"591,996","5,758,245","193,038","9,026","38,826,704",358.47,0.979,,,,
05160,CALIFORNIA,LAKE,"9,602","57,162,929",496.10,"51,883,456",450.28,"739,722","4,322,649","217,100","9,104","40,068,690",366.77,0.988,,,,
05170,CALIFORNIA,LASSEN,"3,185","14,568,053",381.16,"13,687,503",358.12,"141,894","691,763","46,890","3,009","12,316,947",341.11,0.859,,,,
05200,CALIFORNIA,LOS ANGELES,"569,424","3,484,448,513",509.94,"2,947,329,821",431.33,"64,690,844","445,374,577","27,053,270","537,912","2,981,780,734",461.94,1.140,,,,
05300,CALIFORNIA,MADERA,"11,869","50,997,647",358.06,"42,621,028",299.25,"927,174","7,150,806","298,636","11,064","46,362,211",349.20,0.984,,,,
05310,CALIFORNIA,MARIN,"26,744","116,301,422",362.39,"107,463,569",334.85,"2,512,030","5,544,070","781,750","23,523","104,743,277",371.07,0.877,,,,
05320,CALIFORNIA,MARIPOSA,"2,919","11,374,261",324.72,"9,870,119",281.78,"247,949","1,172,551","83,640","2,763","11,593,105",349.65,0.859,,,,
05330,CALIFORNIA,MENDOCINO,"12,821","53,035,272",344.72,"47,805,134",310.72,"1,108,311","3,814,682","307,143","12,169","41,255,581",282.52,0.836,,,,
05340,CALIFORNIA,MERCED,"20,021","95,059,060",395.66,"79,894,338",332.54,"2,926,974","11,153,641","1,084,106","19,443","80,900,917",346.74,1.025,,,,
05350,CALIFORNIA,MODOC,"1,549","6,881,175",370.19,"6,316,357",339.81,"121,522","402,841","40,454","1,495","6,445,300",359.27,0.815,,,,
05360,CALIFORNIA,MONO,"1,618","5,823,708",299.94,"5,559,995",286.36,"44,282","203,873","15,557","1,508","6,327,332",349.65,0.768,,,,
05370,CALIFORNIA,MONTEREY,"41,159","195,786,286",396.40,"183,128,007",370.77,"1,850,213","10,141,169","666,895","38,252","154,292,517",336.13,0.930,,,,
05380,CALIFORNIA,NAPA,"12,666","66,679,279",438.70,"60,816,715",400.13,"634,020","5,001,776","226,767","10,960","54,079,643",411.19,1.006,,,,
05390,CALIFORNIA,NEVADA,"15,130","57,420,669",316.26,"52,349,660",288.33,"1,003,761","3,841,179","226,068","14,390","56,850,909",329.23,0.869,,,,
05400,CALIFORNIA,ORANGE,"193,680","858,981,548",369.59,"778,754,547",335.07,"10,652,295","66,017,558","3,557,146","170,797","926,228,775",451.92,1.041,,,,
05410,CALIFORNIA,PLACER,"28,609","100,405,927",292.47,"91,714,844",267.15,"1,718,416","6,529,539","443,126","25,725","102,695,438",332.67,0.901,,,,
05420,CALIFORNIA,PLUMAS,"3,798","15,051,684",330.25,"13,987,638",306.91,"266,998","736,856","60,191","3,605","15,549,422",359.44,0.862,,,,
05430,CALIFORNIA,RIVERSIDE,"112,272","517,055,384",383.78,"459,774,624",341.27,"6,915,888","48,159,433","2,205,438","102,846","477,551,834",386.95,1.029,,,,
05440,CALIFORNIA,SACRAMENTO,"77,049","348,467,284",376.89,"295,335,482",319.42,"11,002,852","38,467,576","3,661,373","72,595","258,568,300",296.82,0.959,,,,
05450,CALIFORNIA,SAN BENITO,"4,736","24,709,740",434.79,"22,335,780",393.01,"505,678","1,769,698","98,583","4,398","18,148,151",343.87,0.921,,,,
05460,CALIFORNIA,SAN BERNARDINO,"78,453","417,619,511",443.60,"354,480,521",376.53,"8,246,570","51,516,864","3,375,554","71,113","301,827,295",353.69,1.064,,,,
05470,CALIFORNIA,SAN DIEGO,"192,295","853,884,196",370.04,"760,443,479",329.55,"17,975,553","69,547,725","5,917,438","173,376","722,844,422",347.44,0.999,,,,
05480,CALIFORNIA,SAN FRANCISCO,"61,674","312,891,420",422.78,"253,991,277",343.19,"19,381,854","31,191,520","8,326,768","57,231","228,025,545",332.03,1.023,,,,
05490,CALIFORNIA,SAN JOAQUIN,"45,256","229,524,661",422.64,"203,016,626",373.83,"2,963,547","22,797,210","747,277","43,603","170,829,112",326.49,0.992,,,,
05500,CALIFORNIA,SAN LUIS OBISPO,"34,647","112,105,763",269.64,"104,485,018",251.31,"1,493,504","5,800,663","326,577","33,017","138,728,625",350.14,0.888,,,,
05510,CALIFORNIA,SAN MATEO,"52,536","187,785,547",297.87,"168,786,692",267.73,"8,080,132","8,706,186","2,212,536","45,074","191,218,173",353.53,0.880,,,,
05520,CALIFORNIA,SANTA BARBARA,"42,103","138,883,065",274.89,"123,187,022",243.82,"3,114,970","11,569,963","1,011,109","39,487","170,022,774",358.82,0.959,,,,
05530,CALIFORNIA,SANTA CLARA,"113,179","503,414,681",370.66,"438,306,196",322.72,"16,191,459","43,084,287","5,832,737","103,199","432,503,215",349.25,0.929,,,,
05540,CALIFORNIA,SANTA CRUZ,"25,358","109,178,903",358.79,"96,004,352",315.50,"1,885,264","10,864,373","424,912","23,332","89,861,480",320.95,0.935,,,,
05550,CALIFORNIA,SHASTA,"27,273","135,202,321",413.11,"121,930,370",372.56,"2,310,991","10,466,695","494,264","26,380","109,896,466",347.16,0.936,,,,
05560,CALIFORNIA,SIERRA,574,"2,086,449",302.91,"1,979,877",287.44,"19,779","82,384","4,408",535,"2,217,140",345.35,0.851,,,,
05570,CALIFORNIA,SISKIYOU,"8,170","26,058,530",265.79,"24,567,393",250.59,"288,797","1,112,457","89,881","7,807","28,237,974",301.42,0.853,,,,
05580,CALIFORNIA,SOLANO,"24,396","106,019,072",362.15,"92,586,919",316.26,"1,201,137","11,753,652","477,363","20,037","74,561,576",310.10,0.875,,,,
05590,CALIFORNIA,SONOMA,"40,397","175,452,742",361.93,"159,956,324",329.97,"2,990,186","11,398,816","1,107,414","36,176","151,038,953",347.93,0.948,,,,
05600,CALIFORNIA,STANISLAUS,"30,000","133,931,074",372.03,"116,311,759",323.09,"2,009,805","15,273,470","336,039","28,561","112,514,662",328.29,0.969,,,,
05610,CALIFORNIA,SUTTER,"10,498","51,866,762",411.72,"45,741,360",363.10,"573,991","5,432,896","118,514","10,317","40,097,445",323.88,0.963,,,,
05620,CALIFORNIA,TEHAMA,"7,952","33,323,414",349.21,"30,104,719",315.48,"476,877","2,657,548","84,268","7,649","31,036,727",338.13,0.897,,,,
05630,CALIFORNIA,TRINITY,"3,673","15,090,344",342.37,"13,711,916",311.10,"234,305","1,092,740","51,381","3,484","13,144,900",314.41,0.912,,,,
05640,CALIFORNIA,TULARE,"34,212","148,414,181",361.51,"124,269,402",302.69,"2,091,340","21,558,688","494,750","32,772","138,016,722",350.95,0.965,,,,
05650,CALIFORNIA,TUOLUMNE,"9,998","41,245,311",343.78,"37,637,301",313.71,"787,901","2,668,932","151,176","9,510","41,994,504",367.99,0.957,,,,
05660,CALIFORNIA,VENTURA,"69,177","291,782,044",351.49,"269,940,799",325.18,"3,597,404","17,083,179","1,160,661","63,120","322,735,518",426.09,0.969,,,,
05670,CALIFORNIA,YOLO,"10,180","37,058,591",303.36,"31,728,134",259.73,"1,249,510","3,697,535","383,410","8,875","30,569,120",287.03,0.915,,,,
05680,CALIFORNIA,YUBA,"6,347","37,550,933",493.03,"33,148,006",435.22,"365,640","3,951,937","85,349","6,154","24,240,526",328.25,0.981,,,,
06000,COLORADO,ADAMS,"15,978","67,196,934",350.47,"59,769,939",311.73,"2,403,231","4,191,379","832,383","13,743","56,928,632",345.20,0.957,,,,
06010,COLORADO,ALAMOSA,"1,415","4,953,360",291.72,"4,557,967",268.43,"66,639","310,061","18,691","1,330","4,660,613",292.02,0.837,,,,
06020,COLORADO,ARAPAHOE,"35,651","128,092,482",299.41,"119,496,984",279.32,"3,234,180","4,194,518","1,166,798","31,020","138,486,996",372.04,0.960,,,,
06030,COLORADO,ARCHULETA,"1,815","6,189,041",284.16,"5,819,520",267.20,"71,212","280,202","18,106","1,722","6,875,735",332.74,0.730,,,,
06040,COLORADO,BACA,881,"4,150,953",392.64,"3,879,754",366.98,"91,243","157,528","22,427",847,"4,192,062",412.44,0.893,,,,
06050,COLORADO,BENT,669,"2,754,368",343.10,"2,530,311",315.19,"41,793","173,327","8,935",587,"2,298,091",326.25,0.991,,,,
06060,COLORADO,BOULDER,"22,088","68,643,627",258.98,"65,549,532",247.30,"717,895","2,184,291","191,908","19,712","77,951,090",329.54,0.870,,,,
06070,COLORADO,CHAFFEE,"2,991","10,005,607",278.77,"9,687,948",269.92,"77,101","215,792","24,764","2,856","11,744,855",342.70,0.814,,,,
06080,COLORADO,CHEYENNE,253,"1,512,356",498.14,"1,466,269",482.96,"13,711","26,380","5,995",239,"1,301,393",453.76,0.985,,,,
06090,COLORADO,CLEAR CREEK,472,"1,782,874",314.77,"1,658,081",292.74,"28,283","84,693","11,816",398,"1,605,914",336.25,0.883,,,,
06100,COLORADO,CONEJOS,814,"2,643,487",270.63,"2,427,487",248.51,"32,334","170,695","12,970",806,"2,712,598",280.46,0.858,,,,
06110,COLORADO,COSTILLA,568,"1,547,145",226.99,"1,402,726",205.80,"17,274","118,168","8,977",545,"1,622,978",248.16,0.794,,,,
06120,COLORADO,CROWLEY,463,"2,491,272",448.39,"2,310,643",415.88,"31,315","139,551","9,762",437,"1,683,825",321.10,0.971,,,,
06130,COLORADO,CUSTER,778,"1,612,518",172.72,"1,459,032",156.28,"30,203","108,269","15,012",721,"2,163,962",250.11,0.733,,,,
06140,COLORADO,DELTA,"4,671","13,211,723",235.70,"12,097,270",215.82,"203,940","836,280","74,231","4,353","14,174,412",271.35,0.778,,,,
06150,COLORADO,DENVER,"30,322","121,793,399",334.72,"107,300,702",294.89,"4,904,545","7,151,315","2,436,836","27,702","116,681,517",351.00,0.983,,,,
06160,COLORADO,DOLORES,324,"1,121,471",288.44,"1,077,656",277.17,"4,863","36,677","2,272",307,"1,053,685",286.02,0.817,,,,
06170,COLORADO,DOUGLAS,"8,552","25,789,278",251.30,"24,878,842",242.43,"328,060","469,028","113,346","7,379","30,798,529",347.82,0.877,,,,
06180,COLORADO,EAGLE,"2,591","7,756,717",249.48,"7,123,304",229.10,"190,063","394,835","48,513","2,321","9,281,551",333.25,0.706,,,,
06190,COLORADO,ELBERT,"1,691","4,849,560",238.99,"4,635,037",228.42,"49,340","149,824","15,357","1,475","5,257,172",297.02,0.793,,,,
06200,COLORADO,EL PASO,"46,463","154,978,833",277.96,"145,735,748",261.38,"1,106,367","7,842,060","294,657","43,021","175,180,384",339.33,0.884,,,,
06210,COLORADO,FREMONT,"6,107","18,276,546",249.39,"17,186,640",234.52,"162,699","866,262","60,945","5,784","20,540,575",295.94,0.904,,,,
06220,COLORADO,GARFIELD,"4,535","14,955,665",274.82,"13,867,100",254.82,"228,289","804,299","55,976","4,207","16,444,780",325.74,0.825,,,,
06230,COLORADO,GILPIN,229,"395,285",143.84,"374,584",136.31,"5,632","13,214","1,854",186,"605,536",271.30,0.805,,,,
06240,COLORADO,GRAND,"1,246","4,937,335",330.21,"4,657,712",311.51,"83,929","175,698","19,994","1,181","4,740,354",334.49,0.758,,,,
06250,COLORADO,GUNNISON,"1,234","3,299,179",222.80,"3,137,774",211.90,"44,097","101,410","15,897","1,173","4,563,517",324.21,0.780,,,,
06260,COLORADO,HINSDALE,138,"434,050",262.11,"403,118",243.43,"9,811","18,394","2,725",133,"593,086",371.61,0.743,,,,
06270,COLORADO,HUERFANO,"1,266","4,326,206",284.77,"4,062,645",267.42,"39,497","196,602","27,460","1,222","4,155,885",283.41,0.953,,,,
06280,COLORADO,JACKSON,249,"862,370",288.61,"816,739",273.34,"7,207","35,807","2,616",230,"876,642",317.62,0.735,,,,
06290,COLORADO,JEFFERSON,"31,769","106,434,634",279.19,"100,333,865",263.19,"1,514,601","3,748,764","837,402","26,350","115,893,553",366.52,0.944,,,,
06300,COLORADO,KIOWA,272,"1,523,927",466.89,"1,446,300",443.11,"24,052","47,342","6,231",260,"1,418,630",454.69,0.956,,,,
06310,COLORADO,KIT CARSON,"1,167","4,994,707",356.66,"4,780,487",341.37,"36,932","153,924","23,362","1,129","4,919,699",363.13,0.887,,,,
06320,COLORADO,LAKE,537,"2,460,674",381.86,"2,348,479",364.44,"27,770","75,254","9,169",504,"1,951,901",322.73,0.893,,,,
06330,COLORADO,LA PLATA,"5,556","13,620,149",204.29,"12,837,530",192.55,"108,931","640,212","33,474","5,162","17,732,814",286.27,0.803,,,,
06340,COLORADO,LARIMER,"26,874","89,000,176",275.98,"84,132,451",260.89,"1,544,517","2,888,435","434,773","24,973","96,477,408",321.94,0.872,,,,
06350,COLORADO,LAS ANIMAS,"2,183","8,632,509",329.54,"8,124,150",310.13,"80,080","389,338","38,940","2,097","7,040,510",279.79,0.851,,,,
06360,COLORADO,LINCOLN,753,"2,892,178",320.07,"2,770,449",306.60,"26,248","83,846","11,634",712,"3,299,801",386.21,1.042,,,,
06370,COLORADO,LOGAN,"2,692","12,421,128",384.51,"11,821,291",365.94,"151,612","405,116","43,107","2,579","10,210,218",329.92,0.875,,,,
06380,COLORADO,MESA,"13,145","33,873,051",214.74,"29,981,446",190.07,"988,451","2,425,993","477,160","11,817","36,091,798",254.52,0.815,,,,
06390,COLORADO,MINERAL,151,"461,292",254.58,"408,419",225.40,"11,039","37,039","4,793",143,"470,872",274.40,0.739,,,,
06400,COLORADO,MOFFAT,"1,359","7,247,104",444.39,"7,056,794",432.72,"50,781","120,458","19,068","1,272","5,826,396",381.71,0.836,,,,
06410,COLORADO,MONTEZUMA,"3,646","10,777,621",246.33,"10,202,045",233.18,"118,166","426,402","31,007","3,439","12,939,930",313.56,0.838,,,,
06420,COLORADO,MONTROSE,"5,568","14,119,615",211.32,"13,116,823",196.31,"199,641","742,063","61,086","5,210","16,917,968",270.60,0.787,,,,
06430,COLORADO,MORGAN,"3,363","17,999,074",446.01,"17,074,000",423.08,"187,011","672,121","65,940","3,189","13,446,764",351.38,0.925,,,,
06440,COLORADO,OTERO,"2,919","11,954,953",341.30,"11,055,659",315.62,"118,500","738,484","42,308","2,764","10,030,481",302.41,0.983,,,,
06450,COLORADO,OURAY,592,"1,334,403",187.84,"1,238,532",174.34,"20,445","69,206","6,219",564,"1,896,034",280.15,0.659,,,,
06460,COLORADO,PARK,"1,210","3,724,968",256.54,"3,473,429",239.22,"94,663","134,941","21,933","1,051","3,787,505",300.31,0.783,,,,
06470,COLORADO,PHILLIPS,825,"6,978,409",704.89,"6,801,599",687.03,"62,631","98,900","15,278",795,"5,269,836",552.39,0.970,,,,
06480,COLORADO,PITKIN,"1,531","5,126,561",279.04,"4,715,095",256.65,"175,991","176,073","59,400","1,386","8,278,603",497.75,0.727,,,,
06490,COLORADO,PROWERS,"1,692","8,407,143",414.06,"7,930,911",390.61,"109,120","337,884","29,227","1,653","7,057,870",355.81,0.891,,,,
06500,COLORADO,PUEBLO,"16,006","59,007,766",307.22,"53,655,688",279.35,"826,412","4,073,365","452,301","15,081","59,887,315",330.92,0.973,,,,
06510,COLORADO,RIO BLANCO,622,"3,986,123",534.05,"3,817,098",511.40,"40,419","115,291","13,313",586,"3,101,541",441.06,0.790,,,,
06520,COLORADO,RIO GRANDE,"1,560","5,823,513",311.09,"5,446,119",290.93,"58,866","291,838","26,688","1,504","5,815,054",322.20,0.888,,,,
06530,COLORADO,ROUTT,"1,756","5,254,757",249.37,"4,999,931",237.28,"87,404","140,736","26,684","1,642","6,164,178",312.84,0.712,,,,
06540,COLORADO,SAGUACHE,683,"1,927,822",235.21,"1,809,310",220.76,"28,039","84,233","6,239",638,"2,043,852",266.96,0.731,,,,
06550,COLORADO,SAN JUAN,71,"143,221",168.10,"133,523",156.72,"1,150","8,166",381,67,"146,107",181.72,0.652,,,,
06560,COLORADO,SAN MIGUEL,454,"977,491",179.42,"896,613",164.58,"21,716","53,415","5,745",409,"1,358,900",276.87,0.665,,,,
06570,COLORADO,SEDGWICK,520,"1,642,378",263.20,"1,564,594",250.74,"26,107","43,763","7,912",496,"2,013,360",338.27,0.825,,,,
06580,COLORADO,SUMMIT,"1,691","4,883,373",240.66,"4,439,812",218.80,"150,079","256,027","37,454","1,546","5,595,600",301.62,0.697,,,,
06590,COLORADO,TELLER,"2,309","7,165,463",258.61,"6,854,031",247.37,"45,280","254,442","11,709","2,082","7,785,160",311.61,0.786,,,,
06600,COLORADO,WASHINGTON,788,"3,155,517",333.71,"3,005,217",317.81,"37,521","101,015","11,763",744,"3,145,194",352.28,0.875,,,,
06610,COLORADO,WELD,"17,572","76,377,765",362.21,"69,820,555",331.12,"1,846,627","3,875,907","834,675","16,325","60,663,283",309.66,0.892,,,,
06620,COLORADO,YUMA,"1,484","8,437,904",473.83,"8,091,778",454.39,"120,293","194,766","31,064","1,435","7,992,850",464.16,0.887,,,,
06630,COLORADO,BROOMFIELD,"3,027","7,176,075",197.56,"6,727,925",185.22,"81,760","320,224","46,164","2,447","9,699,855",330.33,0.896,,,,
07000,CONNECTICUT,FAIRFIELD,"95,447","483,525,636",422.16,"424,166,968",370.33,"29,546,301","17,275,234","12,537,132","84,547","421,754,871",415.70,1.040,,,,
07010,CONNECTICUT,HARTFORD,"98,082","534,251,683",453.92,"456,227,138",387.62,"41,054,957","23,348,741","13,620,846","89,010","398,081,968",372.69,1.057,,,,
07020,CONNECTICUT,LITCHFIELD,"25,833","121,579,328",392.20,"110,276,483",355.74,"5,651,071","4,034,790","1,616,982","23,509","110,489,594",391.66,1.034,,,,
07030,CONNECTICUT,MIDDLESEX,"20,420","97,405,001",397.51,"86,484,745",352.94,"6,057,284","2,744,430","2,118,540","18,311","83,215,831",378.72,1.050,,,,
07040,CONNECTICUT,NEW HAVEN,"89,531","544,892,948",507.17,"461,848,373",429.88,"43,786,585","24,599,909","14,658,080","78,772","385,734,983",408.07,1.114,,,,
07050,CONNECTICUT,NEW LONDON,"33,566","174,489,267",433.20,"159,222,936",395.30,"6,229,147","7,678,156","1,359,027","30,533","147,286,511",401.99,1.084,,,,
07060,CONNECTICUT,TOLLAND,"14,160","64,676,696",380.63,"58,972,998",347.06,"2,842,770","2,032,968","827,959","12,732","54,976,654",359.83,0.981,,,,
07070,CONNECTICUT,WINDHAM,"12,512","70,618,287",470.34,"63,471,465",422.74,"3,405,636","2,908,807","832,377","11,366","50,018,092",366.72,1.058,,,,
08000,DELAWARE,KENT,"20,409","83,118,536",339.39,"75,633,757",308.83,"1,359,577","5,475,221","649,980","19,408","84,247,334",361.74,1.014,,,,
08010,DELAWARE,NEW CASTLE,"61,015","270,107,137",368.91,"236,066,338",322.42,"14,542,394","13,038,148","6,460,256","56,563","240,568,990",354.43,0.977,,,,
08020,DELAWARE,SUSSEX,"40,625","169,079,287",346.83,"161,877,712",332.06,"1,483,164","4,951,350","767,060","38,822","174,749,345",375.11,0.994,,,,
09000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,"56,382","284,634,584",420.69,"228,649,194",337.95,"20,399,097","24,253,804","11,332,487","46,384","201,012,816",361.14,1.028,,,,
10000,FLORIDA,ALACHUA,"25,598","105,895,917",344.74,"91,284,171",297.17,"5,132,543","6,977,902","2,501,300","23,060","102,803,785",371.51,0.983,,,,
10010,FLORIDA,BAKER,"2,240","10,629,820",395.45,"9,760,731",363.12,"218,867","526,701","123,520","2,086","12,230,069",488.58,1.044,,,,
10020,FLORIDA,BAY,"23,012","106,774,479",386.66,"97,858,257",354.37,"545,078","8,226,641","144,502","21,906","117,237,837",445.99,1.050,,,,
10030,FLORIDA,BRADFORD,"2,909","15,105,513",432.72,"13,200,520",378.15,"677,091","869,669","358,232","2,722","13,183,451",403.61,1.066,,,,
10040,FLORIDA,BREVARD,"71,888","297,241,794",344.57,"288,454,675",334.38,"1,873,324","6,236,507","677,287","67,033","365,816,521",454.77,1.064,,,,
